arm,arm_label,result_source,policy,max_nodes_per_level,run_seed,training_sample_multiplier,base_parameter_count,condition,learned_permutation_count,active_node_count,input_slot_count,integrator_parameter_count,accuracy,cross_entropy,training_examples,current_examples,historical_examples,epochs,total_training_wall_seconds,state_initialization_wall_seconds,data_preparation_wall_seconds,feature_wall_seconds,optimizer_wall_seconds,feature_storage,peak_resident_feature_rows,temporary_feature_cache_bytes,total_training_forward_example_passes,feature_forward_example_passes,integrator_forward_example_passes,integrator_backward_example_passes,feature_forward_calls,integrator_forward_calls,integrator_backward_calls,excluded_diagnostic_forward_example_passes,excluded_evaluation_examples,excluded_evaluation_feature_forward_example_passes,excluded_evaluation_integrator_forward_example_passes_per_condition
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,58,4,7,4411658,0.9474676847457886,0.22405512630939484,16384,8192,8192,4,3.1937775555998087,0.0,0.8960172142833471,0.3545044772326946,1.943255864083767,,,,131072,65536,65536,65536,32,1024,512,32768,14848,59392,14848
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,59,5,7,4411658,0.9471663236618042,0.23081187903881073,16384,8192,8192,4,3.230034861713648,0.0,0.8766529224812984,0.39108402840793133,1.962297910824418,,,,147456,81920,65536,65536,40,1024,512,32768,15104,75520,15104
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,60,4,7,4411658,0.9479166865348816,0.21613813936710358,16384,8192,8192,4,3.089048396795988,0.0,0.8514636866748333,0.34041201137006283,1.897172698751092,,,,131072,65536,65536,65536,32,1024,512,32768,15360,61440,15360
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,61,5,7,4411658,0.9451203942298889,0.2566530108451843,16384,8192,8192,4,3.222260806709528,0.0,0.9007617644965649,0.396584065631032,1.9249149765819311,,,,147456,81920,65536,65536,40,1024,512,32768,15616,78080,15616
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,62,5,7,4411658,0.9437373876571655,0.2479257583618164,16384,8192,8192,4,3.1839477848261595,0.0,0.9103370662778616,0.41152208112180233,1.8620886374264956,,,,147456,81920,65536,65536,40,1024,512,32768,15872,79360,15872
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,63,6,7,4411658,0.9435763955116272,0.2438948154449463,16384,8192,8192,4,3.363325783982873,0.0,0.9682974833995104,0.4521786514669657,1.942849649116397,,,,163840,98304,65536,65536,48,1024,512,32768,16128,96768,16128
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,64,1,7,4411658,0.9483642578125,0.20523089170455933,16384,8192,8192,4,3.10555955208838,0.0,0.9813486188650131,0.22076308727264404,1.9034478459507227,,,,81920,16384,65536,65536,8,1024,512,32768,16384,16384,16384
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,65,2,7,4411658,0.9487980604171753,0.2103627622127533,16384,8192,8192,4,3.130124233663082,0.0,0.9806330762803555,0.26723348908126354,1.8822576683014631,,,,98304,32768,65536,65536,16,1024,512,32768,16640,33280,16640
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,66,2,7,4411658,0.9457268118858337,0.20869186520576477,16384,8192,8192,4,3.1100643910467625,0.0,0.9599397256970406,0.262287313118577,1.887837352231145,,,,98304,32768,65536,65536,16,1024,512,32768,16896,33792,16896
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,67,3,7,4411658,0.9473530650138855,0.20434893667697906,16384,8192,8192,4,3.2417380269616842,0.0,1.00457613915205,0.3129153326153755,1.9242465551942587,,,,114688,49152,65536,65536,24,1024,512,32768,17152,51456,17152
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,68,2,7,4411658,0.9489889740943909,0.20936116576194763,16384,8192,8192,4,3.169027568772435,0.0,0.9994388613849878,0.2585672400891781,1.9110214672982693,,,,98304,32768,65536,65536,16,1024,512,32768,17408,34816,17408
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,69,3,7,4411658,0.9469542503356934,0.20391304790973663,16384,8192,8192,4,3.351743705570698,0.0,1.0920584425330162,0.3175269979983568,1.9421582650393248,,,,114688,49152,65536,65536,24,1024,512,32768,17664,52992,17664
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,70,3,7,4411658,0.9435825943946838,0.2221120297908783,16384,8192,8192,4,3.1988173499703407,0.0,0.9877588711678982,0.31304106302559376,1.8980174157768488,,,,114688,49152,65536,65536,24,1024,512,32768,17920,53760,17920
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,71,4,7,4411658,0.9443771839141846,0.22033198177814484,16384,8192,8192,4,3.3662249613553286,0.0,1.0902098584920168,0.3647836148738861,1.9112314879894257,,,,131072,65536,65536,65536,32,1024,512,32768,18176,72704,18176
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,72,2,7,4411658,0.9459092617034912,0.21532046794891357,16384,8192,8192,4,3.257909968495369,0.0,1.0596475433558226,0.262590616941452,1.9356718081980944,,,,98304,32768,65536,65536,16,1024,512,32768,18432,36864,18432
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,73,3,7,4411658,0.9456870555877686,0.20927613973617554,16384,8192,8192,4,3.3591587375849485,0.0,1.1294910162687302,0.3060885649174452,1.9235791563987732,,,,114688,49152,65536,65536,24,1024,512,32768,18688,56064,18688
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,74,3,7,4411658,0.9453125,0.21040251851081848,16384,8192,8192,4,3.4069127403199673,0.0,1.1486417818814516,0.32145069167017937,1.9368202667683363,,,,114688,49152,65536,65536,24,1024,512,32768,18944,56832,18944
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,75,4,7,4411658,0.9433333277702332,0.2367871105670929,16384,8192,8192,4,3.3923734705895185,0.0,1.141716044396162,0.3534434512257576,1.897213974967599,,,,131072,65536,65536,65536,32,1024,512,32768,19200,76800,19200
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,76,3,7,4411658,0.9454153180122375,0.21519407629966736,16384,8192,8192,4,3.3704415019601583,0.0,1.1623261608183384,0.3113723173737526,1.8967430237680674,,,,114688,49152,65536,65536,24,1024,512,32768,19456,58368,19456
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,77,4,7,4411658,0.9458705186843872,0.2176337093114853,16384,8192,8192,4,3.399888552725315,0.0,1.1201218962669373,0.3574707377701998,1.922295918688178,,,,131072,65536,65536,65536,32,1024,512,32768,19712,78848,19712
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,78,4,7,4411658,0.9440605044364929,0.22841927409172058,16384,8192,8192,4,3.4775099344551563,0.0,1.1926075965166092,0.3505607545375824,1.9343415834009647,,,,131072,65536,65536,65536,32,1024,512,32768,19968,79872,19968
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,79,5,7,4411658,0.9453125,0.23589995503425598,16384,8192,8192,4,3.598054042086005,0.0,1.1859290823340416,0.39956978894770145,2.012555170804262,,,,147456,81920,65536,65536,40,1024,512,32768,20224,101120,20224
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,80,2,7,4411658,0.9451659917831421,0.2186843901872635,16384,8192,8192,4,3.351906368508935,0.0,1.2052464131265879,0.269815418869257,1.8768445365130901,,,,98304,32768,65536,65536,16,1024,512,32768,20480,40960,20480
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,81,3,7,4411658,0.9461323022842407,0.2196051925420761,16384,8192,8192,4,3.4414756428450346,0.0,1.2350423708558083,0.3113506194204092,1.8950826525688171,,,,114688,49152,65536,65536,24,1024,512,32768,20736,62208,20736
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,82,3,7,4411658,0.9451219439506531,0.2213851660490036,16384,8192,8192,4,3.5184202566742897,0.0,1.324688259512186,0.31289010494947433,1.8808418922126293,,,,114688,49152,65536,65536,24,1024,512,32768,20992,62976,20992
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,83,4,7,4411658,0.9456419348716736,0.21333982050418854,16384,8192,8192,4,3.6036656387150288,0.0,1.3142577037215233,0.3647867552936077,1.9246211796998978,,,,131072,65536,65536,65536,32,1024,512,32768,21248,84992,21248
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,84,3,7,4411658,0.9475911259651184,0.20589469373226166,16384,8192,8192,4,3.4615431800484657,0.0,1.269363172352314,0.3074012026190758,1.884778805077076,,,,114688,49152,65536,65536,24,1024,512,32768,21504,64512,21504
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,85,4,7,4411658,0.9434283375740051,0.22625744342803955,16384,8192,8192,4,3.489718673750758,0.0,1.2702072262763977,0.353013813495636,1.8664976339787245,,,,131072,65536,65536,65536,32,1024,512,32768,21760,87040,21760
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,86,4,7,4411658,0.9461755156517029,0.22607922554016113,16384,8192,8192,4,3.701093504205346,0.0,1.3808909431099892,0.38288846239447594,1.937314098700881,,,,131072,65536,65536,65536,32,1024,512,32768,22016,88064,22016
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,87,5,7,4411658,0.9436511993408203,0.2378903031349182,16384,8192,8192,4,3.6275739688426256,0.0,1.3013531565666199,0.41383752785623074,1.912383284419775,,,,147456,81920,65536,65536,40,1024,512,32768,22272,111360,22272
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,88,3,7,4411658,0.9461115002632141,0.2205222100019455,16384,8192,8192,4,3.459243653342128,0.0,1.2922223452478647,0.31081780418753624,1.8562035039067268,,,,114688,49152,65536,65536,24,1024,512,32768,22528,67584,22528
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,89,4,7,4411658,0.9441274404525757,0.25813379883766174,16384,8192,8192,4,3.5558922197669744,0.0,1.3428493272513151,0.349253848195076,1.8637890443205833,,,,131072,65536,65536,65536,32,1024,512,32768,22784,91136,22784
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,90,4,7,4411658,0.9440538287162781,0.2409069538116455,16384,8192,8192,4,3.525221386924386,0.0,1.3634992148727179,0.35642424039542675,1.8052979316562414,,,,131072,65536,65536,65536,32,1024,512,32768,23040,92160,23040
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,91,5,7,4411658,0.9426081776618958,0.2383861541748047,16384,8192,8192,4,3.5977387726306915,0.0,1.4083088338375092,0.40437101759016514,1.7850589212030172,,,,147456,81920,65536,65536,40,1024,512,32768,23296,116480,23296
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,92,4,7,4411658,0.9457370638847351,0.22526606917381287,16384,8192,8192,4,3.5564966928213835,0.0,1.354788649827242,0.34565072134137154,1.85605732165277,,,,131072,65536,65536,65536,32,1024,512,32768,23552,94208,23552
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,93,5,7,4411658,0.9417423009872437,0.23861221969127655,16384,8192,8192,4,3.763091830536723,0.0,1.441202161833644,0.3995166961103678,1.9223729725927114,,,,147456,81920,65536,65536,40,1024,512,32768,23808,119040,23808
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,94,5,7,4411658,0.9441073536872864,0.2494240403175354,16384,8192,8192,4,3.7649093996733427,0.0,1.4373587723821402,0.40241396985948086,1.9251366574317217,,,,147456,81920,65536,65536,40,1024,512,32768,24064,120320,24064
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,95,6,7,4411658,0.9407894611358643,0.2456834465265274,16384,8192,8192,4,3.862767966464162,0.0,1.4484699964523315,0.4467514492571354,1.967546520754695,,,,163840,98304,65536,65536,48,1024,512,32768,24320,145920,24320
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,96,2,7,4411658,0.9449055790901184,0.2233462929725647,16384,8192,8192,4,3.5507747251540422,0.0,1.4595868568867445,0.26287227869033813,1.8283155895769596,,,,98304,32768,65536,65536,16,1024,512,32768,24576,49152,24576
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,97,3,7,4411658,0.9441848993301392,0.22934392094612122,16384,8192,8192,4,3.7731433752924204,0.0,1.493858952075243,0.3130637612193823,1.966220661997795,,,,114688,49152,65536,65536,24,1024,512,32768,24832,74496,24832
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,98,3,7,4411658,0.9422432780265808,0.22165513038635254,16384,8192,8192,4,3.8278624061495066,0.0,1.5686163809150457,0.3204768244177103,1.9387692008167505,,,,114688,49152,65536,65536,24,1024,512,32768,25088,75264,25088
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,99,4,7,4411658,0.9400647282600403,0.2319943606853485,16384,8192,8192,4,3.770832296460867,0.0,1.5348983444273472,0.3516001719981432,1.8843337800353765,,,,131072,65536,65536,65536,32,1024,512,32768,25344,101376,25344
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,integrator_uniform_replay,100,3,7,4411658,0.942578136920929,0.22090783715248108,16384,8192,8192,4,3.6659973822534084,0.0,1.4583966359496117,0.3069187868386507,1.900681959465146,,,,114688,49152,65536,65536,24,1024,512,32768,25600,76800,25600
reference_model_8192_samples,"Reference model, 8192 samples per role and task",,one_node_per_level,1,0,32,2383370,full_replay_integrator_calibrated_epochs,100,3,7,4411658,0.9505078196525574,0.1751929223537445,819200,819200,0,3,99.0888961981982,0.44745095260441303,34.924651047214866,15.384270133450627,48.33252406492829,temporary_float32_memory_map,8192,12032409600,4915200,2457600,2457600,2457600,1200,19200,19200,0,25600,76800,25600
