delta,end_arrival,kind,left_signed_increment,level,order,parent_chunk_id,right_signed_increment,start_arrival
0.0023845294515314475,108,source,0.002144588647286838,1,blocked,47ec7f7141f6771133e7af887e4c514356538416b2efa16c3021119f62a39221,0.0023845294515314475,107
-0.006036748317693297,108,validation,-0.006036748317693297,1,blocked,47ec7f7141f6771133e7af887e4c514356538416b2efa16c3021119f62a39221,-0.025194688506473772,107
0.03054727047890001,156,source,0.03054727047890001,2,blocked,49f42e04f2143b335087de16f2c83b815cef78d9cea3ea5099d26ddd07b887a4,0.03043614098154568,153
-0.0025270368239196372,156,validation,-0.01123651990442842,2,blocked,49f42e04f2143b335087de16f2c83b815cef78d9cea3ea5099d26ddd07b887a4,-0.0025270368239196372,153
0.03921618024067946,32,source,0.034007566312409906,2,blocked,4a30c45b492d32c2ccb587467efca10175f53e9066aefc4101920bdc675bb30e,0.03921618024067946,29
0.0007286991688946198,32,validation,0.0007286991688946198,2,blocked,4a30c45b492d32c2ccb587467efca10175f53e9066aefc4101920bdc675bb30e,-0.009324603719305104,29
0.021548892096578072,148,source,0.007573210738925348,2,blocked,4b36707615079dabc31874e3d0e360f7f6983253cbcdabf145709f13c3144c51,0.021548892096578072,145
-0.019585244172538818,148,validation,-0.019585244172538818,2,blocked,4b36707615079dabc31874e3d0e360f7f6983253cbcdabf145709f13c3144c51,-0.027382422428505086,145
0.015368470417673308,14,source,0.010753565525442044,1,blocked,4b3943ae417c511d4e11b44b770429201fe6e549fc32204f420311011623274d,0.015368470417673308,13
-0.012731868797487556,14,validation,-0.012731868797487556,1,blocked,4b3943ae417c511d4e11b44b770429201fe6e549fc32204f420311011623274d,-0.015973581969357387,13
0.03740361597245064,160,source,0.03740361597245064,3,blocked,4cfe073336b7223fc707479511df52eebba1aa9a5d42f8eae1d8948a3bed2e8d,0.03429466655856622,153
-0.00939009112935829,160,validation,-0.021528293962176818,3,blocked,4cfe073336b7223fc707479511df52eebba1aa9a5d42f8eae1d8948a3bed2e8d,-0.00939009112935829,153
0.01430208880172823,180,source,-0.01087850052686834,1,blocked,4dc051a050b8c77d353b4958f7a9a91bb8a7dd1f750c9707ab9ca3e1146d9085,0.01430208880172823,179
0.041577964700678205,180,validation,-0.04074762853359548,1,blocked,4dc051a050b8c77d353b4958f7a9a91bb8a7dd1f750c9707ab9ca3e1146d9085,0.041577964700678205,179
0.018849677222290806,4,source,0.016942508231770237,1,blocked,4ef07a2a3f872a33b8b301f7bbde4acece1af64ad21cb23ff83fcbaded21adc8,0.018849677222290806,3
0.01098586061321005,4,validation,-0.014139371869461348,1,blocked,4ef07a2a3f872a33b8b301f7bbde4acece1af64ad21cb23ff83fcbaded21adc8,0.01098586061321005,3
0.01426247488514365,90,source,0.01426247488514365,1,blocked,51d82cffe22eeffdafb83187d137907f6a820eb67645ce85bfbb28880fefc960,0.012475729176843586,89
-0.0010728579442098596,90,validation,-0.0010728579442098596,1,blocked,51d82cffe22eeffdafb83187d137907f6a820eb67645ce85bfbb28880fefc960,-0.006555548871630679,89
0.025752081616573306,116,source,0.023654531834468355,2,blocked,541d6175c9ae4f41173f90e4775642a2204ef992da96478d902fce4393d99ff8,0.025752081616573306,113
-0.007120780537379856,116,validation,-0.02449126173561833,2,blocked,541d6175c9ae4f41173f90e4775642a2204ef992da96478d902fce4393d99ff8,-0.007120780537379856,113
0.034349774391172906,28,source,0.034349774391172906,2,blocked,5471eb815cd597049045dfe07cfb204a3f6d8488805cd10d5967fe9673082e28,0.03423064127363137,25
-0.023654767462631066,28,validation,-0.023654767462631066,2,blocked,5471eb815cd597049045dfe07cfb204a3f6d8488805cd10d5967fe9673082e28,-0.02932731037325831,25
0.03416040287157832,36,source,0.03256657639250569,2,blocked,54fc52bd43be37a4fd57601e9202ab8c463d8b2ffd3251aa89ab9f7532516e43,0.03416040287157832,33
-0.014748038056167532,36,validation,-0.014748038056167532,2,blocked,54fc52bd43be37a4fd57601e9202ab8c463d8b2ffd3251aa89ab9f7532516e43,-0.022643300632060326,33
0.024183151106538237,30,source,0.024183151106538237,1,blocked,5b4b50a84325506e720bee6a752c62e532957b11bbe4e7c684d76b8c96f06491,0.009612599696037227,29
0.0038029302261377578,30,validation,-0.005734560610759942,1,blocked,5b4b50a84325506e720bee6a752c62e532957b11bbe4e7c684d76b8c96f06491,0.0038029302261377578,29
0.01735112981850293,44,source,0.009603808819797107,2,blocked,5ba59ad502fe975c2de9f18e66b683dd4e6c339415250b6c19a7faffec787320,0.01735112981850293,41
