address_oracle_agreement,candidate_evaluations,dataset,exact_noun_route_accuracy,mean_oracle_regret,mean_prefix_entropy,mean_prefix_margin,method,model_forward_equivalent_prefix_tokens,noun_support_accuracy,oracle_story_mean_nll,order,stage,story_count,story_mean_nll,suffix_token_accuracy,task_id,token_count,token_mean_nll
0.620253164556962,158,final,,0.009896555400421852,,,joint_iid_lora,15574,,1.4888154803092706,offline,192,79,1.4987120357096924,0.6110407698151431,horse,7898,1.7182536549313396
0.825,320,final,,0.0035468481629458612,,,joint_iid_lora,32804,,1.6504193363639152,offline,192,160,1.6539661845268614,0.6129071025117173,lion,16642,1.6924694124544315
0.7304347826086957,230,final,,0.007304681543408746,,,joint_iid_lora,22730,,1.4188803048975336,offline,192,115,1.4261849864409426,0.6379474733466239,monkey,11537,1.463813739415212
0.7376237623762376,808,final,,0.007511547711130527,,,joint_iid_lora,74282,,1.4924609880920356,offline,192,404,1.4999725358031661,0.631785307441651,mouse,37747,1.530237510087023
0.7386363636363636,176,final,,0.0108021623338736,,,joint_iid_lora,20464,,1.5352545632616725,offline,192,88,1.546056725595546,0.6027000964320154,neighbor,10370,1.6025104037533615
0.8466898954703833,574,final,,0.004002129743903303,,,joint_iid_lora,64714,,1.89294392088478,offline,192,287,1.896946050628683,0.5528891599329167,parent,32795,1.8848924054516436
0.6068702290076335,524,final,,0.009877519637036525,,,joint_iid_lora,64416,,1.444346660885036,offline,192,262,1.4542241805220721,0.6120890578999019,pet,32608,1.5052925382646658
0.7340425531914894,188,final,,0.008331827558370693,,,joint_iid_lora,20328,,1.6787964996064884,offline,192,94,1.6871283271648596,0.6031268207418916,plane,10298,1.6783706568865944
0.6341463414634146,164,final,,0.010920867803379962,,,joint_iid_lora,18990,,1.706178071452651,offline,192,82,1.7170989392560319,0.5827959226128563,princess,9614,1.7121676372990728
0.7283950617283951,162,final,,0.009278150052291219,,,joint_iid_lora,15806,,1.5131686802648492,offline,192,81,1.5224468303171401,0.6108135044225738,queen,8027,1.5626436037843219
