address_oracle_agreement,candidate_evaluations,dataset,exact_noun_route_accuracy,mean_oracle_regret,mean_prefix_entropy,mean_prefix_margin,method,model_forward_equivalent_prefix_tokens,noun_support_accuracy,oracle_story_mean_nll,order,stage,story_count,story_mean_nll,suffix_token_accuracy,task_id,token_count,token_mean_nll
0.6368038740920097,826,final,,0.010747698943267839,,,joint_iid_lora,75454,,1.618061309321881,offline,192,413,1.6288090082651472,0.6104187307712364,rabbit,38354,1.6568855009741883
0.7003610108303249,554,final,,0.006821915038756427,,,joint_iid_lora,62246,,1.3665778068653682,offline,192,277,1.3733997219041245,0.6289366020741493,sister,31531,1.4171619562125637
0.7943262411347518,282,final,,0.006150154497376801,,,joint_iid_lora,29706,,1.7006557060564256,offline,192,141,1.7068058605538026,0.6082570025222355,train,15066,1.6949553807449897
0.6376811594202898,276,final,,0.009786032791468825,,,joint_iid_lora,33918,,1.3809599329016382,offline,192,138,1.3907459656931067,0.6254880251733582,wheel,17161,1.4484495560360582
1.0,172,macro,,0.0,,,base,18920,,1.6048625515800976,round_robin,192,172,1.6048625515800976,0.6089382561535253,bicycle,19176,1.6533808850923777
1.0,343,macro,,0.0,,,base,31553,,1.7240843312145868,round_robin,192,343,1.7240843312145868,0.6079825381976925,boat,32070,1.7415342279152592
1.0,329,macro,,0.0,,,base,39660,,1.5464053043815191,round_robin,192,329,1.5464053043815191,0.609057186247417,brother,40167,1.5681570345587301
1.0,67,macro,,0.0,,,base,6517,,1.859241611173836,round_robin,192,67,1.859241611173836,0.5895420885597703,bus,6617,1.8354419289136807
1.0,117,macro,,0.0,,,base,11321,,1.554766704090425,round_robin,192,117,1.554766704090425,0.6259243149195303,cow,11495,1.5996321537329767
1.0,84,macro,,0.0,,,base,9267,,1.7423912320669364,round_robin,192,84,1.7423912320669364,0.5920562240442977,dragon,9391,1.7530787921589082
1.0,272,macro,,0.0,,,base,27544,,1.470287359237089,round_robin,192,272,1.470287359237089,0.626287922152261,duck,27952,1.540010192391527
1.0,97,macro,,0.0,,,base,9029,,1.5104704018711608,round_robin,192,97,1.5104704018711608,0.6366111292605903,elephant,9183,1.5375564350459254
1.0,169,macro,,0.0,,,base,17514,,1.774398590162077,round_robin,192,169,1.774398590162077,0.5968150357323729,fairy,17771,1.782679017920599
1.0,169,macro,,0.0,,,base,22299,,1.807399733870337,round_robin,192,169,1.807399733870337,0.5709727454021715,grandma,22565,1.824138139183337
1.0,79,macro,,0.0,,,base,7787,,1.5334033774227696,round_robin,192,79,1.5334033774227696,0.6154722714611294,horse,7898,1.749499242980138
1.0,160,macro,,0.0,,,base,16402,,1.7383042489762925,round_robin,192,160,1.7383042489762925,0.6055762528542242,lion,16642,1.764959223152081
1.0,115,macro,,0.0,,,base,11365,,1.4603773328362861,round_robin,192,115,1.4603773328362861,0.6346537228048886,monkey,11537,1.4973687981778045
1.0,404,macro,,0.0,,,base,37141,,1.5681111191538926,round_robin,192,404,1.5681111191538926,0.6285002781678014,mouse,37747,1.5945090503507182
1.0,88,macro,,0.0,,,base,10232,,1.5944502812194352,round_robin,192,88,1.5944502812194352,0.5990356798457088,neighbor,10370,1.6451501838496474
1.0,287,macro,,0.0,,,base,32357,,1.9735935034703833,round_robin,192,287,1.9735935034703833,0.5477054429028816,parent,32795,1.9560653765039084
1.0,262,macro,,0.0,,,base,32208,,1.508625959699853,round_robin,192,262,1.508625959699853,0.610279685966634,pet,32608,1.5513753285878307
1.0,94,macro,,0.0,,,base,10164,,1.7492415784668711,round_robin,192,94,1.7492415784668711,0.6035152456787726,plane,10298,1.7291479272781287
1.0,82,macro,,0.0,,,base,9495,,1.7532519157718076,round_robin,192,82,1.7532519157718076,0.5828999375910131,princess,9614,1.7363868905423163
1.0,81,macro,,0.0,,,base,7903,,1.578107030274406,round_robin,192,81,1.578107030274406,0.6103151862464183,queen,8027,1.6110668232272538
1.0,413,macro,,0.0,,,base,37727,,1.6711864763961828,round_robin,192,413,1.6711864763961828,0.6065338686968764,rabbit,38354,1.694859296007301
1.0,277,macro,,0.0,,,base,31123,,1.4434778862404802,round_robin,192,277,1.4434778862404802,0.6256382607592528,sister,31531,1.4742031530831694
1.0,141,macro,,0.0,,,base,14853,,1.7906141760059076,round_robin,192,141,1.7906141760059076,0.6060002654984734,train,15066,1.7664511054061915
1.0,138,macro,,0.0,,,base,16959,,1.5136834581354492,round_robin,192,138,1.5136834581354492,0.6176213507371365,wheel,17161,1.537708886373669
0.13372093023255813,1720,macro,,0.048845025417648125,2.298352808453316,0.018363100844760272,log_t,189200,0.8662790697674418,1.5389418109162625,round_robin,192,172,1.587786836333911,0.6093554443053817,bicycle,19176,1.636899406928841
0.21282798833819241,3430,macro,,0.044040110121410105,2.297341044373137,0.021529238182323666,log_t,315530,0.8775510204081632,1.6264775245130627,round_robin,192,343,1.6705176346344726,0.6096663548487683,boat,32070,1.694901203105559
0.1702127659574468,3290,macro,,0.06109678880337582,2.299741463095946,0.017873035375832787,log_t,396600,0.8054711246200608,1.4664858422202345,round_robin,192,329,1.5275826310236107,0.607364254238554,brother,40167,1.5562519057329398
0.22388059701492538,670,macro,,0.05084690864325297,2.223726244115118,0.03968015179705264,log_t,65170,0.9701492537313433,1.3786398916886948,round_robin,192,67,1.4294868003319476,0.6153846153846154,bus,6617,1.4682042590437185
0.24786324786324787,1170,macro,,0.057731767352454,2.254494153536283,0.027056248269529425,log_t,113210,0.9401709401709402,1.2872771764911013,round_robin,192,117,1.3450089438435548,0.6376685515441496,cow,11495,1.4071794766973236
0.21428571428571427,840,macro,,0.10187192769148101,2.2848858010201227,0.03739024840650104,log_t,92670,0.8333333333333334,1.485234582257728,round_robin,192,84,1.587106509949209,0.6029176871472687,dragon,9391,1.62565544255561
0.20588235294117646,2720,macro,,0.05036048839875958,2.2927110817502525,0.022703891291337853,log_t,275440,0.8860294117647058,1.3546123516745954,round_robin,192,272,1.4049728400733557,0.6331210646823126,duck,27952,1.4758330657097294
0.1958762886597938,970,macro,,0.05676505796619986,2.298275497770801,0.024920874649716408,log_t,90290,0.8247422680412371,1.4331682035029993,round_robin,192,97,1.4899332614691998,0.6337798105194381,elephant,9183,1.5147193799438943
0.14792899408284024,1690,macro,,0.09441175993463258,2.301063180675168,0.018801379485948552,log_t,175140,0.5680473372781065,1.6399417430834633,round_robin,192,169,1.7343535030180957,0.6004164087558381,fairy,17771,1.7475422188035075
0.23076923076923078,1690,macro,,0.0485474955874308,2.2949999182887333,0.020340087851123696,log_t,222990,0.8579881656804734,1.685591816573741,round_robin,192,169,1.7341393121611708,0.5734101484600044,grandma,22565,1.7586895784622758
0.21518987341772153,790,macro,,0.04584715578939244,2.29808983621718,0.031332375882547114,log_t,77870,0.8987341772151899,1.4711997697226855,round_robin,192,79,1.5170469255120778,0.6220562167637377,horse,7898,1.7212053747471752
0.21875,1600,macro,,0.05250653300916772,2.2993136808276176,0.019802754372358324,log_t,164020,0.825,1.6391440029595088,round_robin,192,160,1.6916505359686762,0.6080999879822137,lion,16642,1.7248523012117014
0.17391304347826086,1150,macro,,0.040141530785598,2.297879360033118,0.019006752967834474,log_t,113650,0.8782608695652174,1.4021058551563157,round_robin,192,115,1.4422473859419147,0.6320533934298345,monkey,11537,1.4823114051762638
0.15346534653465346,4040,macro,,0.05595125604928746,2.2994561171767733,0.01879792107213842,log_t,371410,0.806930693069307,1.4780102858315554,round_robin,192,404,1.5339615418808428,0.6275995443346492,mouse,37747,1.5631371907727791
0.125,880,macro,,0.06415189315285451,2.2999937642704356,0.021809802813963455,log_t,102320,0.6931818181818182,1.5217278006156982,round_robin,192,88,1.5858796937685524,0.6002892960462873,neighbor,10370,1.6361218064994683
0.1254355400696864,2870,macro,,0.06115042764639445,2.300805095180817,0.015607262529977938,log_t,323570,0.6306620209059234,1.881342802023913,round_robin,192,287,1.9424932296703061,0.5481018447934136,parent,32795,1.927756488554033
0.16412213740458015,2620,macro,,0.05209218338872845,2.29403511258482,0.018752301012286702,log_t,322080,0.8320610687022901,1.4325320650682947,round_robin,192,262,1.4846242484570231,0.6119970559371933,pet,32608,1.5315458894770326
0.1702127659574468,940,macro,,0.05194213899360505,2.298373709333704,0.021578174956301426,log_t,101640,0.9148936170212766,1.670158522374001,round_robin,192,94,1.7221006613676069,0.5970091279860167,plane,10298,1.709152013960568
0.12195121951219512,820,macro,,0.04491313963639644,2.298885060519707,0.020849188653434197,log_t,94950,0.7926829268292683,1.691058706637218,round_robin,192,82,1.7359718462736151,0.5795714582899938,princess,9614,1.7295683935572903
0.18518518518518517,810,macro,,0.05682053512229361,2.2966092427571616,0.03606959404768767,log_t,79030,0.8271604938271605,1.4974880953838923,round_robin,192,81,1.5543086305061857,0.609692288526224,queen,8027,1.5952728083054393
0.19128329297820823,4130,macro,,0.04624507653962474,2.2996518415631164,0.019059287000799296,log_t,377270,0.8232445520581114,1.6030859336455079,round_robin,192,413,1.6493310101851306,0.6058820462011785,rabbit,38354,1.6760231498919271
0.1371841155234657,2770,macro,,0.06555059028677282,2.298933474165438,0.01849866666518394,log_t,311230,0.7725631768953068,1.3527672887864508,round_robin,192,277,1.418317879073223,0.6251625384542197,sister,31531,1.4565202321422788
0.15602836879432624,1410,macro,,0.04063599925692192,2.2967697441155184,0.021992568428634753,log_t,148530,0.8936170212765957,1.686364166135826,round_robin,192,141,1.7270001653927476,0.6074605071020842,train,15066,1.7140121273543119
0.17391304347826086,1380,macro,,0.04967933077307393,2.2910435597101846,0.020363724318103515,log_t,169590,0.8695652173913043,1.3673251368880002,round_robin,192,138,1.4170044676610747,0.6228075286987937,wheel,17161,1.4711062178926573
0.16279069767441862,344,macro,,0.07051285537447925,,,sequential_lora,37840,,1.5980815679985874,round_robin,192,172,1.668594423373066,0.5945974134334585,bicycle,19176,1.720135570368172
0.13411078717201166,686,macro,,0.09189072201996988,,,sequential_lora,63106,,1.7179138311247666,round_robin,192,343,1.8098045531447382,0.5964140941690053,boat,32070,1.8262624369442257
0.16717325227963525,658,macro,,0.0674326301687963,,,sequential_lora,79320,,1.5383780215914769,round_robin,192,329,1.6058106517602726,0.5948166405258047,brother,40167,1.6334654355887845
0.7014925373134329,134,macro,,0.021329153044995587,,,sequential_lora,13034,,1.4170310592667017,round_robin,192,67,1.4383602123116976,0.6105485869729484,bus,6617,1.476680457564987
0.4188034188034188,234,macro,,0.04940683017845183,,,sequential_lora,22642,,1.4467341629482355,round_robin,192,117,1.496140993126688,0.6144410613310135,cow,11495,1.5542832853069197
0.6547619047619048,168,macro,,0.02328501750457497,,,sequential_lora,18534,,1.649610501350261,round_robin,192,84,1.6728955188548351,0.5834309445213502,dragon,9391,1.7077461637103537
0.1801470588235294,544,macro,,0.06584697814209563,,,sequential_lora,55088,,1.4600834515858205,round_robin,192,272,1.5259304297279161,0.6115483686319405,duck,27952,1.596509139402703
0.14432989690721648,194,macro,,0.08292416908972589,,,sequential_lora,18058,,1.5058364494893728,round_robin,192,97,1.5887606185790988,0.620167701186976,elephant,9183,1.6139293698902082
0.15976331360946747,338,macro,,0.08732792422472438,,,sequential_lora,35028,,1.7659205109155234,round_robin,192,169,1.853248435140249,0.5838726014292949,fairy,17771,1.8638098509161012
0.10650887573964497,338,macro,,0.07668593330061815,,,sequential_lora,44598,,1.8030461233112174,round_robin,192,169,1.8797320566118345,0.5571460226013738,grandma,22565,1.896171520418268
0.13924050632911392,158,macro,,0.07228060485136346,,,sequential_lora,15574,,1.5265925399922342,round_robin,192,79,1.5988731448435978,0.6039503671815649,horse,7898,1.813882792409567
0.11875,320,macro,,0.10156157727043158,,,sequential_lora,32804,,1.73398883291064,round_robin,192,160,1.8355504101810705,0.5982454031967311,lion,16642,1.8597147557300209
0.08695652173913043,230,macro,,0.08142346312522615,,,sequential_lora,22730,,1.4577296294948028,round_robin,192,115,1.5391530926200294,0.6213920429921124,monkey,11537,1.575763359013614
0.09653465346534654,808,macro,,0.09715496533966315,,,sequential_lora,74282,,1.5641494133256049,round_robin,192,404,1.6613043786652673,0.6159959731899224,mouse,37747,1.689572986212491
0.18181818181818182,176,macro,,0.07223230251863631,,,sequential_lora,20464,,1.5876622476617415,round_robin,192,88,1.6598945501803775,0.5835101253616201,neighbor,10370,1.7181212274639677
0.0975609756097561,574,macro,,0.0732594196004407,,,sequential_lora,64714,,1.9694721214364421,round_robin,192,287,2.0427315410368845,0.5358438786400366,parent,32795,2.026817150336974
0.15648854961832062,524,macro,,0.06457189787190194,,,sequential_lora,64416,,1.496775482613883,round_robin,192,262,1.5613473804857836,0.5943633464180569,pet,32608,1.609912226563347
0.13829787234042554,188,macro,,0.08546803512127478,,,sequential_lora,20328,,1.7439261094322496,round_robin,192,94,1.8293941445535242,0.5838026801320645,plane,10298,1.809171733566339
0.0975609756097561,164,macro,,0.11697943554530706,,,sequential_lora,18990,,1.7517356121569734,round_robin,192,82,1.8687150477022805,0.5652173913043478,princess,9614,1.8482624989972434
0.13580246913580246,162,macro,,0.09382486493897288,,,sequential_lora,15806,,1.5705448419357693,round_robin,192,81,1.6643697068747425,0.5983555500186869,queen,8027,1.6970546166270404
0.08716707021791767,826,macro,,0.10461362970529436,,,sequential_lora,75454,,1.668871257346147,round_robin,192,413,1.7734848870514397,0.5932366897846378,rabbit,38354,1.798516933964124
0.1624548736462094,554,macro,,0.06529853031946442,,,sequential_lora,62246,,1.435186412765091,round_robin,192,277,1.5004849430845555,0.6130157622657068,sister,31531,1.536868255397224
0.10638297872340426,282,macro,,0.09772748893472358,,,sequential_lora,29706,,1.7850535814814046,round_robin,192,141,1.88278107041613,0.5954467011814683,train,15066,1.8537347023347515
0.3188405797101449,276,macro,,0.05470151830010138,,,sequential_lora,33918,,1.448055058062116,round_robin,192,138,1.5027565763622177,0.608239613076161,wheel,17161,1.5548080324077722
