active_adapter_bytes,active_adapter_count,address_candidate_count_including_base,amortized_optimizer_updates_per_arrival,archived_adapter_bytes,archived_adapter_count,arrival,carry_depth,cumulative_insertion_runtime_seconds,cumulative_optimizer_updates,insertion_optimizer_updates,insertion_runtime_seconds,order,source_shard_id,task_id
8319024,7,8,478.6771653543307,293542704,247,127,6,3442.2952728681266,60792,9980,643.0774916894734,blocked,a81a1ac5d73774c2c5e9932e7f212b8b598356cb01c26dc20e54ec647103c678,monkey
9507456,8,9,475.53125,294731136,248,128,0,3446.229934958741,60868,76,3.934662090614438,blocked,5b86b96a57da402f9b51f8ee2eda442bea4a940af1751e36fc222297efefc3a4,monkey
9507456,8,9,473.6744186046512,297108000,250,129,1,3458.453185968101,61104,236,12.223251009359956,blocked,11fb6bb22e8d48898a87f6380a4e7779b23a631ed08895b2a79abfa160efb2f1,princess
10695888,9,10,470.73846153846154,298296432,251,130,0,3463.2746666241437,61196,92,4.821480656042695,blocked,08010ff0ef3f0c40935b35ae8b8ba81336c78371a4d001b06a45c392e9d66a0e,princess
9507456,8,9,471.3893129770992,301861728,254,131,2,3492.7388514671475,61752,556,29.46418484300375,blocked,99814d29fd76767c7df0c8af6ecdc0f8b1dfd5cca46eb49fad3efec2d2519883,princess
10695888,9,10,468.4848484848485,303050160,255,132,0,3497.3363184444606,61840,88,4.597466977313161,blocked,e15b9ee41846c650a8778f7548efa009249a6515b27240f553d0d94a1eab250c,princess
10695888,9,10,466.94736842105266,305427024,257,133,1,3511.0887613687664,62104,264,13.752442924305797,blocked,3a5d13342062296be25d642dcdeada817baf93f5096929fd0ccdde6102716250,princess
11884320,10,11,464.1194029850746,306615456,258,134,0,3515.7196694221348,62192,88,4.63090805336833,blocked,cd1286cc1fea625af417d6145a6e02cb3da75d08b2a231a77a314b569fb16f6b,princess
9507456,8,9,469.48148148148147,311369184,262,135,3,3579.1680140681565,63380,1188,63.448344646021724,blocked,cbc6bc9e4c67019df202275cef9e989b4d1f2db965400a948d693c6aac91a2f6,princess
10695888,9,10,466.6764705882353,312557616,263,136,0,3583.791238654405,63468,88,4.623224586248398,blocked,7f46a41600371e3b041d8fd12449c7de4d4c559d1b7858261ba2b0f25ac7ec22,princess
10695888,9,10,465.13868613138686,314934480,265,137,1,3597.2460063807666,63724,256,13.454767726361752,blocked,45602f18686ec2822e58cf31185144ba570e64e925219f771e3dfca9d021584b,plane
11884320,10,11,462.3768115942029,316122912,266,138,0,3601.599268876016,63808,84,4.35326249524951,blocked,db647aba5670c74bd7723832606efc62a76067a405054b875aa82ed1c2a2d628,plane
10695888,9,10,463.3093525179856,319688208,269,139,2,3633.0345583856106,64400,592,31.43528950959444,blocked,7cb0660f9f110654ca6702e0829175924e9ba75ae0f8830be29d375b20df7996,plane
11884320,10,11,460.54285714285714,320876640,270,140,0,3636.952244963497,64476,76,3.917686577886343,blocked,e0b1d0daa2bde6345a3e6a72e67cf3b544ad4743cb2458ee4856de95cc60d157,plane
11884320,10,11,458.9503546099291,323253504,272,141,1,3649.1204807478935,64712,236,12.16823578439653,blocked,cf50d62406753088a4d7876b193a2094bf23f70c4cb253533ea6ac3286f66df9,plane
13072752,11,12,456.28169014084506,324441936,273,142,0,3653.237228492275,64792,80,4.116747744381428,blocked,6e909f32d1e2574f9ffc0c9184df4ac5f191b6234b86f806f3c913878e040141,plane
9507456,8,9,470.8251748251748,330384096,278,143,4,3794.8524894025177,67328,2536,141.6152609102428,blocked,18e4a44c5020b238816fd9fd4ece1c868ee032dfb1c66df04e5f9e802fdadf06,plane
10695888,9,10,468.1111111111111,331572528,279,144,0,3798.9546786546707,67408,80,4.102189252153039,blocked,fd80e2f34ee88472a33d877717b341d7faacae2d24cac72cafa374a3a3957357,plane
10695888,9,10,466.4551724137931,333949392,281,145,1,3810.732269877568,67636,228,11.777591222897172,blocked,6ebf1d4a3979d7161a486c14c964fd4ba7edc61cb790a1833540ecc3bef194b1,elephant
11884320,10,11,463.7260273972603,335137824,282,146,0,3814.222032001242,67704,68,3.4897621236741543,blocked,5a72d7edb25cb737cd8735b13010c21fad865c547af397ec357ef80106a6f610,elephant
10695888,9,10,464.13605442176873,338703120,285,147,2,3841.891466256231,68228,524,27.669434254989028,blocked,e90ba0bc504b11426e1da0673077a5c63fa9ff740145026f97e9f95328eab070,elephant
11884320,10,11,461.4864864864865,339891552,286,148,0,3845.568927079439,68300,72,3.6774608232080936,blocked,49c6375995ac63c28425974e81476524d1fcb3a23b357b4a39bde271e98cd82c,elephant
11884320,10,11,459.81208053691273,342268416,288,149,1,3856.3918062280864,68512,212,10.82287914864719,blocked,25593f2780af25ab0fe5d353df188c6b35b2aed90b6a19a04f936688a1708a82,elephant
13072752,11,12,457.2266666666667,343456848,289,150,0,3860.0868978500366,68584,72,3.6950916219502687,blocked,390439b6a903eaa03bd6ba8e3fe6d701fd921999046b393106f42640a29cfec4,elephant
10695888,9,10,461.58940397350995,348210576,293,151,3,3920.100702146068,69700,1116,60.013804296031594,blocked,ed5e8ed94f7c48196ac5a284c36e7b3a639f350f4622e75b2853ef6f3bc3e81e,elephant
11884320,10,11,459.0263157894737,349399008,294,152,0,3923.7980326209217,69772,72,3.6973304748535156,blocked,bcab34f966b3421f36758e355e7918022248ef0e447ffc6b1098af29234111a8,elephant
11884320,10,11,457.4901960784314,351775872,296,153,1,3935.637100460008,69996,224,11.839067839086056,blocked,bc24c6faeac1e574055e0ff41161d84d9806181e49ceec1cbc818c40326964d1,neighbor
13072752,11,12,455.06493506493507,352964304,297,154,0,3939.9698715303093,70080,84,4.332771070301533,blocked,c2ae41ed4a2ce5a8d82bfe17338c5aa64d16c92fdffefde6a4f9a03133160de2,neighbor
11884320,10,11,455.50967741935483,356529600,300,155,2,3967.706343078986,70604,524,27.73647154867649,blocked,c34f300770763242eb5b59ef3b5dc14f0b3298c7632cf70a6b541341e8250285,neighbor
13072752,11,12,453.12820512820514,357718032,301,156,0,3972.0681611392647,70688,84,4.3618180602788925,blocked,9565f69344aed630d35662e93b298b5df28785449a7b1ec709d28301087eaf1c,neighbor
13072752,11,12,451.8471337579618,360094896,303,157,1,3985.5257643461227,70940,252,13.457603206858039,blocked,7d5853d0a5f8bd7ba7df05a6bf735cc6b51f57dfdcd4f78c26e46676d5f385dd,neighbor
14261184,12,13,449.5189873417722,361283328,304,158,0,3989.850936850533,71024,84,4.325172504410148,blocked,e8c8b37b1908d0aa05924a8cbe0f8b1e3c177c96dea5eb6af5a13f71e6477d75,neighbor
9507456,8,9,477.811320754717,368413920,310,159,5,4287.957847131416,75972,4948,298.1069102808833,blocked,bd25d695c52327f21dfd5953cfc678b9ae0d6cc98714c412ee1e7b6d1bcfbd48,neighbor
10695888,9,10,475.35,369602352,311,160,0,4292.279016878456,76056,84,4.321169747039676,blocked,bd2aa2125c619abb55714fc3fad4c4c98fd7df32a3748df725be3be9fa9d53b3,neighbor
10695888,9,10,473.9130434782609,371979216,313,161,1,4305.222583916038,76300,244,12.943567037582397,blocked,187c4e098f14ab414dbbbd5ff50061854921f1773b0f16dca4bec0e7bdc5a346,dragon
11884320,10,11,471.48148148148147,373167648,314,162,0,4309.326392771676,76380,80,4.103808855637908,blocked,291a66f1a68ea76134f83a786c5f74e1bd08510ddb9c8846f765baf6d2cbada2,dragon
10695888,9,10,472.07361963190186,376732944,317,163,2,4339.369437139481,76948,568,30.043044367805123,blocked,7cf773e6f879228e573430cf0a26359cf21a3472cd2a0f05c07a3afe15db2153,dragon
11884320,10,11,469.6829268292683,377921376,318,164,0,4343.410877455026,77028,80,4.041440315544605,blocked,b9faf888d597738bafc89a6a9d6fe1b4d7b9ddb76fd1b23a441a4f04c8b8a53b,dragon
11884320,10,11,468.2909090909091,380298240,320,165,1,4355.806572258472,77268,240,12.395694803446531,blocked,e9e105dd12b60be58ee6ec1263ed63f6b6063c8f4d8c100b08d7dd079afbb788,dragon
13072752,11,12,465.95180722891564,381486672,321,166,0,4359.975622437894,77348,80,4.169050179421902,blocked,5ca6a9fdc08037450e74dbbf465decf1deec8a97c0dcaf60a3a84751c7a672ef,dragon
10695888,9,10,470.4191616766467,386240400,325,167,3,4425.410697951913,78560,1212,65.43507551401854,blocked,3268f93c1f09d82e88f919f412b3f42907b896bf5d378909b890d60a511fc278,dragon
11884320,10,11,468.0952380952381,387428832,326,168,0,4429.581286884844,78640,80,4.170588932931423,blocked,9d3cecfb7b3702cd39f677bf30f01db54389e965ca636649868e670608c1a008,dragon
11884320,10,11,466.7692307692308,389805696,328,169,1,4442.268959717825,78884,244,12.687672832980752,blocked,3a21b7c073c06e3785d08c1d5c863c4ba5026f3ad45732feb3bcac89c8bebb18,queen
13072752,11,12,464.49411764705883,390994128,329,170,0,4446.385099640116,78964,80,4.11613992229104,blocked,5d0010f552ff30c86df1bfe2a0fe1873d62572feeb6b4b70385b57d82a0b2869,queen
11884320,10,11,465.07602339181284,394559424,332,171,2,4476.140954170376,79528,564,29.755854530259967,blocked,f2d120f9be0523aab4668a5cc741e1170a18bf4f8028ca2f55ef7072c9c3f045,queen
13072752,11,12,462.83720930232556,395747856,333,172,0,4480.26053718105,79608,80,4.119583010673523,blocked,3e07c2f9093bdbc9880709d36c13423cd4879ee85144665bee18176312d0786f,queen
13072752,11,12,461.5491329479769,398124720,335,173,1,4492.966451652348,79848,240,12.705914471298456,blocked,6fa97852422e50b204cc896c583f4bba2777a0b95929d89d6dff2e9a2069b16c,queen
14261184,12,13,459.37931034482756,399313152,336,174,0,4497.286339079961,79932,84,4.319887427613139,blocked,468a54d8490bdf943c38d73e9661156a52c99e599145f238c76ab506a3cd3325,queen
10695888,9,10,470.4457142857143,405255312,341,175,4,4630.797455718741,82328,2396,133.51111663877964,blocked,07f6cf8c15bd74df82761e1dc0a2b92f753c07638c26d46a704b642a13a11445,queen
11884320,10,11,468.22727272727275,406443744,342,176,0,4634.933642880991,82408,80,4.13618716225028,blocked,2b58f66954bd4967fd849656ec764035cae8cdb9781d2c9d8a5a90f5f42609c3,queen
11884320,10,11,466.8926553672316,408820608,344,177,1,4646.979187306017,82640,232,12.045544425025582,blocked,1a37afc7d2d81df1b17e51573cd32c12310338e29a099236a18cb6faefa51ed1,horse
13072752,11,12,464.6741573033708,410009040,345,178,0,4650.688032317907,82712,72,3.7088450118899345,blocked,fabb83a1760fe19e99be294c593b143ce481a5d599898663ee35dc90a2a404df,horse
11884320,10,11,465.0949720670391,413574336,348,179,2,4679.3823561724275,83252,540,28.694323854520917,blocked,3cac14a70a23a2b9a23e141a8dade53de82fd2b5a32a6c3fb894332f60b2566d,horse
13072752,11,12,462.9111111111111,414762768,349,180,0,4683.0735857747495,83324,72,3.6912296023219824,blocked,207d49db29f7cb182755529d04979b099ede228a069debe7800cb49d2d294746,horse
13072752,11,12,461.56906077348066,417139632,351,181,1,4694.433743100613,83544,220,11.360157325863838,blocked,ddb29be4a4882c8390d6badd2f3eb9e7fe4dc56c5ea0abe8c3b4e5ce90922368,horse
14261184,12,13,459.45054945054943,418328064,352,182,0,4698.3430267665535,83620,76,3.9092836659401655,blocked,98633f17a057fd4cdb464725888a77437299f8d7dbddeb7bab522f96748ed83b,horse
11884320,10,11,463.1912568306011,423081792,356,183,3,4760.003937579691,84764,1144,61.66091081313789,blocked,46e3d4559c6a259c25a9cf0485167d3b9b35ca5191a05f27862266606303f2b6,horse
13072752,11,12,461.0652173913044,424270224,357,184,0,4763.7224374860525,84836,72,3.718499906361103,blocked,cd076ec2b253532be2282704badb9274eb86c4d743e54443480b012a492e1679,horse
13072752,11,12,459.7837837837838,426647088,359,185,1,4775.27287145704,85060,224,11.550433970987797,blocked,ca233166e6e1f524b08561bad1b8c5c673a093a9cd40139775ef369f74cb7633,bus
14261184,12,13,457.741935483871,427835520,360,186,0,4779.404319996014,85140,80,4.1314485389739275,blocked,63314c5241475cd78bea03c45c0bd2394264127f359c4546ccacfa359a83e956,bus
13072752,11,12,458.13903743315507,431400816,363,187,2,4807.575811944902,85672,532,28.171491948887706,blocked,592d9f0cc856a72ee5d36034f1e87eac6b44f56c32eb9b49036b06796271cd6c,bus
14261184,12,13,456.1276595744681,432589248,364,188,0,4811.691176785156,85752,80,4.115364840254188,blocked,20926e66e6ccf85ce2fff9e5736ffc112e78109bf019a6aac2db9b28b434f4e9,bus
14261184,12,13,454.962962962963,434966112,366,189,1,4823.920348478481,85988,236,12.229171693325043,blocked,2dfaf807459623a5746e0a94da399d189f6eb648ab20f3d8b47f7c2500c0e80a,bus
15449616,13,14,452.9894736842105,436154544,367,190,0,4828.061368867755,86068,80,4.141020389273763,blocked,1c586182a537f48680f0482adacd5e6ab71f36f5c5977e14e6852025952696d3,bus
9507456,8,9,503.0994764397906,444473568,374,191,6,5477.894162811339,96092,10024,649.832793943584,blocked,fae2113c9c9529a96d3a48aebc6c101d2f0d893f584c2be86279b05d54002721,bus
10695888,9,10,500.8958333333333,445662000,375,192,0,5481.960071794689,96172,80,4.0659089833498,blocked,f9c77803745f1f3e9f7a19b63b35289c839fc97beec8155491310e346d06a318,bus
1188432,1,2,68.0,1188432,1,1,0,17.429685516282916,68,68,17.429685516282916,round_robin,94abc64c88d25df632c558c605f8459bbb3c6a7bf9053a224c545509d01ea1af,mouse
2376864,2,3,70.0,2376864,2,2,0,21.15089594013989,140,72,3.7212104238569736,round_robin,1a74cd760c0ddc9a491d319e4b31c1c46417495a0ed9f725e002ccfbd025f20a,rabbit
2376864,2,3,117.33333333333333,4753728,4,3,1,32.13641502894461,352,212,10.985519088804722,round_robin,082aebdfa30f54df76993a7ebbbb141f77dbe6894f5b0603c41ce78f3f402577,boat
3565296,3,4,110.0,5942160,5,4,0,36.74629890359938,440,88,4.60988387465477,round_robin,a92fd1714d5cb0b94b3d29746bc6386cb3c23a2959017422a1374980ca0ed92f,brother
3565296,3,4,136.8,8319024,7,5,1,49.97927145473659,684,244,13.232972551137209,round_robin,b1f072fad7325163c60d3bab940005b9533ebeea7dda791ea5cf4fea6a5a9f9e,parent
4753728,4,5,126.66666666666667,9507456,8,6,0,53.89985911548138,760,76,3.9205876607447863,round_robin,96730c04bee16369eb526892c507d1e5037571d77b454787df30226cb158f496,duck
3565296,3,4,185.14285714285714,13072752,11,7,2,82.24181489273906,1296,536,28.34195577725768,round_robin,62b89b53d27eff2dde3b335533dc7a30154c2df78ba85742f2b3a94d8fc3c74b,sister
4753728,4,5,173.5,14261184,12,8,0,87.00261970609426,1388,92,4.760804813355207,round_robin,206834bb8deb669fa1733e6a6f113fc4f7e253e5a314836051bc5143ac88b138,pet
4753728,4,5,182.66666666666666,16638048,14,9,1,100.14621751382947,1644,256,13.143597807735205,round_robin,0b1d21f97a357eccd02f7e52ac89d3962fd1220c13d04cc7d2385f18889e703f,bicycle
5942160,5,6,174.4,17826480,15,10,0,105.41216556727886,1744,100,5.265948053449392,round_robin,c89bc132fb87f0bc6239f2566258fec0db319a58597b2b0523b5d22e39408094,grandma
4753728,4,5,211.63636363636363,21391776,18,11,2,136.47054756432772,2328,584,31.058381997048855,round_robin,7040727c6dc468e73ab8e0b14ffb50faf331507b29976752db6a1d77bfb2df5e,lion
5942160,5,6,200.33333333333334,22580208,19,12,0,140.32324037887156,2404,76,3.8526928145438433,round_robin,42020e12a5674f3e63fff795512aa384bfa75e51d5ab6d31c9af423bd4e9ac7e,fairy
5942160,5,6,203.07692307692307,24957072,21,13,1,152.54906969331205,2640,236,12.225829314440489,round_robin,3e2899060f0a74270043da4711dbb42f5b26146076101be2a4fe8f6551b96552,train
7130592,6,7,193.71428571428572,26145504,22,14,0,156.21853955090046,2712,72,3.6694698575884104,round_robin,66548747a779144cf251ebe6ca802b4680b1489fcc60b07525663b5560c5bc6f,cow
4753728,4,5,260.53333333333336,30899232,26,15,3,221.14087564311922,3908,1196,64.92233609221876,round_robin,564bfb60f0328e0c665e90a37604052c6cfe0dcdcbefb8b92979a1e9d788bc47,wheel
5942160,5,6,248.75,32087664,27,16,0,224.82870990596712,3980,72,3.6878342628479004,round_robin,b284c37d2e8290e93d4d8405e4bef834d9f7b5c398b2641f8b4c071d8b321379,monkey
5942160,5,6,248.7058823529412,34464528,29,17,1,237.69337230548263,4228,248,12.86466239951551,round_robin,11fb6bb22e8d48898a87f6380a4e7779b23a631ed08895b2a79abfa160efb2f1,princess
7130592,6,7,239.55555555555554,35652960,30,18,0,242.0784611850977,4312,84,4.385088879615068,round_robin,45602f18686ec2822e58cf31185144ba570e64e925219f771e3dfca9d021584b,plane
5942160,5,6,256.0,39218256,33,19,2,271.39809965342283,4864,552,29.319638468325138,round_robin,6ebf1d4a3979d7161a486c14c964fd4ba7edc61cb790a1833540ecc3bef194b1,elephant
7130592,6,7,247.4,40406688,34,20,0,275.7430544681847,4948,84,4.344954814761877,round_robin,bc24c6faeac1e574055e0ff41161d84d9806181e49ceec1cbc818c40326964d1,neighbor
7130592,6,7,246.66666666666666,42783552,36,21,1,287.7255132049322,5180,232,11.982458736747503,round_robin,187c4e098f14ab414dbbbd5ff50061854921f1773b0f16dca4bec0e7bdc5a346,dragon
8319024,7,8,239.0909090909091,43971984,37,22,0,291.85289692133665,5260,80,4.127383716404438,round_robin,3a21b7c073c06e3785d08c1d5c863c4ba5026f3ad45732feb3bcac89c8bebb18,queen
5942160,5,6,280.69565217391306,48725712,41,23,3,356.84508704952896,6456,1196,64.9921901281923,round_robin,1a37afc7d2d81df1b17e51573cd32c12310338e29a099236a18cb6faefa51ed1,horse
7130592,6,7,272.3333333333333,49914144,42,24,0,360.97515365481377,6536,80,4.13006660528481,round_robin,ca233166e6e1f524b08561bad1b8c5c673a093a9cd40139775ef369f74cb7633,bus
7130592,6,7,270.24,52291008,44,25,1,372.3439224977046,6756,220,11.368768842890859,round_robin,440f2b6be6d650a05126b144d875c2fe7ab8543f8a04d8264d1f0f40ac2ba4b3,mouse
8319024,7,8,262.46153846153845,53479440,45,26,0,375.8602952994406,6824,68,3.516372801735997,round_robin,3206a11f96406153443dcad753ee677f9d2b009928e39dc0206c2dc4f5b1c6b3,rabbit
7130592,6,7,272.0,57044736,48,27,2,403.78181624785066,7344,520,27.921520948410034,round_robin,4ea2fc4ec0e15036509985ee5aa4b54b2eded94fa08fe61d9173fbcea48beac1,boat
8319024,7,8,265.57142857142856,58233168,49,28,0,408.6128426697105,7436,92,4.83102642185986,round_robin,a51c9970ba26aff41ca6544b161c46a746137073485ccc617deec46b94673a8e,brother
8319024,7,8,264.82758620689657,60610032,51,29,1,421.18673439882696,7680,244,12.57389172911644,round_robin,f4e00c83bb73fbedbe45ecef75138be83c62588207b56e7cf8be6af468bfb445,parent
9507456,8,9,258.6666666666667,61798464,52,30,0,425.2895531915128,7760,80,4.102818792685866,round_robin,fb792f1af51d72a468e19f865e5e4b3dbe28a2118497b7e7fa7d34cf97b198d8,duck
5942160,5,6,328.64516129032256,67740624,57,31,4,562.3519584946334,10188,2428,137.0624053031206,round_robin,82b82b4fb0dd3b284af53437a0576eafe5977451d5f4cc6890222038b595afea,sister
7130592,6,7,321.125,68929056,58,32,0,566.9250994939357,10276,88,4.573140999302268,round_robin,5ce2c7cd0fc4978ab6ebdf092209462b707045796472be987a1a92ebc7a3def5,pet
7130592,6,7,318.90909090909093,71305920,60,33,1,580.2271200492978,10524,248,13.302020555362105,round_robin,61524ae54a99c01f7db8884d0a2ed2f06b9dfcf0b5d9f96b0ca2d8f1796373fd,bicycle
8319024,7,8,312.3529411764706,72494352,61,34,0,585.2404841836542,10620,96,5.0133641343563795,round_robin,7d81baacc04c93e8a6f33b19fa5c224a77a98bf689762a436c9257f1fdc2f284,grandma
7130592,6,7,320.0,76059648,64,35,2,616.3156067803502,11200,580,31.07512259669602,round_robin,6edfb0a736fb3b123c68417e4912595858653b889a34a8f540950ec3f2849145,lion
8319024,7,8,313.22222222222223,77248080,65,36,0,620.2134903091937,11276,76,3.897883528843522,round_robin,351d74a89ac53a6c221490c9c8188c15f4c7a8b6c7636fa0aa7436c246b9e690,fairy
8319024,7,8,311.13513513513516,79624944,67,37,1,632.7732768021524,11512,236,12.559786492958665,round_robin,9acab0718dccb8b95285407b53485ced20d9e143335d465f8b5eeba8148f3e2e,train
9507456,8,9,304.8421052631579,80813376,68,38,0,636.4861936345696,11584,72,3.7129168324172497,round_robin,1468a00bdcc4d400d2bf435e2cfa78df1e63f91a91fedaba00efd41478a73b04,cow
7130592,6,7,327.4871794871795,85567104,72,39,3,701.0499721504748,12772,1188,64.56377851590514,round_robin,8f0d9146473bde9cd846105e247222eb848b787e42edadcd73226f4144b1b4d3,wheel
8319024,7,8,321.1,86755536,73,40,0,704.7373527307063,12844,72,3.6873805802315474,round_robin,87ced9e73cdedfb5501a254ad3b0c78df991db0915f99a7d240bb435114332a6,monkey
8319024,7,8,319.5121951219512,89132400,75,41,1,718.4340651873499,13100,256,13.696712456643581,round_robin,08010ff0ef3f0c40935b35ae8b8ba81336c78371a4d001b06a45c392e9d66a0e,princess
9507456,8,9,313.9047619047619,90320832,76,42,0,722.7873276825994,13184,84,4.35326249524951,round_robin,db647aba5670c74bd7723832606efc62a76067a405054b875aa82ed1c2a2d628,plane
8319024,7,8,319.5348837209302,93886128,79,43,2,751.982395183295,13740,556,29.195067500695586,round_robin,5a72d7edb25cb737cd8735b13010c21fad865c547af397ec357ef80106a6f610,elephant
9507456,8,9,314.1818181818182,95074560,80,44,0,756.3151662535965,13824,84,4.332771070301533,round_robin,c2ae41ed4a2ce5a8d82bfe17338c5aa64d16c92fdffefde6a4f9a03133160de2,neighbor
9507456,8,9,312.35555555555555,97451424,82,45,1,768.3419224955142,14056,232,12.02675624191761,round_robin,291a66f1a68ea76134f83a786c5f74e1bd08510ddb9c8846f765baf6d2cbada2,dragon
10695888,9,10,307.30434782608694,98639856,83,46,0,772.4580624178052,14136,80,4.11613992229104,round_robin,5d0010f552ff30c86df1bfe2a0fe1873d62572feeb6b4b70385b57d82a0b2869,queen
7130592,6,7,352.59574468085106,104582016,88,47,4,910.8701380304992,16572,2436,138.41207561269403,round_robin,fabb83a1760fe19e99be294c593b143ce481a5d599898663ee35dc90a2a404df,horse
8319024,7,8,346.9166666666667,105770448,89,48,0,915.0015865694731,16652,80,4.1314485389739275,round_robin,63314c5241475cd78bea03c45c0bd2394264127f359c4546ccacfa359a83e956,bus
8319024,7,8,344.40816326530614,108147312,91,49,1,926.728324174881,16876,224,11.726737605407834,round_robin,f362e69382cb038128c805ec1ed30c49ee92499692c664fe352e2fa1d2035b1e,mouse
9507456,8,9,338.88,109335744,92,50,0,930.2312334980816,16944,68,3.5029093232005835,round_robin,f22aa6e8ef466aa7a9399cb859b4c8927e3c6ccc709544de94c5596709464fee,rabbit
8319024,7,8,342.4313725490196,112901040,95,51,2,957.8604152482003,17464,520,27.629181750118732,round_robin,7931bcaf2305ef9e8053766ce114351a0cdb54539410318b464e82c00ea710b6,boat
9507456,8,9,337.53846153846155,114089472,96,52,0,962.4390780515969,17552,88,4.578662803396583,round_robin,d13779d457bc97af2fbaba6cf2bd1a3986613238c5a9f368109a5e234bd95ebf,brother
9507456,8,9,335.62264150943395,116466336,98,53,1,975.114326030016,17788,236,12.675247978419065,round_robin,971c6a5a1ad5f2e6fda4deaa03250fd9006b114f4c3d738a78103b1d539a46a6,parent
10695888,9,10,330.8888888888889,117654768,99,54,0,979.2286164388061,17868,80,4.1142904087901115,round_robin,1d818e4ff523495aff34c6cb021d1b20fdcd33be370e0ce2865bbd12fbd9ce3b,duck
8319024,7,8,345.8909090909091,122408496,103,55,3,1041.6016695890576,19024,1156,62.37305315025151,round_robin,dac1b4f1936a3b595124f9ee064a0eb6b9473e1f9ee0505e1fd24ea3c4e8cba4,sister
9507456,8,9,341.35714285714283,123596928,104,56,0,1046.410504160449,19116,92,4.808834571391344,round_robin,64eb07c510d370decb5adc55f8a0cb811d5e90d4f5b1ff9472c806d3d6ec5ed3,pet
9507456,8,9,339.859649122807,125973792,106,57,1,1059.8536178488284,19372,256,13.443113688379526,round_robin,8c45359674523e87f0d4ae46f676800294419758bb79a2db6faecefe3a35632e,bicycle
10695888,9,10,335.58620689655174,127162224,107,58,0,1064.6603471376002,19464,92,4.8067292887717485,round_robin,e7276227c9bd097b51179a0ae6a58db268fffb2e345cf847eaa01e653f6f59f7,grandma
9507456,8,9,339.66101694915255,130727520,110,59,2,1095.518563143909,20040,576,30.858216006308794,round_robin,49cf7f446ad0ed2b862616b2a35e4424371c916a3a6933e17e2be4615a0691ac,lion
10695888,9,10,335.2,131915952,111,60,0,1099.2094404343516,20112,72,3.690877290442586,round_robin,280825678933c0e5b577afe2f2007ce62d4dbb2793c04fe259da3f1cb86bd225,fairy
10695888,9,10,333.44262295081967,134292816,113,61,1,1111.1817838381976,20340,228,11.972343403846025,round_robin,faccb81ee95576436e73d626c7946348274f7adcfda1c2e9a9817fb971975c80,train
11884320,10,11,329.2903225806452,135481248,114,62,0,1115.0521846655756,20416,76,3.8704008273780346,round_robin,f901becc0223c18cfccc0752b7c5a97fde2f1569ae1abf82bc27f037dcb9e8b4,cow
7130592,6,7,402.6666666666667,142611840,120,63,5,1417.4242213331163,25368,4952,302.37203666754067,round_robin,72c751bdf3da18060ddadcf90e1fa184bf4b53434210929cfefa68004fa88be4,wheel
8319024,7,8,397.5,143800272,121,64,0,1421.1212940569967,25440,72,3.69707272388041,round_robin,ad49b99e873dbb48e83c6f6a4e51cce0abf25606ab59f519bcb95432f749af7a,monkey
8319024,7,8,395.2,146177136,123,65,1,1434.4012841396034,25688,248,13.279990082606673,round_robin,99814d29fd76767c7df0c8af6ecdc0f8b1dfd5cca46eb49fad3efec2d2519883,princess
9507456,8,9,390.42424242424244,147365568,124,66,0,1438.5592845510691,25768,80,4.158000411465764,round_robin,7cb0660f9f110654ca6702e0829175924e9ba75ae0f8830be29d375b20df7996,plane
8319024,7,8,392.8358208955224,150930864,127,67,2,1468.3178067281842,26320,552,29.758522177115083,round_robin,e90ba0bc504b11426e1da0673077a5c63fa9ff740145026f97e9f95328eab070,elephant
9507456,8,9,388.29411764705884,152119296,128,68,0,1472.7224151473492,26404,84,4.404608419165015,round_robin,c34f300770763242eb5b59ef3b5dc14f0b3298c7632cf70a6b541341e8250285,neighbor
9507456,8,9,386.0289855072464,154496160,130,69,1,1484.7716518174857,26636,232,12.049236670136452,round_robin,7cf773e6f879228e573430cf0a26359cf21a3472cd2a0f05c07a3afe15db2153,dragon
10695888,9,10,381.7142857142857,155684592,131,70,0,1489.0727200619876,26720,84,4.301068244501948,round_robin,f2d120f9be0523aab4668a5cc741e1170a18bf4f8028ca2f55ef7072c9c3f045,queen
8319024,7,8,393.1267605633803,160438320,135,71,3,1554.0807831548154,27912,1192,65.0080630928278,round_robin,3cac14a70a23a2b9a23e141a8dade53de82fd2b5a32a6c3fb894332f60b2566d,horse
9507456,8,9,388.77777777777777,161626752,136,72,0,1558.2461765743792,27992,80,4.16539341956377,round_robin,592d9f0cc856a72ee5d36034f1e87eac6b44f56c32eb9b49036b06796271cd6c,bus
9507456,8,9,386.52054794520546,164003616,138,73,1,1570.310997620225,28216,224,12.064821045845747,round_robin,1abbffd2f238749bd4ede0caf3b31f8ffb869d7901093e8cc9787c7d93c1e563,mouse
10695888,9,10,382.27027027027026,165192048,139,74,0,1573.9706777278334,28288,72,3.6596801076084375,round_robin,bc0171c164e93cf318d855c3c1216b5a5f53ea185de4a9f52a1eea719e480912,rabbit
9507456,8,9,384.2133333333333,168757344,142,75,2,1602.2169159408659,28816,528,28.246238213032484,round_robin,fe78db6171c9ca303266bafc879a7ae5e5b155ed191c04303bf3a5fb5d57e84d,boat
