active_adapter_bytes,active_adapter_count,address_candidate_count_including_base,amortized_optimizer_updates_per_arrival,archived_adapter_bytes,archived_adapter_count,arrival,carry_depth,cumulative_insertion_runtime_seconds,cumulative_optimizer_updates,insertion_optimizer_updates,insertion_runtime_seconds,order,source_shard_id,task_id
10695888,9,10,380.36842105263156,169945776,143,76,0,1607.054539848119,28908,92,4.837623907253146,round_robin,239b9322e6eaea275494be9769daa53b19410ffceba9507a395bf2ed4f0e25d1,brother
10695888,9,10,378.5974025974026,172322640,145,77,1,1619.855863461271,29152,244,12.801323613151908,round_robin,399653f2a6d3086ccb74b16e7b30493ad0d713ea02d630e1f21ead77f3b46fa3,parent
11884320,10,11,374.8205128205128,173511072,146,78,0,1624.090439390391,29236,84,4.234575929120183,round_robin,0f906056d22148128f65942384c6868f895a2f486aee7c528657675a244bd860,duck
8319024,7,8,400.7088607594937,179453232,151,79,4,1761.3772330209613,31656,2420,137.28679363057017,round_robin,b212240fe0d1a7577662e9c69d443530a41398e5f2b9f2039761952814b4cea2,sister
9507456,8,9,396.8,180641664,152,80,0,1765.9367720019072,31744,88,4.559538980945945,round_robin,4b34c9301e8290fd1c22e2cbc38fd5ee21122ed4dfe468b36e02bd7a38ba160e,pet
9507456,8,9,395.0617283950617,183018528,154,81,1,1779.805209401995,32000,256,13.868437400087714,round_robin,7e643822dbea15c3b39ca83a3f97bc78ca9121c6c6bebf725762ee8737f0b5a5,bicycle
10695888,9,10,391.4146341463415,184206960,155,82,0,1784.8516525570303,32096,96,5.0464431550353765,round_robin,af334d0cc1926edec238d2de96b9db9fe49bf0486f542f71931d2c107b206bb7,grandma
9507456,8,9,393.6385542168675,187772256,158,83,2,1815.6212538983673,32672,576,30.769601341336966,round_robin,2e4499e81696fa4a4dbf8d26ff3d197d745217d24e3da305247c43ad7305fc96,lion
10695888,9,10,389.9047619047619,188960688,159,84,0,1819.7375458814204,32752,80,4.116291983053088,round_robin,b96377f4b100adcaf246cc7cdccba26a950b8a41a7401ce19e76919cf4d4c055,fairy
10695888,9,10,388.0470588235294,191337552,161,85,1,1831.7400000523776,32984,232,12.002454170957208,round_robin,b7f866686e6c62e57e60c67c249654b346e12dd71bed282a579dbf82b26ec08d,train
11884320,10,11,384.4186046511628,192525984,162,86,0,1835.6186538897455,33060,76,3.8786538373678923,round_robin,1266982cdfc6597d28839090ce0f147acea8cbf8007ee612aa78d9b1cef1cde4,cow
9507456,8,9,393.7471264367816,197279712,166,87,3,1901.3481961954385,34256,1196,65.72954230569303,round_robin,18f4c61173a5e996fe9b9efe30b681044429739c634192a3345fdf372731b153,wheel
10695888,9,10,390.09090909090907,198468144,167,88,0,1905.0436043720692,34328,72,3.6954081766307354,round_robin,5ecf2e93e77e014143a802816093faeb852d882aed5ed1532c569b04969f5ee5,monkey
10695888,9,10,388.4943820224719,200845008,169,89,1,1917.963814780116,34576,248,12.920210408046842,round_robin,e15b9ee41846c650a8778f7548efa009249a6515b27240f553d0d94a1eab250c,princess
11884320,10,11,385.02222222222224,202033440,170,90,0,1921.8815013580024,34652,76,3.917686577886343,round_robin,e0b1d0daa2bde6345a3e6a72e67cf3b544ad4743cb2458ee4856de95cc60d157,plane
10695888,9,10,386.7692307692308,205598736,173,91,2,1951.0029392112046,35196,544,29.121437853202224,round_robin,49c6375995ac63c28425974e81476524d1fcb3a23b357b4a39bde271e98cd82c,elephant
11884320,10,11,383.4782608695652,206787168,174,92,0,1955.3647572714835,35280,84,4.3618180602788925,round_robin,9565f69344aed630d35662e93b298b5df28785449a7b1ec709d28301087eaf1c,neighbor
11884320,10,11,381.8494623655914,209164032,176,93,1,1967.3714709784836,35512,232,12.006713707000017,round_robin,b9faf888d597738bafc89a6a9d6fe1b4d7b9ddb76fd1b23a441a4f04c8b8a53b,dragon
13072752,11,12,378.63829787234044,210352464,177,94,0,1971.491053989157,35592,80,4.119583010673523,round_robin,3e07c2f9093bdbc9880709d36c13423cd4879ee85144665bee18176312d0786f,queen
8319024,7,8,426.7368421052632,217483056,183,95,5,2275.1851737927645,40540,4948,303.69411980360746,round_robin,207d49db29f7cb182755529d04979b099ede228a069debe7800cb49d2d294746,horse
9507456,8,9,423.125,218671488,184,96,0,2279.3005386330187,40620,80,4.115364840254188,round_robin,20926e66e6ccf85ce2fff9e5736ffc112e78109bf019a6aac2db9b28b434f4e9,bus
9507456,8,9,421.03092783505156,221048352,186,97,1,2290.7180404923856,40840,220,11.417501859366894,round_robin,1c91a972241134605cdbb6f53e0659a4e29d4034d49e93a62815942f284b7f27,mouse
10695888,9,10,417.46938775510205,222236784,187,98,0,2294.399927202612,40912,72,3.681886710226536,round_robin,53423bc8ecefb9c76deb91b259eec8a8e6a0e6f4e218588f96df2fc3574ea295,rabbit
9507456,8,9,418.54545454545456,225802080,190,99,2,2322.3577496260405,41436,524,27.957822423428297,round_robin,1e0eccbad59fbad597192b31f7b72ad40829c5a6bf1ff08b52a3dda77f55c168,boat
10695888,9,10,415.28,226990512,191,100,0,2327.2290552128106,41528,92,4.871305586770177,round_robin,c8196100de1b7ed47f85b3c8d106595f6857e78c4f5f1559ced3ea4644b8a253,brother
10695888,9,10,413.58415841584156,229367376,193,101,1,2340.4324708450586,41772,244,13.203415632247925,round_robin,59019a352d940690cc1276014715099c43930d81bb12904634411d9438809d3b,parent
11884320,10,11,410.3137254901961,230555808,194,102,0,2344.5470629520714,41852,80,4.114592107012868,round_robin,4d659666b9576b6abf94c9813da1f9f05151d9044dc6e8ec027a5cf3d0f4277b,duck
9507456,8,9,417.59223300970876,235309536,198,103,3,2408.38265375793,43012,1160,63.835590805858374,round_robin,6e47f8309f502de41f617d7dbaed1484b954e1096b07d4099d0bcf7ce024fc6d,sister
10695888,9,10,414.4230769230769,236497968,199,104,0,2412.9428950324655,43100,88,4.560241274535656,round_robin,d242e5b3b5cace7b1f81c32eb3a9da228d7fe5130eecb3fdee1f8b0439a7802d,pet
10695888,9,10,412.87619047619046,238874832,201,105,1,2426.575774744153,43352,252,13.632879711687565,round_robin,82a9770db6d90b8fcff0e0de3f6820e50f7fbb805edc7c14d60783ebff2f2147,bicycle
11884320,10,11,409.8867924528302,240063264,202,106,0,2431.59894692339,43448,96,5.023172179237008,round_robin,5b357942b0f132db7338b34624a5900cc283e7bef05f74e1621fecfb5a7b7d50,grandma
10695888,9,10,411.4018691588785,243628560,205,107,2,2462.748637659475,44020,572,31.149690736085176,round_robin,014ad577edce5e252d09edd35883200fdf056ca3ac1dceab7c2d14a036824835,lion
11884320,10,11,408.2962962962963,244816992,206,108,0,2466.6804702989757,44096,76,3.9318326395004988,round_robin,8d77a659cb8ba51289c0a32a492bc7db22758b3ecb08d9cf7eaf0f2191fbae52,fairy
11884320,10,11,406.6788990825688,247193856,208,109,1,2478.728355899453,44328,232,12.047885600477457,round_robin,c92724e4653c9ff46169188cf532ea38d5fcb64bec89d99446a944356cff1e8d,train
13072752,11,12,403.6363636363636,248382288,209,110,0,2482.4104273840785,44400,72,3.6820714846253395,round_robin,e1c2e4fc24e2eeba6f47e284c19e98fee9db90e3c458d1e63da3bac84eccab21,cow
9507456,8,9,422.01801801801804,254324448,214,111,4,2622.597882889211,46844,2444,140.18745550513268,round_robin,99dd660322372fce1ae3904d521262f2a776b849d2559cd868d4d6c42386f5f9,wheel
10695888,9,10,418.89285714285717,255512880,215,112,0,2626.245755808428,46916,72,3.647872919216752,round_robin,055357dc4f958bfdbeb0221a71d3c7add8f31ded3d420a32255446aae480b654,monkey
10695888,9,10,417.4159292035398,257889744,217,113,1,2639.586712293327,47168,252,13.340956484898925,round_robin,3a5d13342062296be25d642dcdeada817baf93f5096929fd0ccdde6102716250,princess
11884320,10,11,414.4561403508772,259078176,218,114,0,2643.7207249682397,47248,80,4.13401267491281,round_robin,cf50d62406753088a4d7876b193a2094bf23f70c4cb253533ea6ac3286f66df9,plane
10695888,9,10,415.61739130434785,262643472,221,115,2,2672.987663362175,47796,548,29.26693839393556,round_robin,25593f2780af25ab0fe5d353df188c6b35b2aed90b6a19a04f936688a1708a82,elephant
11884320,10,11,412.7586206896552,263831904,222,116,0,2677.3465571086854,47880,84,4.358893746510148,round_robin,7d5853d0a5f8bd7ba7df05a6bf735cc6b51f57dfdcd4f78c26e46676d5f385dd,neighbor
11884320,10,11,411.21367521367523,266208768,224,117,1,2689.7359467484057,48112,232,12.38938963972032,round_robin,e9e105dd12b60be58ee6ec1263ed63f6b6063c8f4d8c100b08d7dd079afbb788,dragon
13072752,11,12,408.40677966101697,267397200,225,118,0,2693.853682583198,48192,80,4.117735834792256,round_robin,6fa97852422e50b204cc896c583f4bba2777a0b95929d89d6dff2e9a2069b16c,queen
10695888,9,10,414.9579831932773,272150928,229,119,3,2758.841006839648,49380,1188,64.98732425644994,round_robin,ddb29be4a4882c8390d6badd2f3eb9e7fe4dc56c5ea0abe8c3b4e5ce90922368,horse
11884320,10,11,412.1666666666667,273339360,230,120,0,2762.9484254773706,49460,80,4.107418637722731,round_robin,2dfaf807459623a5746e0a94da399d189f6eb648ab20f3d8b47f7c2500c0e80a,bus
11884320,10,11,410.6115702479339,275716224,232,121,1,2775.050708869472,49684,224,12.102283392101526,round_robin,3ee8733811daa266c474279c577b6d241b9e820b2d3d162d4f869d4585dc2099,mouse
13072752,11,12,407.8360655737705,276904656,233,122,0,2778.755125699565,49756,72,3.7044168300926685,round_robin,09d246e059955678941d6e2bcdf23a49e990f8818ccb9f6140a3dc2938394498,rabbit
11884320,10,11,408.7479674796748,280469952,236,123,2,2806.4561383705586,50276,520,27.701012670993805,round_robin,0de1fbdd215660652e5fc50139b0c7966cc1d692c61bdf43d991cd5771177684,boat
13072752,11,12,406.19354838709677,281658384,237,124,0,2811.2852941453457,50368,92,4.829155774787068,round_robin,9b8e467a394bf3e97a04f5156276b899b834a7e42dfa4f9ba468a849750372a8,brother
13072752,11,12,404.896,284035248,239,125,1,2824.0887776296586,50612,244,12.803483484312892,round_robin,43994d7f8c77938da03be3c8eaede79b4deac886939c4c8daed28af8cb2f19f8,parent
14261184,12,13,402.2857142857143,285223680,240,126,0,2827.9811561647803,50688,76,3.8923785351216793,round_robin,e34e91f8d5847efc57b956f75a65613d6cfeb0bd1438c3c4ad44bc63033eaf6a,duck
8319024,7,8,477.3228346456693,293542704,247,127,6,3484.7627741508186,60620,9932,656.7816179860383,round_robin,6a30f105b4660a1bd4c26b8e99fc5b82f0b9e55fa05b7c720a362ffc80743cd8,sister
9507456,8,9,474.28125,294731136,248,128,0,3489.2967371717095,60708,88,4.533963020890951,round_robin,17ded68f95b407940c8238d585d3a789dd3d97115c4d3a747a267ad1e8efa4e1,pet
9507456,8,9,472.49612403100775,297108000,250,129,1,3502.535392811522,60952,244,13.23865563981235,round_robin,2c9fb5f56d0a800904579eb7b161134fed00617a367a5a48a241d142b2c628fe,bicycle
10695888,9,10,469.5692307692308,298296432,251,130,0,3507.343225326389,61044,92,4.8078325148671865,round_robin,725186b2ee587d43a83cb76fbc2f0fe4aea99605ae5df206055246771d54a7b5,grandma
9507456,8,9,470.35114503816794,301861728,254,131,2,3538.21550989151,61616,572,30.872284565120935,round_robin,28a7d7435588d1db62df6a47898f3214756138de89672fa6e89202d82902b8b6,lion
10695888,9,10,467.3636363636364,303050160,255,132,0,3542.0721643082798,61692,76,3.856654416769743,round_robin,8ed97bd6b2536d084b259e23a51a4ecad13a6e72d9c46e4859cb3798ec317e54,fairy
10695888,9,10,465.62406015037595,305427024,257,133,1,3554.809383969754,61928,236,12.737219661474228,round_robin,17a316a432604dbc028a0a58933726a0b06f8ee091b2490b88570763e81b4957,train
11884320,10,11,462.7164179104478,306615456,258,134,0,3558.6784762106836,62004,76,3.8690922409296036,round_robin,02f538bba6184f40064bed6105ac52904d4abbf506f1f0f486616db2665a34f3,cow
9507456,8,9,468.1185185185185,311369184,262,135,3,3624.102345732972,63196,1192,65.42386952228844,round_robin,8178bfde0a9d6814740c078e174640b381afea95b5567fd46ca1eb3a111911b8,wheel
10695888,9,10,465.20588235294116,312557616,263,136,0,3627.771812791005,63268,72,3.669467058032751,round_robin,7593a8104775df0e9bd406d98bdf3218de88e2fc0c62d933e899089e5f9e6bef,monkey
10695888,9,10,463.6788321167883,314934480,265,137,1,3641.3390435110778,63524,256,13.567230720072985,round_robin,cd1286cc1fea625af417d6145a6e02cb3da75d08b2a231a77a314b569fb16f6b,princess
11884320,10,11,460.8985507246377,316122912,266,138,0,3645.455791255459,63604,80,4.116747744381428,round_robin,6e909f32d1e2574f9ffc0c9184df4ac5f191b6234b86f806f3c913878e040141,plane
10695888,9,10,461.58273381294964,319688208,269,139,2,3675.6766100786626,64160,556,30.220818823203444,round_robin,390439b6a903eaa03bd6ba8e3fe6d701fd921999046b393106f42640a29cfec4,elephant
11884320,10,11,458.8857142857143,320876640,270,140,0,3680.001782583073,64244,84,4.325172504410148,round_robin,e8c8b37b1908d0aa05924a8cbe0f8b1e3c177c96dea5eb6af5a13f71e6477d75,neighbor
11884320,10,11,457.27659574468083,323253504,272,141,1,3692.168826237321,64476,232,12.167043654248118,round_robin,5ca6a9fdc08037450e74dbbf465decf1deec8a97c0dcaf60a3a84751c7a672ef,dragon
13072752,11,12,454.6478873239437,324441936,273,142,0,3696.488713664934,64560,84,4.319887427613139,round_robin,468a54d8490bdf943c38d73e9661156a52c99e599145f238c76ab506a3cd3325,queen
9507456,8,9,468.4475524475524,330384096,278,143,4,3835.7356648109853,66988,2428,139.2469511460513,round_robin,98633f17a057fd4cdb464725888a77437299f8d7dbddeb7bab522f96748ed83b,horse
10695888,9,10,465.75,331572528,279,144,0,3839.876685200259,67068,80,4.141020389273763,round_robin,1c586182a537f48680f0482adacd5e6ab71f36f5c5977e14e6852025952696d3,bus
10695888,9,10,464.0551724137931,333949392,281,145,1,3851.738133499399,67288,220,11.861448299139738,round_robin,43895986e737db6818a50b7dbed0b82ad141d3ac4a65c9612a63eb5235f36bca,mouse
11884320,10,11,461.3424657534247,335137824,282,146,0,3855.253053313121,67356,68,3.514919813722372,round_robin,ab61b6bb2d9b671235a4be1d66f08cbe43d59b3ef26dba79256d2106aea5dd77,rabbit
10695888,9,10,461.74149659863946,338703120,285,147,2,3883.0051708053797,67876,520,27.75211749225855,round_robin,24eaaa262a556de556cd2adf25c8bc8a1468551ac40bedfb88da8c6fdb433316,boat
11884320,10,11,459.2162162162162,339891552,286,148,0,3887.5738212969154,67964,88,4.568650491535664,round_robin,dea72a5b547ee501a3a8c319c3819ab798209b0e83552020650b54d6bbbc574d,brother
11884320,10,11,457.7718120805369,342268416,288,149,1,3900.315942760557,68208,244,12.742121463641524,round_robin,1e970eefd752345b4b8b743486c3fc71e8674b0947e8e3d78abc02f973ce47d0,parent
13072752,11,12,455.2266666666667,343456848,289,150,0,3904.2089968807995,68284,76,3.8930541202425957,round_robin,65060cfdde547e2d4acd26c1068abfb043c7527b724bc44135a64360f211ecc0,duck
10695888,9,10,459.8675496688742,348210576,293,151,3,3967.890958061442,69440,1156,63.68196118064225,round_robin,9ddb9a3faf192e9710d2b9fee7b9b72739c2a329dcf8a935899805db0ab344e9,sister
11884320,10,11,457.44736842105266,349399008,294,152,0,3972.615858597681,69532,92,4.724900536239147,round_robin,0cb350f415520c1cad2d5e38c8af8738d16757f3856935db46e6ef308fd38f7b,pet
11884320,10,11,456.078431372549,351775872,296,153,1,3985.6670821793377,69780,248,13.051223581656814,round_robin,faf92f0950c170229964bbbb346641e40fcb4c3d6e623e3cb76da32169a74a07,bicycle
13072752,11,12,453.7402597402597,352964304,297,154,0,3990.668207038194,69876,96,5.001124858856201,round_robin,72e9bf10f5cbb14fbee86fd88a97848a9be4cea73f1ecae9808b67073da626e6,grandma
11884320,10,11,454.5548387096774,356529600,300,155,2,4022.265305602923,70456,580,31.597098564729095,round_robin,f4bd7d701d0d611fcd7a9cbc3cdad7704b1580be5d083382973e83095e648e0e,lion
13072752,11,12,452.12820512820514,357718032,301,156,0,4026.1777954194695,70532,76,3.91248981654644,round_robin,b0ad500d47bd7a6e47460c30adde4848d0d6cea29ec8256c6c04a2dc90e1421d,fairy
13072752,11,12,450.7515923566879,360094896,303,157,1,4038.487742504105,70768,236,12.309947084635496,round_robin,dbefbfa37a4c8a781d8f6fbd0a83ebeea58e3bac2de3c38b7cd11ad8675cee67,train
14261184,12,13,448.3544303797468,361283328,304,158,0,4042.169954434037,70840,72,3.6822119299322367,round_robin,267fc2050ee82e3a3c5efab17dd5cf365d55028e6a134c1254d0ba62f076508d,cow
9507456,8,9,476.60377358490564,368413920,310,159,5,4349.434663571417,75780,4940,307.2647091373801,round_robin,c92ab21e61cbaf75d044a25dd3f61ad511b44203ed50d117efb7dfc2784590d4,wheel
10695888,9,10,474.075,369602352,311,160,0,4353.135727936402,75852,72,3.7010643649846315,round_robin,a81a1ac5d73774c2c5e9932e7f212b8b598356cb01c26dc20e54ec647103c678,monkey
10695888,9,10,472.69565217391306,371979216,313,161,1,4366.426662428305,76104,252,13.29093449190259,round_robin,cbc6bc9e4c67019df202275cef9e989b4d1f2db965400a948d693c6aac91a2f6,princess
11884320,10,11,470.2716049382716,373167648,314,162,0,4370.566870070994,76184,80,4.140207642689347,round_robin,18e4a44c5020b238816fd9fd4ece1c868ee032dfb1c66df04e5f9e802fdadf06,plane
10695888,9,10,470.7730061349693,376732944,317,163,2,4400.315510043874,76736,552,29.748639972880483,round_robin,ed5e8ed94f7c48196ac5a284c36e7b3a639f350f4622e75b2853ef6f3bc3e81e,elephant
11884320,10,11,468.4146341463415,377921376,318,164,0,4404.694559713826,76820,84,4.3790496699512005,round_robin,bd25d695c52327f21dfd5953cfc678b9ae0d6cc98714c412ee1e7b6d1bcfbd48,neighbor
11884320,10,11,467.0060606060606,380298240,320,165,1,4417.216358277947,77056,236,12.521798564121127,round_robin,3268f93c1f09d82e88f919f412b3f42907b896bf5d378909b890d60a511fc278,dragon
13072752,11,12,464.67469879518075,381486672,321,166,0,4421.339256854728,77136,80,4.122898576781154,round_robin,07f6cf8c15bd74df82761e1dc0a2b92f753c07638c26d46a704b642a13a11445,queen
10695888,9,10,469.0059880239521,386240400,325,167,3,4487.535735512152,78324,1188,66.19647865742445,round_robin,46e3d4559c6a259c25a9cf0485167d3b9b35ca5191a05f27862266606303f2b6,horse
11884320,10,11,466.6904761904762,387428832,326,168,0,4491.649774607271,78404,80,4.114039095118642,round_robin,fae2113c9c9529a96d3a48aebc6c101d2f0d893f584c2be86279b05d54002721,bus
11884320,10,11,465.2544378698225,389805696,328,169,1,4503.884830897674,78628,224,12.235056290403008,round_robin,3f76fbb6e66a64658d1e48bfaed97242b1694702d7d6d7d624a2463fd5d48c9c,mouse
13072752,11,12,462.91764705882355,390994128,329,170,0,4507.437863660976,78696,68,3.553032763302326,round_robin,f1155a43825ec1ae8ef405dffa9a9e7322d0c94ad29b97b6245b6461e5cf57cc,rabbit
11884320,10,11,463.2514619883041,394559424,332,171,2,4535.879219777882,79216,520,28.44135611690581,round_robin,386d87258a07b9241e4c9e98b752f29d27aeeac82a4bd661d195887598ce8de1,boat
13072752,11,12,461.09302325581393,395747856,333,172,0,4540.780188765377,79308,92,4.900968987494707,round_robin,ff3a06fb75320e601364dacc6ed79cdc13355e1685b916f9f7c4a29a4cd10751,brother
13072752,11,12,459.8150289017341,398124720,335,173,1,4553.367722732946,79548,240,12.58753396756947,round_robin,b07fc2883d8d32a57e50c8e9aa4d0bf6131f1f2087d1ac939259103189710641,parent
14261184,12,13,457.60919540229884,399313152,336,174,0,4557.231285765767,79624,76,3.863563032820821,round_robin,1001945b14f5e2232490cd712ddc51fd43e64e9252d1eaf61a10c75accaf718d,duck
10695888,9,10,468.77714285714285,405255312,341,175,4,4696.777638658881,82036,2412,139.5463528931141,round_robin,4f4655d0f1f67dd71e01203d13a4fe84447748793ad72169a4270436239a212c,sister
11884320,10,11,466.6363636363636,406443744,342,176,0,4701.545402750373,82128,92,4.767764091491699,round_robin,d32d2c1ffdb9efbe688a6aee0092d22c72b35840f3a6449212be6ba25cdd7eaf,pet
11884320,10,11,465.4237288135593,408820608,344,177,1,4714.879651682451,82380,252,13.33424893207848,round_robin,9cde97a8cf763fcf3743c89d64623e95970ed755bcbc16717750c74f1641789a,bicycle
13072752,11,12,463.34831460674155,410009040,345,178,0,4719.92263122648,82476,96,5.04297954402864,round_robin,e068c6e76ec6e4a0efc5cb62166fec12386f7f92cc03eb6c61b6e3a6e035f9fc,grandma
11884320,10,11,464.0223463687151,413574336,348,179,2,4751.9075337052345,83060,584,31.98490247875452,round_robin,d6b4157b5dee040d6bac1853afda4f0858046d39958413194b3a5c526d4698dc,lion
13072752,11,12,461.8666666666667,414762768,349,180,0,4755.804602129385,83136,76,3.8970684241503477,round_robin,5a963eadf80bdd9219f03673764bb5f40666d2190d26d62ebdbeeaa17c43ff8c,fairy
13072752,11,12,460.61878453038673,417139632,351,181,1,4768.520977402106,83372,236,12.716375272721052,round_robin,4ce47cc08fc2e42a0d9723146977936c1c534da96fb2269f24202d72c58f6dae,train
14261184,12,13,458.4835164835165,418328064,352,182,0,4772.19401242584,83444,72,3.6730350237339735,round_robin,6df780608f91cb316c5feb292383ae5453becbcd1f7277f30668df728a4c34c8,cow
11884320,10,11,462.46994535519127,423081792,356,183,3,4838.367804329842,84632,1188,66.17379190400243,round_robin,9279cfc9ce1fdf785a6b4057abfe8dc42db8c02e20aa99379550573cca08ff1a,wheel
13072752,11,12,460.3695652173913,424270224,357,184,0,4842.302466420457,84708,76,3.934662090614438,round_robin,5b86b96a57da402f9b51f8ee2eda442bea4a940af1751e36fc222297efefc3a4,monkey
13072752,11,12,459.2648648648649,426647088,359,185,1,4856.2643951028585,84964,256,13.961928682401776,round_robin,7f46a41600371e3b041d8fd12449c7de4d4c559d1b7858261ba2b0f25ac7ec22,princess
14261184,12,13,457.2258064516129,427835520,360,186,0,4860.366584355012,85044,80,4.102189252153039,round_robin,fd80e2f34ee88472a33d877717b341d7faacae2d24cac72cafa374a3a3957357,plane
13072752,11,12,457.75401069518716,431400816,363,187,2,4890.393615022302,85600,556,30.02703066729009,round_robin,bcab34f966b3421f36758e355e7918022248ef0e447ffc6b1098af29234111a8,elephant
14261184,12,13,455.7659574468085,432589248,364,188,0,4894.714784769341,85684,84,4.321169747039676,round_robin,bd2aa2125c619abb55714fc3fad4c4c98fd7df32a3748df725be3be9fa9d53b3,neighbor
14261184,12,13,454.5820105820106,434966112,366,189,1,4906.841076895595,85916,232,12.126292126253247,round_robin,9d3cecfb7b3702cd39f677bf30f01db54389e965ca636649868e670608c1a008,dragon
15449616,13,14,452.61052631578946,436154544,367,190,0,4910.977264057845,85996,80,4.13618716225028,round_robin,2b58f66954bd4967fd849656ec764035cae8cdb9781d2c9d8a5a90f5f42609c3,queen
9507456,8,9,502.30366492146595,444473568,374,191,6,5575.7406990733,95940,9944,664.7634350154549,round_robin,cd076ec2b253532be2282704badb9274eb86c4d743e54443480b012a492e1679,horse
10695888,9,10,500.1041666666667,445662000,375,192,0,5579.80660805665,96020,80,4.0659089833498,round_robin,f9c77803745f1f3e9f7a19b63b35289c839fc97beec8155491310e346d06a318,bus
