address_oracle_agreement,candidate_evaluations,dataset,exact_noun_route_accuracy,mean_oracle_regret,mean_prefix_entropy,mean_prefix_margin,method,model_forward_equivalent_prefix_tokens,noun_support_accuracy,oracle_story_mean_nll,order,stage,story_count,story_mean_nll,suffix_token_accuracy,token_count,token_mean_nll
0.22321207621875774,8082,macro,,0.07370635496186007,,,sequential_lora,855268,,1.6206805388018932,blocked,152,4041,1.6943868937637536,0.5897166914131307,433732,1.7256269072426085
1.0,4129,macro,,0.0,,,base,437866,,1.6350243737316803,blocked,160,4129,1.6350243737316803,0.6066444195252442,444102,1.6585420114099723
0.37272947444901916,41290,macro,,0.049876641838787,2.296590143382968,0.11100255237650022,log_t,4378660,0.7212400096875757,1.534050590954167,blocked,160,4129,1.5839272327929537,0.6089366857163444,444102,1.6146906280057385
0.1775248244126907,8258,macro,,0.07835611375222591,,,sequential_lora,875732,,1.624206161216718,blocked,160,4129,1.702562274968944,0.5906503460916637,444102,1.728222512303002
1.0,4213,macro,,0.0,,,base,447133,,1.6371650848876644,blocked,168,4213,1.6371650848876644,0.6063423250193498,453493,1.6604996930236098
0.38072632328507,46343,macro,,0.05168222853030259,2.3919511617800415,0.11029815716271499,log_t,4918463,0.7253738428673154,1.5330079541174382,blocked,168,4213,1.5846901826477404,0.608825274039511,453493,1.615557380839505
0.12081652029432709,8426,macro,,0.08689253222718062,,,sequential_lora,894266,,1.6280334633785085,blocked,168,4213,1.7149259956056893,0.5898745956387419,453493,1.740866083534862
1.0,4294,macro,,0.0,,,base,455036,,1.636051041472743,blocked,176,4294,1.636051041472743,0.6064114231235916,461520,1.6596399304004181
0.3791336748952026,47234,macro,,0.051468164659933306,2.391894190379171,0.1137989398541426,log_t,5005396,0.7207731718677224,1.532393205861829,blocked,176,4294,1.583861370521762,0.6088425203674813,461520,1.6146743972063022
0.16092221704704238,8588,macro,,0.0864923710121671,,,sequential_lora,910072,,1.6253356291203656,blocked,176,4294,1.7118280001325323,0.5887740509620385,461520,1.7386088880343038
1.0,4373,macro,,0.0,,,base,462823,,1.6341966702264707,blocked,184,4373,1.6341966702264707,0.6065638727104627,469418,1.661151821403223
0.3679396295449348,52476,macro,,0.052432231096971,2.4797493325418176,0.11011802384162588,log_t,5553876,0.7093528470157786,1.530040519459109,blocked,184,4373,1.5824727505560794,0.6089774997976217,469418,1.6168037678257827
0.23256345758060828,8746,macro,,0.06994565163424274,,,sequential_lora,925646,,1.619117225109052,blocked,184,4373,1.6890628767432945,0.5910020493462117,469418,1.7230188031219227
