comparison,estimate,lower_95,metric,repetitions,seed,upper_95
round_robin_minus_blocked,0.008785302195162721,0.006775904115185812,story_nll,10000,0,0.010677090592639861
round_robin_minus_blocked,-0.0012184662961418147,-0.0020115274973878353,token_accuracy,10000,0,-0.00042786902504427307
round_robin_minus_blocked,0.006464231837755004,0.004536447761067244,oracle_regret,10000,0,0.008317074706797004
round_robin_minus_blocked,0.10045045045045045,0.08873873873873873,noun_support,10000,0,0.11216216216216217
