fresh_mean_accuracy,h2048_accuracy,h2048_minus_fresh_pp,raw_union_accuracy,stage,true_node_oracle_accuracy
88.26530612244898,88.26530575752258,-3.649263931038149e-07,85.71428656578064,2,85.71428656578064
83.55457227138643,84.07079577445984,0.5162235030734053,83.18583965301514,4,83.18583965301514
80.95798979191206,80.80094456672668,-0.1570452251853709,79.50530052185059,8,79.50530052185059
77.99431587494924,77.04019546508789,-0.9541204098613463,77.28379964828491,16,77.28379964828491
68.34027777777777,63.14583420753479,-5.194443570242981,66.81249737739563,50,74.52083230018616
