accuracy,condition,score_mode,stage,task
55.97015023231506,logt_svd_r16_repair005,cosine,20,8
50.724637508392334,logt_svd_r16_repair005,cosine,20,9
62.99999952316284,logt_svd_r16_repair005,cosine,20,10
46.55172526836395,logt_svd_r16_repair005,cosine,20,11
74.01574850082397,logt_svd_r16_repair005,cosine,20,12
36.36363744735718,logt_svd_r16_repair005,cosine,20,13
50.86206793785095,logt_svd_r16_repair005,cosine,20,14
54.8872172832489,logt_svd_r16_repair005,cosine,20,15
52.3809552192688,logt_svd_r16_repair005,cosine,20,16
73.58490824699402,logt_svd_r16_repair005,cosine,20,17
51.37614607810974,logt_svd_r16_repair005,cosine,20,18
59.405940771102905,logt_svd_r16_repair005,cosine,20,19
57.62711763381958,logt_svd_r16_repair005,affine_calibrated,20,0
41.53846204280853,logt_svd_r16_repair005,affine_calibrated,20,1
45.205479860305786,logt_svd_r16_repair005,affine_calibrated,20,2
35.22727191448212,logt_svd_r16_repair005,affine_calibrated,20,3
48.4375,logt_svd_r16_repair005,affine_calibrated,20,4
45.83333432674408,logt_svd_r16_repair005,affine_calibrated,20,5
38.260868191719055,logt_svd_r16_repair005,affine_calibrated,20,6
57.14285969734192,logt_svd_r16_repair005,affine_calibrated,20,7
62.68656849861145,logt_svd_r16_repair005,affine_calibrated,20,8
54.347825050354004,logt_svd_r16_repair005,affine_calibrated,20,9
61.000001430511475,logt_svd_r16_repair005,affine_calibrated,20,10
41.37931168079376,logt_svd_r16_repair005,affine_calibrated,20,11
65.35432934761047,logt_svd_r16_repair005,affine_calibrated,20,12
37.87878751754761,logt_svd_r16_repair005,affine_calibrated,20,13
44.82758641242981,logt_svd_r16_repair005,affine_calibrated,20,14
51.879698038101196,logt_svd_r16_repair005,affine_calibrated,20,15
67.46031641960144,logt_svd_r16_repair005,affine_calibrated,20,16
83.96226167678833,logt_svd_r16_repair005,affine_calibrated,20,17
77.06422209739685,logt_svd_r16_repair005,affine_calibrated,20,18
68.31682920455933,logt_svd_r16_repair005,affine_calibrated,20,19
77.11864113807678,logt_svd_r16_repair005,true_node_oracle,20,0
59.23076868057251,logt_svd_r16_repair005,true_node_oracle,20,1
61.64383292198181,logt_svd_r16_repair005,true_node_oracle,20,2
67.04545617103577,logt_svd_r16_repair005,true_node_oracle,20,3
78.125,logt_svd_r16_repair005,true_node_oracle,20,4
66.66666865348816,logt_svd_r16_repair005,true_node_oracle,20,5
56.521737575531006,logt_svd_r16_repair005,true_node_oracle,20,6
75.93985199928284,logt_svd_r16_repair005,true_node_oracle,20,7
75.3731369972229,logt_svd_r16_repair005,true_node_oracle,20,8
73.9130437374115,logt_svd_r16_repair005,true_node_oracle,20,9
77.99999713897705,logt_svd_r16_repair005,true_node_oracle,20,10
72.41379022598267,logt_svd_r16_repair005,true_node_oracle,20,11
84.25197005271912,logt_svd_r16_repair005,true_node_oracle,20,12
67.42424368858337,logt_svd_r16_repair005,true_node_oracle,20,13
69.82758641242981,logt_svd_r16_repair005,true_node_oracle,20,14
73.68420958518982,logt_svd_r16_repair005,true_node_oracle,20,15
86.50793433189392,logt_svd_r16_repair005,true_node_oracle,20,16
93.39622855186462,logt_svd_r16_repair005,true_node_oracle,20,17
89.90825414657593,logt_svd_r16_repair005,true_node_oracle,20,18
93.06930899620056,logt_svd_r16_repair005,true_node_oracle,20,19
63.55932354927063,logt_svd_r16_repair005,centroid_router,20,0
55.384618043899536,logt_svd_r16_repair005,centroid_router,20,1
54.794520139694214,logt_svd_r16_repair005,centroid_router,20,2
61.36363744735718,logt_svd_r16_repair005,centroid_router,20,3
66.40625,logt_svd_r16_repair005,centroid_router,20,4
64.99999761581421,logt_svd_r16_repair005,centroid_router,20,5
48.695650696754456,logt_svd_r16_repair005,centroid_router,20,6
66.91729426383972,logt_svd_r16_repair005,centroid_router,20,7
60.447758436203,logt_svd_r16_repair005,centroid_router,20,8
57.24637508392334,logt_svd_r16_repair005,centroid_router,20,9
67.00000166893005,logt_svd_r16_repair005,centroid_router,20,10
59.48275923728943,logt_svd_r16_repair005,centroid_router,20,11
73.22834730148315,logt_svd_r16_repair005,centroid_router,20,12
46.9696968793869,logt_svd_r16_repair005,centroid_router,20,13
50.0,logt_svd_r16_repair005,centroid_router,20,14
54.135340452194214,logt_svd_r16_repair005,centroid_router,20,15
54.76190447807312,logt_svd_r16_repair005,centroid_router,20,16
67.92452931404114,logt_svd_r16_repair005,centroid_router,20,17
56.880736351013184,logt_svd_r16_repair005,centroid_router,20,18
66.33663177490234,logt_svd_r16_repair005,centroid_router,20,19
72.03390002250671,logt_svd_r16_repair005,raw,21,0
56.92307949066162,logt_svd_r16_repair005,raw,21,1
60.273975133895874,logt_svd_r16_repair005,raw,21,2
63.06818127632141,logt_svd_r16_repair005,raw,21,3
73.4375,logt_svd_r16_repair005,raw,21,4
63.333332538604736,logt_svd_r16_repair005,raw,21,5
53.0434787273407,logt_svd_r16_repair005,raw,21,6
73.68420958518982,logt_svd_r16_repair005,raw,21,7
56.71641826629639,logt_svd_r16_repair005,raw,21,8
46.37681245803833,logt_svd_r16_repair005,raw,21,9
61.000001430511475,logt_svd_r16_repair005,raw,21,10
37.931033968925476,logt_svd_r16_repair005,raw,21,11
62.99212574958801,logt_svd_r16_repair005,raw,21,12
40.15151560306549,logt_svd_r16_repair005,raw,21,13
43.10344755649567,logt_svd_r16_repair005,raw,21,14
54.8872172832489,logt_svd_r16_repair005,raw,21,15
46.0317462682724,logt_svd_r16_repair005,raw,21,16
61.320751905441284,logt_svd_r16_repair005,raw,21,17
42.20183491706848,logt_svd_r16_repair005,raw,21,18
44.55445408821106,logt_svd_r16_repair005,raw,21,19
65.97222089767456,logt_svd_r16_repair005,raw,21,20
66.94915294647217,logt_svd_r16_repair005,cosine,21,0
54.615384340286255,logt_svd_r16_repair005,cosine,21,1
50.68492889404297,logt_svd_r16_repair005,cosine,21,2
68.18181872367859,logt_svd_r16_repair005,cosine,21,3
66.40625,logt_svd_r16_repair005,cosine,21,4
69.9999988079071,logt_svd_r16_repair005,cosine,21,5
54.78261113166809,logt_svd_r16_repair005,cosine,21,6
81.20300769805908,logt_svd_r16_repair005,cosine,21,7
55.97015023231506,logt_svd_r16_repair005,cosine,21,8
50.724637508392334,logt_svd_r16_repair005,cosine,21,9
62.00000047683716,logt_svd_r16_repair005,cosine,21,10
47.413793206214905,logt_svd_r16_repair005,cosine,21,11
74.01574850082397,logt_svd_r16_repair005,cosine,21,12
35.606059432029724,logt_svd_r16_repair005,cosine,21,13
50.86206793785095,logt_svd_r16_repair005,cosine,21,14
54.135340452194214,logt_svd_r16_repair005,cosine,21,15
53.96825671195984,logt_svd_r16_repair005,cosine,21,16
73.58490824699402,logt_svd_r16_repair005,cosine,21,17
51.37614607810974,logt_svd_r16_repair005,cosine,21,18
59.405940771102905,logt_svd_r16_repair005,cosine,21,19
61.80555820465088,logt_svd_r16_repair005,cosine,21,20
59.32203531265259,logt_svd_r16_repair005,affine_calibrated,21,0
43.84615421295166,logt_svd_r16_repair005,affine_calibrated,21,1
45.205479860305786,logt_svd_r16_repair005,affine_calibrated,21,2
35.79545319080353,logt_svd_r16_repair005,affine_calibrated,21,3
46.875,logt_svd_r16_repair005,affine_calibrated,21,4
47.49999940395355,logt_svd_r16_repair005,affine_calibrated,21,5
40.869563817977905,logt_svd_r16_repair005,affine_calibrated,21,6
56.390976905822754,logt_svd_r16_repair005,affine_calibrated,21,7
64.1791045665741,logt_svd_r16_repair005,affine_calibrated,21,8
55.07246255874634,logt_svd_r16_repair005,affine_calibrated,21,9
62.99999952316284,logt_svd_r16_repair005,affine_calibrated,21,10
43.10344755649567,logt_svd_r16_repair005,affine_calibrated,21,11
59.84252095222473,logt_svd_r16_repair005,affine_calibrated,21,12
38.63636255264282,logt_svd_r16_repair005,affine_calibrated,21,13
39.65517282485962,logt_svd_r16_repair005,affine_calibrated,21,14
51.879698038101196,logt_svd_r16_repair005,affine_calibrated,21,15
65.8730149269104,logt_svd_r16_repair005,affine_calibrated,21,16
83.96226167678833,logt_svd_r16_repair005,affine_calibrated,21,17
70.64220309257507,logt_svd_r16_repair005,affine_calibrated,21,18
69.30692791938782,logt_svd_r16_repair005,affine_calibrated,21,19
70.13888955116272,logt_svd_r16_repair005,affine_calibrated,21,20
77.11864113807678,logt_svd_r16_repair005,true_node_oracle,21,0
59.23076868057251,logt_svd_r16_repair005,true_node_oracle,21,1
61.64383292198181,logt_svd_r16_repair005,true_node_oracle,21,2
67.04545617103577,logt_svd_r16_repair005,true_node_oracle,21,3
78.125,logt_svd_r16_repair005,true_node_oracle,21,4
66.66666865348816,logt_svd_r16_repair005,true_node_oracle,21,5
56.521737575531006,logt_svd_r16_repair005,true_node_oracle,21,6
75.93985199928284,logt_svd_r16_repair005,true_node_oracle,21,7
75.3731369972229,logt_svd_r16_repair005,true_node_oracle,21,8
73.9130437374115,logt_svd_r16_repair005,true_node_oracle,21,9
77.99999713897705,logt_svd_r16_repair005,true_node_oracle,21,10
72.41379022598267,logt_svd_r16_repair005,true_node_oracle,21,11
84.25197005271912,logt_svd_r16_repair005,true_node_oracle,21,12
67.42424368858337,logt_svd_r16_repair005,true_node_oracle,21,13
69.82758641242981,logt_svd_r16_repair005,true_node_oracle,21,14
73.68420958518982,logt_svd_r16_repair005,true_node_oracle,21,15
86.50793433189392,logt_svd_r16_repair005,true_node_oracle,21,16
93.39622855186462,logt_svd_r16_repair005,true_node_oracle,21,17
81.65137767791748,logt_svd_r16_repair005,true_node_oracle,21,18
85.14851331710815,logt_svd_r16_repair005,true_node_oracle,21,19
90.97222089767456,logt_svd_r16_repair005,true_node_oracle,21,20
63.55932354927063,logt_svd_r16_repair005,centroid_router,21,0
55.384618043899536,logt_svd_r16_repair005,centroid_router,21,1
54.109591245651245,logt_svd_r16_repair005,centroid_router,21,2
61.36363744735718,logt_svd_r16_repair005,centroid_router,21,3
66.40625,logt_svd_r16_repair005,centroid_router,21,4
64.99999761581421,logt_svd_r16_repair005,centroid_router,21,5
48.695650696754456,logt_svd_r16_repair005,centroid_router,21,6
66.91729426383972,logt_svd_r16_repair005,centroid_router,21,7
60.447758436203,logt_svd_r16_repair005,centroid_router,21,8
57.24637508392334,logt_svd_r16_repair005,centroid_router,21,9
67.00000166893005,logt_svd_r16_repair005,centroid_router,21,10
58.62069129943848,logt_svd_r16_repair005,centroid_router,21,11
73.22834730148315,logt_svd_r16_repair005,centroid_router,21,12
46.9696968793869,logt_svd_r16_repair005,centroid_router,21,13
49.13793206214905,logt_svd_r16_repair005,centroid_router,21,14
54.135340452194214,logt_svd_r16_repair005,centroid_router,21,15
54.76190447807312,logt_svd_r16_repair005,centroid_router,21,16
66.98113083839417,logt_svd_r16_repair005,centroid_router,21,17
55.045872926712036,logt_svd_r16_repair005,centroid_router,21,18
65.34653306007385,logt_svd_r16_repair005,centroid_router,21,19
61.11111044883728,logt_svd_r16_repair005,centroid_router,21,20
72.03390002250671,logt_svd_r16_repair005,raw,22,0
56.92307949066162,logt_svd_r16_repair005,raw,22,1
60.273975133895874,logt_svd_r16_repair005,raw,22,2
63.06818127632141,logt_svd_r16_repair005,raw,22,3
73.4375,logt_svd_r16_repair005,raw,22,4
63.333332538604736,logt_svd_r16_repair005,raw,22,5
53.0434787273407,logt_svd_r16_repair005,raw,22,6
72.93233275413513,logt_svd_r16_repair005,raw,22,7
56.71641826629639,logt_svd_r16_repair005,raw,22,8
46.37681245803833,logt_svd_r16_repair005,raw,22,9
61.000001430511475,logt_svd_r16_repair005,raw,22,10
37.068966031074524,logt_svd_r16_repair005,raw,22,11
62.99212574958801,logt_svd_r16_repair005,raw,22,12
40.15151560306549,logt_svd_r16_repair005,raw,22,13
43.10344755649567,logt_svd_r16_repair005,raw,22,14
54.8872172832489,logt_svd_r16_repair005,raw,22,15
46.0317462682724,logt_svd_r16_repair005,raw,22,16
61.320751905441284,logt_svd_r16_repair005,raw,22,17
42.20183491706848,logt_svd_r16_repair005,raw,22,18
44.55445408821106,logt_svd_r16_repair005,raw,22,19
65.97222089767456,logt_svd_r16_repair005,raw,22,20
54.16666865348816,logt_svd_r16_repair005,raw,22,21
66.94915294647217,logt_svd_r16_repair005,cosine,22,0
54.615384340286255,logt_svd_r16_repair005,cosine,22,1
50.68492889404297,logt_svd_r16_repair005,cosine,22,2
68.18181872367859,logt_svd_r16_repair005,cosine,22,3
66.40625,logt_svd_r16_repair005,cosine,22,4
69.9999988079071,logt_svd_r16_repair005,cosine,22,5
54.78261113166809,logt_svd_r16_repair005,cosine,22,6
78.94737124443054,logt_svd_r16_repair005,cosine,22,7
55.97015023231506,logt_svd_r16_repair005,cosine,22,8
50.724637508392334,logt_svd_r16_repair005,cosine,22,9
62.00000047683716,logt_svd_r16_repair005,cosine,22,10
45.68965435028076,logt_svd_r16_repair005,cosine,22,11
74.01574850082397,logt_svd_r16_repair005,cosine,22,12
34.84848439693451,logt_svd_r16_repair005,cosine,22,13
50.0,logt_svd_r16_repair005,cosine,22,14
54.135340452194214,logt_svd_r16_repair005,cosine,22,15
53.96825671195984,logt_svd_r16_repair005,cosine,22,16
73.58490824699402,logt_svd_r16_repair005,cosine,22,17
50.458717346191406,logt_svd_r16_repair005,cosine,22,18
59.405940771102905,logt_svd_r16_repair005,cosine,22,19
61.80555820465088,logt_svd_r16_repair005,cosine,22,20
62.5,logt_svd_r16_repair005,cosine,22,21
59.32203531265259,logt_svd_r16_repair005,affine_calibrated,22,0
43.84615421295166,logt_svd_r16_repair005,affine_calibrated,22,1
43.83561611175537,logt_svd_r16_repair005,affine_calibrated,22,2
35.22727191448212,logt_svd_r16_repair005,affine_calibrated,22,3
46.875,logt_svd_r16_repair005,affine_calibrated,22,4
47.49999940395355,logt_svd_r16_repair005,affine_calibrated,22,5
40.869563817977905,logt_svd_r16_repair005,affine_calibrated,22,6
50.375938415527344,logt_svd_r16_repair005,affine_calibrated,22,7
64.1791045665741,logt_svd_r16_repair005,affine_calibrated,22,8
54.347825050354004,logt_svd_r16_repair005,affine_calibrated,22,9
62.00000047683716,logt_svd_r16_repair005,affine_calibrated,22,10
39.65517282485962,logt_svd_r16_repair005,affine_calibrated,22,11
59.05511975288391,logt_svd_r16_repair005,affine_calibrated,22,12
37.87878751754761,logt_svd_r16_repair005,affine_calibrated,22,13
36.20689511299133,logt_svd_r16_repair005,affine_calibrated,22,14
51.879698038101196,logt_svd_r16_repair005,affine_calibrated,22,15
64.28571343421936,logt_svd_r16_repair005,affine_calibrated,22,16
80.1886796951294,logt_svd_r16_repair005,affine_calibrated,22,17
70.64220309257507,logt_svd_r16_repair005,affine_calibrated,22,18
68.31682920455933,logt_svd_r16_repair005,affine_calibrated,22,19
70.13888955116272,logt_svd_r16_repair005,affine_calibrated,22,20
64.99999761581421,logt_svd_r16_repair005,affine_calibrated,22,21
77.11864113807678,logt_svd_r16_repair005,true_node_oracle,22,0
59.23076868057251,logt_svd_r16_repair005,true_node_oracle,22,1
61.64383292198181,logt_svd_r16_repair005,true_node_oracle,22,2
67.04545617103577,logt_svd_r16_repair005,true_node_oracle,22,3
78.125,logt_svd_r16_repair005,true_node_oracle,22,4
66.66666865348816,logt_svd_r16_repair005,true_node_oracle,22,5
56.521737575531006,logt_svd_r16_repair005,true_node_oracle,22,6
75.93985199928284,logt_svd_r16_repair005,true_node_oracle,22,7
75.3731369972229,logt_svd_r16_repair005,true_node_oracle,22,8
73.9130437374115,logt_svd_r16_repair005,true_node_oracle,22,9
77.99999713897705,logt_svd_r16_repair005,true_node_oracle,22,10
72.41379022598267,logt_svd_r16_repair005,true_node_oracle,22,11
84.25197005271912,logt_svd_r16_repair005,true_node_oracle,22,12
67.42424368858337,logt_svd_r16_repair005,true_node_oracle,22,13
69.82758641242981,logt_svd_r16_repair005,true_node_oracle,22,14
73.68420958518982,logt_svd_r16_repair005,true_node_oracle,22,15
86.50793433189392,logt_svd_r16_repair005,true_node_oracle,22,16
93.39622855186462,logt_svd_r16_repair005,true_node_oracle,22,17
81.65137767791748,logt_svd_r16_repair005,true_node_oracle,22,18
85.14851331710815,logt_svd_r16_repair005,true_node_oracle,22,19
90.97222089767456,logt_svd_r16_repair005,true_node_oracle,22,20
98.33333492279053,logt_svd_r16_repair005,true_node_oracle,22,21
63.55932354927063,logt_svd_r16_repair005,centroid_router,22,0
55.384618043899536,logt_svd_r16_repair005,centroid_router,22,1
54.109591245651245,logt_svd_r16_repair005,centroid_router,22,2
61.36363744735718,logt_svd_r16_repair005,centroid_router,22,3
66.40625,logt_svd_r16_repair005,centroid_router,22,4
64.99999761581421,logt_svd_r16_repair005,centroid_router,22,5
48.695650696754456,logt_svd_r16_repair005,centroid_router,22,6
66.91729426383972,logt_svd_r16_repair005,centroid_router,22,7
60.447758436203,logt_svd_r16_repair005,centroid_router,22,8
57.24637508392334,logt_svd_r16_repair005,centroid_router,22,9
67.00000166893005,logt_svd_r16_repair005,centroid_router,22,10
58.62069129943848,logt_svd_r16_repair005,centroid_router,22,11
72.44094610214233,logt_svd_r16_repair005,centroid_router,22,12
46.9696968793869,logt_svd_r16_repair005,centroid_router,22,13
48.27586114406586,logt_svd_r16_repair005,centroid_router,22,14
54.135340452194214,logt_svd_r16_repair005,centroid_router,22,15
54.76190447807312,logt_svd_r16_repair005,centroid_router,22,16
66.98113083839417,logt_svd_r16_repair005,centroid_router,22,17
55.045872926712036,logt_svd_r16_repair005,centroid_router,22,18
65.34653306007385,logt_svd_r16_repair005,centroid_router,22,19
61.11111044883728,logt_svd_r16_repair005,centroid_router,22,20
54.16666865348816,logt_svd_r16_repair005,centroid_router,22,21
72.03390002250671,logt_svd_r16_repair005,raw,23,0
56.92307949066162,logt_svd_r16_repair005,raw,23,1
58.21917653083801,logt_svd_r16_repair005,raw,23,2
64.20454382896423,logt_svd_r16_repair005,raw,23,3
71.09375,logt_svd_r16_repair005,raw,23,4
62.5,logt_svd_r16_repair005,raw,23,5
53.0434787273407,logt_svd_r16_repair005,raw,23,6
73.68420958518982,logt_svd_r16_repair005,raw,23,7
53.731346130371094,logt_svd_r16_repair005,raw,23,8
47.101449966430664,logt_svd_r16_repair005,raw,23,9
60.00000238418579,logt_svd_r16_repair005,raw,23,10
36.20689511299133,logt_svd_r16_repair005,raw,23,11
63.77952694892883,logt_svd_r16_repair005,raw,23,12
39.393940567970276,logt_svd_r16_repair005,raw,23,13
43.96551847457886,logt_svd_r16_repair005,raw,23,14
54.135340452194214,logt_svd_r16_repair005,raw,23,15
45.23809552192688,logt_svd_r16_repair005,raw,23,16
62.26415038108826,logt_svd_r16_repair005,raw,23,17
43.119266629219055,logt_svd_r16_repair005,raw,23,18
43.56435537338257,logt_svd_r16_repair005,raw,23,19
65.97222089767456,logt_svd_r16_repair005,raw,23,20
54.16666865348816,logt_svd_r16_repair005,raw,23,21
51.28205418586731,logt_svd_r16_repair005,raw,23,22
66.94915294647217,logt_svd_r16_repair005,cosine,23,0
54.615384340286255,logt_svd_r16_repair005,cosine,23,1
51.369863748550415,logt_svd_r16_repair005,cosine,23,2
68.75,logt_svd_r16_repair005,cosine,23,3
64.84375,logt_svd_r16_repair005,cosine,23,4
69.9999988079071,logt_svd_r16_repair005,cosine,23,5
55.65217137336731,logt_svd_r16_repair005,cosine,23,6
78.94737124443054,logt_svd_r16_repair005,cosine,23,7
53.731346130371094,logt_svd_r16_repair005,cosine,23,8
52.173912525177,logt_svd_r16_repair005,cosine,23,9
60.00000238418579,logt_svd_r16_repair005,cosine,23,10
43.96551847457886,logt_svd_r16_repair005,cosine,23,11
71.65354490280151,logt_svd_r16_repair005,cosine,23,12
33.33333432674408,logt_svd_r16_repair005,cosine,23,13
50.86206793785095,logt_svd_r16_repair005,cosine,23,14
53.38345766067505,logt_svd_r16_repair005,cosine,23,15
53.96825671195984,logt_svd_r16_repair005,cosine,23,16
74.52830076217651,logt_svd_r16_repair005,cosine,23,17
52.293580770492554,logt_svd_r16_repair005,cosine,23,18
59.405940771102905,logt_svd_r16_repair005,cosine,23,19
61.11111044883728,logt_svd_r16_repair005,cosine,23,20
62.5,logt_svd_r16_repair005,cosine,23,21
51.28205418586731,logt_svd_r16_repair005,cosine,23,22
63.55932354927063,logt_svd_r16_repair005,affine_calibrated,23,0
46.92307710647583,logt_svd_r16_repair005,affine_calibrated,23,1
45.890411734580994,logt_svd_r16_repair005,affine_calibrated,23,2
41.47727191448212,logt_svd_r16_repair005,affine_calibrated,23,3
54.6875,logt_svd_r16_repair005,affine_calibrated,23,4
51.66666507720947,logt_svd_r16_repair005,affine_calibrated,23,5
41.7391300201416,logt_svd_r16_repair005,affine_calibrated,23,6
57.14285969734192,logt_svd_r16_repair005,affine_calibrated,23,7
54.47761416435242,logt_svd_r16_repair005,affine_calibrated,23,8
47.826087474823,logt_svd_r16_repair005,affine_calibrated,23,9
55.000001192092896,logt_svd_r16_repair005,affine_calibrated,23,10
35.34482717514038,logt_svd_r16_repair005,affine_calibrated,23,11
59.05511975288391,logt_svd_r16_repair005,affine_calibrated,23,12
42.424243688583374,logt_svd_r16_repair005,affine_calibrated,23,13
43.96551847457886,logt_svd_r16_repair005,affine_calibrated,23,14
55.639100074768066,logt_svd_r16_repair005,affine_calibrated,23,15
62.69841194152832,logt_svd_r16_repair005,affine_calibrated,23,16
76.41509175300598,logt_svd_r16_repair005,affine_calibrated,23,17
58.71559381484985,logt_svd_r16_repair005,affine_calibrated,23,18
57.42574334144592,logt_svd_r16_repair005,affine_calibrated,23,19
70.83333134651184,logt_svd_r16_repair005,affine_calibrated,23,20
61.666667461395264,logt_svd_r16_repair005,affine_calibrated,23,21
70.94017267227173,logt_svd_r16_repair005,affine_calibrated,23,22
77.11864113807678,logt_svd_r16_repair005,true_node_oracle,23,0
59.23076868057251,logt_svd_r16_repair005,true_node_oracle,23,1
61.64383292198181,logt_svd_r16_repair005,true_node_oracle,23,2
67.04545617103577,logt_svd_r16_repair005,true_node_oracle,23,3
78.125,logt_svd_r16_repair005,true_node_oracle,23,4
66.66666865348816,logt_svd_r16_repair005,true_node_oracle,23,5
56.521737575531006,logt_svd_r16_repair005,true_node_oracle,23,6
75.93985199928284,logt_svd_r16_repair005,true_node_oracle,23,7
68.65671873092651,logt_svd_r16_repair005,true_node_oracle,23,8
63.76811861991882,logt_svd_r16_repair005,true_node_oracle,23,9
72.00000286102295,logt_svd_r16_repair005,true_node_oracle,23,10
63.79310488700867,logt_svd_r16_repair005,true_node_oracle,23,11
79.52755689620972,logt_svd_r16_repair005,true_node_oracle,23,12
59.84848737716675,logt_svd_r16_repair005,true_node_oracle,23,13
59.48275923728943,logt_svd_r16_repair005,true_node_oracle,23,14
69.17293071746826,logt_svd_r16_repair005,true_node_oracle,23,15
77.77777910232544,logt_svd_r16_repair005,true_node_oracle,23,16
91.50943160057068,logt_svd_r16_repair005,true_node_oracle,23,17
74.31192398071289,logt_svd_r16_repair005,true_node_oracle,23,18
68.31682920455933,logt_svd_r16_repair005,true_node_oracle,23,19
88.88888955116272,logt_svd_r16_repair005,true_node_oracle,23,20
84.16666388511658,logt_svd_r16_repair005,true_node_oracle,23,21
91.45299196243286,logt_svd_r16_repair005,true_node_oracle,23,22
62.711864709854126,logt_svd_r16_repair005,centroid_router,23,0
55.384618043899536,logt_svd_r16_repair005,centroid_router,23,1
52.054792642593384,logt_svd_r16_repair005,centroid_router,23,2
60.227274894714355,logt_svd_r16_repair005,centroid_router,23,3
64.84375,logt_svd_r16_repair005,centroid_router,23,4
64.99999761581421,logt_svd_r16_repair005,centroid_router,23,5
47.826087474823,logt_svd_r16_repair005,centroid_router,23,6
66.91729426383972,logt_svd_r16_repair005,centroid_router,23,7
61.94030046463013,logt_svd_r16_repair005,centroid_router,23,8
54.347825050354004,logt_svd_r16_repair005,centroid_router,23,9
63.999998569488525,logt_svd_r16_repair005,centroid_router,23,10
56.896549463272095,logt_svd_r16_repair005,centroid_router,23,11
70.8661437034607,logt_svd_r16_repair005,centroid_router,23,12
45.45454680919647,logt_svd_r16_repair005,centroid_router,23,13
49.13793206214905,logt_svd_r16_repair005,centroid_router,23,14
53.38345766067505,logt_svd_r16_repair005,centroid_router,23,15
52.3809552192688,logt_svd_r16_repair005,centroid_router,23,16
67.92452931404114,logt_svd_r16_repair005,centroid_router,23,17
52.293580770492554,logt_svd_r16_repair005,centroid_router,23,18
60.3960394859314,logt_svd_r16_repair005,centroid_router,23,19
61.11111044883728,logt_svd_r16_repair005,centroid_router,23,20
52.49999761581421,logt_svd_r16_repair005,centroid_router,23,21
54.700857400894165,logt_svd_r16_repair005,centroid_router,23,22
72.03390002250671,logt_svd_r16_repair005,raw,24,0
56.92307949066162,logt_svd_r16_repair005,raw,24,1
58.21917653083801,logt_svd_r16_repair005,raw,24,2
64.20454382896423,logt_svd_r16_repair005,raw,24,3
71.09375,logt_svd_r16_repair005,raw,24,4
62.5,logt_svd_r16_repair005,raw,24,5
53.0434787273407,logt_svd_r16_repair005,raw,24,6
73.68420958518982,logt_svd_r16_repair005,raw,24,7
53.731346130371094,logt_svd_r16_repair005,raw,24,8
46.37681245803833,logt_svd_r16_repair005,raw,24,9
58.99999737739563,logt_svd_r16_repair005,raw,24,10
36.20689511299133,logt_svd_r16_repair005,raw,24,11
63.77952694892883,logt_svd_r16_repair005,raw,24,12
39.393940567970276,logt_svd_r16_repair005,raw,24,13
43.96551847457886,logt_svd_r16_repair005,raw,24,14
54.135340452194214,logt_svd_r16_repair005,raw,24,15
44.44444477558136,logt_svd_r16_repair005,raw,24,16
62.26415038108826,logt_svd_r16_repair005,raw,24,17
43.119266629219055,logt_svd_r16_repair005,raw,24,18
43.56435537338257,logt_svd_r16_repair005,raw,24,19
65.97222089767456,logt_svd_r16_repair005,raw,24,20
54.16666865348816,logt_svd_r16_repair005,raw,24,21
47.863247990608215,logt_svd_r16_repair005,raw,24,22
47.67441749572754,logt_svd_r16_repair005,raw,24,23
66.94915294647217,logt_svd_r16_repair005,cosine,24,0
54.615384340286255,logt_svd_r16_repair005,cosine,24,1
51.369863748550415,logt_svd_r16_repair005,cosine,24,2
68.18181872367859,logt_svd_r16_repair005,cosine,24,3
64.0625,logt_svd_r16_repair005,cosine,24,4
69.9999988079071,logt_svd_r16_repair005,cosine,24,5
55.65217137336731,logt_svd_r16_repair005,cosine,24,6
78.94737124443054,logt_svd_r16_repair005,cosine,24,7
53.731346130371094,logt_svd_r16_repair005,cosine,24,8
52.173912525177,logt_svd_r16_repair005,cosine,24,9
60.00000238418579,logt_svd_r16_repair005,cosine,24,10
42.241379618644714,logt_svd_r16_repair005,cosine,24,11
71.65354490280151,logt_svd_r16_repair005,cosine,24,12
33.33333432674408,logt_svd_r16_repair005,cosine,24,13
50.86206793785095,logt_svd_r16_repair005,cosine,24,14
53.38345766067505,logt_svd_r16_repair005,cosine,24,15
53.96825671195984,logt_svd_r16_repair005,cosine,24,16
72.64150977134705,logt_svd_r16_repair005,cosine,24,17
51.37614607810974,logt_svd_r16_repair005,cosine,24,18
59.405940771102905,logt_svd_r16_repair005,cosine,24,19
61.11111044883728,logt_svd_r16_repair005,cosine,24,20
62.5,logt_svd_r16_repair005,cosine,24,21
46.15384638309479,logt_svd_r16_repair005,cosine,24,22
56.976741552352905,logt_svd_r16_repair005,cosine,24,23
61.86440587043762,logt_svd_r16_repair005,affine_calibrated,24,0
46.15384638309479,logt_svd_r16_repair005,affine_calibrated,24,1
45.890411734580994,logt_svd_r16_repair005,affine_calibrated,24,2
40.340909361839294,logt_svd_r16_repair005,affine_calibrated,24,3
50.78125,logt_svd_r16_repair005,affine_calibrated,24,4
51.66666507720947,logt_svd_r16_repair005,affine_calibrated,24,5
41.7391300201416,logt_svd_r16_repair005,affine_calibrated,24,6
54.8872172832489,logt_svd_r16_repair005,affine_calibrated,24,7
