accuracy_gap_to_joint_at_min_nll_pp,adapt_lora,best_nll_epoch,condition,fixed_validation_accuracy,fixed_validation_nll,historical_capacity,image_presentations,max_accuracy_epoch,max_validation_accuracy,nll_gap_to_joint,peak_vram_bytes,simultaneous_joint_match_epoch,train_accuracy_at_best,train_nll_at_best,trainable_parameters,training_examples,validation_accuracy_at_best_nll,validation_nll_at_max_accuracy,validation_nll_minimum,wall_seconds
,True,3,"Single-affine frontier, adaptive LoRAs (H=11,827; full fit)",78.64873729091505,0.9560297374531417,11827,609700,15,79.89504755657593,,5648212992,,95.85861899294736,0.15637733763469053,7403720,12194,79.23909478517547,1.0568113843117748,0.8907181616883545,6957.382346874103
