full_union_oracle_accuracy,k1024_minus_full_pp,k1024_oracle_accuracy,k2048_minus_full_pp,k2048_oracle_accuracy,k512_minus_full_pp,k512_oracle_accuracy,stage
85.71428656578064,4.081630706787109,89.79591727256775,4.081630706787109,89.79591727256775,3.061223030090332,88.77550959587097,2
83.18583965301514,0.6637156009674072,83.84955525398254,1.7699122428894043,84.95575189590454,-0.8849561214447021,82.30088353157043,4
79.50530052185059,-1.5312135219573975,77.97408699989319,0.5889296531677246,80.09423017501831,-2.9446423053741455,76.56065821647644,8
77.28379964828491,-7.551765441894531,69.73203420639038,-4.263091087341309,73.0207085609436,-8.952498435974121,68.33130121231079,16
