condition,stage,task,accuracy,examples,correct,forgetting,backward_transfer
srt_h1024,47,3,80.82191780821918,146,118,11.643835616438352,-10.273972602739718
srt_h1024,47,4,82.38636363636364,176,145,11.36363636363636,-11.36363636363636
srt_h1024,47,5,76.5625,128,98,14.84375,-14.84375
srt_h1024,47,6,80.0,120,96,8.333333333333329,-8.333333333333329
srt_h1024,47,7,73.91304347826087,115,85,18.26086956521739,-18.26086956521739
srt_h1024,47,8,64.66165413533835,133,86,29.32330827067669,-29.32330827067669
srt_h1024,47,9,80.59701492537313,134,108,8.955223880597018,-7.462686567164184
srt_h1024,47,10,75.3623188405797,138,104,12.318840579710155,-10.14492753623189
srt_h1024,47,11,80.0,100,80,14.0,-14.0
srt_h1024,47,12,71.55172413793103,116,83,18.10344827586208,-18.10344827586208
srt_h1024,47,13,82.67716535433071,127,105,9.448818897637793,-8.661417322834637
srt_h1024,47,14,59.09090909090909,132,78,31.818181818181813,-31.818181818181813
srt_h1024,47,15,75.0,116,87,12.93103448275862,-12.93103448275862
srt_h1024,47,16,75.18796992481202,133,100,12.030075187969928,-12.030075187969928
srt_h1024,47,17,81.74603174603175,126,103,11.904761904761898,-11.904761904761898
srt_h1024,47,18,91.50943396226415,106,97,5.660377358490564,-5.660377358490564
srt_h1024,47,19,79.81651376146789,109,87,12.844036697247702,-12.844036697247702
srt_h1024,47,20,74.25742574257426,101,75,12.87128712871288,-12.87128712871288
srt_h1024,47,21,84.72222222222223,144,122,8.333333333333329,-8.333333333333329
srt_h1024,47,22,82.5,120,99,8.333333333333329,-8.333333333333329
srt_h1024,47,23,80.34188034188034,117,94,8.547008547008545,-8.547008547008545
srt_h1024,47,24,66.27906976744185,86,57,22.09302325581396,-22.09302325581396
srt_h1024,47,25,70.76923076923077,65,46,16.92307692307692,-16.92307692307692
srt_h1024,47,26,86.17886178861788,123,106,7.317073170731717,-7.317073170731717
srt_h1024,47,27,79.64601769911505,113,90,14.159292035398224,-14.159292035398224
srt_h1024,47,28,84.31372549019608,102,86,8.82352941176471,-8.82352941176471
srt_h1024,47,29,75.43859649122807,114,86,12.280701754385973,-12.280701754385973
srt_h1024,47,30,80.8411214953271,214,173,7.943925233644862,-7.943925233644862
srt_h1024,47,31,84.21052631578948,114,96,10.526315789473685,-10.526315789473685
srt_h1024,47,32,74.75728155339806,103,77,16.504854368932044,-16.504854368932044
srt_h1024,47,33,81.08108108108108,111,90,8.108108108108112,-8.108108108108112
srt_h1024,47,34,77.14285714285714,70,54,18.57142857142857,-18.57142857142857
srt_h1024,47,35,85.81560283687944,141,121,2.836879432624116,-2.836879432624116
srt_h1024,47,36,92.85714285714286,154,143,5.844155844155836,-5.844155844155836
srt_h1024,47,37,78.98089171974522,157,124,10.828025477707016,-10.828025477707016
srt_h1024,47,38,88.81118881118881,143,127,8.391608391608386,-8.391608391608386
srt_h1024,47,39,82.45614035087719,114,94,10.526315789473685,-10.526315789473685
srt_h1024,47,40,86.23188405797102,138,119,6.521739130434781,-6.521739130434781
srt_h1024,47,41,74.32432432432432,74,55,13.513513513513516,-13.513513513513516
srt_h1024,47,42,77.94117647058823,136,106,9.558823529411768,-9.558823529411768
srt_h1024,47,43,75.0,96,72,14.583333333333329,-14.583333333333329
srt_h1024,47,44,83.56164383561644,73,61,9.589041095890408,-9.589041095890408
srt_h1024,47,45,89.52380952380952,105,94,7.61904761904762,-7.61904761904762
srt_h1024,47,46,80.31496062992126,127,102,11.02362204724409,-11.02362204724409
srt_h1024,47,47,85.84070796460178,113,97,,
srt_h1024,48,1,71.1864406779661,118,84,18.644067796610173,-18.644067796610173
srt_h1024,48,2,78.46153846153847,130,102,14.615384615384613,-10.0
srt_h1024,48,3,79.45205479452055,146,116,13.013698630136986,-11.643835616438352
srt_h1024,48,4,82.95454545454545,176,146,10.795454545454547,-10.795454545454547
srt_h1024,48,5,75.78125,128,97,15.625,-15.625
srt_h1024,48,6,79.16666666666667,120,95,9.166666666666657,-9.166666666666657
srt_h1024,48,7,73.04347826086956,115,84,19.130434782608702,-19.130434782608702
srt_h1024,48,8,56.390977443609025,133,75,37.59398496240602,-37.59398496240602
srt_h1024,48,9,80.59701492537313,134,108,8.955223880597018,-7.462686567164184
srt_h1024,48,10,77.53623188405797,138,107,10.14492753623189,-7.971014492753625
srt_h1024,48,11,78.0,100,78,16.0,-16.0
srt_h1024,48,12,74.13793103448276,116,86,15.517241379310349,-15.517241379310349
srt_h1024,48,13,82.67716535433071,127,105,9.448818897637793,-8.661417322834637
srt_h1024,48,14,72.72727272727273,132,96,18.181818181818173,-18.181818181818173
srt_h1024,48,15,72.41379310344827,116,84,15.517241379310349,-15.517241379310349
srt_h1024,48,16,75.93984962406014,133,101,11.278195488721806,-11.278195488721806
srt_h1024,48,17,83.33333333333333,126,105,10.317460317460316,-10.317460317460316
srt_h1024,48,18,90.56603773584905,106,96,6.603773584905667,-6.603773584905667
srt_h1024,48,19,77.06422018348624,109,84,15.596330275229349,-15.596330275229349
srt_h1024,48,20,70.29702970297029,101,71,16.831683168316843,-16.831683168316843
srt_h1024,48,21,88.19444444444444,144,127,4.861111111111114,-4.861111111111114
srt_h1024,48,22,83.33333333333333,120,100,7.5,-7.5
srt_h1024,48,23,74.35897435897436,117,87,14.529914529914521,-14.529914529914521
srt_h1024,48,24,65.11627906976744,86,56,23.25581395348837,-23.25581395348837
srt_h1024,48,25,72.3076923076923,65,47,15.384615384615387,-15.384615384615387
srt_h1024,48,26,70.73170731707317,123,87,22.764227642276424,-22.764227642276424
srt_h1024,48,27,77.87610619469027,113,88,15.929203539823007,-15.929203539823007
srt_h1024,48,28,82.3529411764706,102,84,10.784313725490193,-10.784313725490193
srt_h1024,48,29,74.56140350877193,114,85,13.15789473684211,-13.15789473684211
srt_h1024,48,30,83.64485981308411,214,179,5.140186915887853,-5.140186915887853
srt_h1024,48,31,80.70175438596492,114,92,14.035087719298247,-14.035087719298247
srt_h1024,48,32,76.69902912621359,103,79,14.563106796116514,-14.563106796116514
srt_h1024,48,33,81.08108108108108,111,90,8.108108108108112,-8.108108108108112
srt_h1024,48,34,78.57142857142857,70,55,17.14285714285714,-17.14285714285714
srt_h1024,48,35,84.39716312056737,141,119,4.255319148936181,-4.255319148936181
srt_h1024,48,36,93.50649350649351,154,144,5.194805194805184,-5.194805194805184
srt_h1024,48,37,74.52229299363057,157,117,15.28662420382166,-15.28662420382166
srt_h1024,48,38,88.81118881118881,143,127,8.391608391608386,-8.391608391608386
srt_h1024,48,39,82.45614035087719,114,94,10.526315789473685,-10.526315789473685
srt_h1024,48,40,84.05797101449275,138,116,8.695652173913047,-8.695652173913047
srt_h1024,48,41,71.62162162162163,74,53,16.21621621621621,-16.21621621621621
srt_h1024,48,42,75.73529411764706,136,103,11.764705882352942,-11.764705882352942
srt_h1024,48,43,72.91666666666667,96,70,16.666666666666657,-16.666666666666657
srt_h1024,48,44,80.82191780821918,73,59,12.328767123287662,-12.328767123287662
srt_h1024,48,45,90.47619047619048,105,95,6.666666666666657,-6.666666666666657
srt_h1024,48,46,84.25196850393701,127,107,7.086614173228341,-7.086614173228341
srt_h1024,48,47,78.76106194690266,113,89,7.079646017699119,-7.079646017699119
srt_h1024,48,48,90.43478260869566,115,104,,
srt_h1024,49,1,71.1864406779661,118,84,18.644067796610173,-18.644067796610173
srt_h1024,49,2,80.0,130,104,13.07692307692308,-8.461538461538467
srt_h1024,49,3,77.3972602739726,146,113,15.06849315068493,-13.698630136986296
srt_h1024,49,4,81.81818181818181,176,144,11.931818181818187,-11.931818181818187
srt_h1024,49,5,75.78125,128,97,15.625,-15.625
srt_h1024,49,6,79.16666666666667,120,95,9.166666666666657,-9.166666666666657
srt_h1024,49,7,76.52173913043478,115,88,15.652173913043484,-15.652173913043484
srt_h1024,49,8,59.3984962406015,133,79,34.58646616541354,-34.58646616541354
srt_h1024,49,9,78.35820895522389,134,105,11.194029850746261,-9.701492537313428
srt_h1024,49,10,74.6376811594203,138,103,13.043478260869563,-10.869565217391298
srt_h1024,49,11,81.0,100,81,13.0,-13.0
srt_h1024,49,12,75.0,116,87,14.65517241379311,-14.65517241379311
srt_h1024,49,13,81.10236220472441,127,103,11.02362204724409,-10.236220472440934
srt_h1024,49,14,78.03030303030303,132,103,12.878787878787875,-12.878787878787875
srt_h1024,49,15,75.86206896551724,116,88,12.06896551724138,-12.06896551724138
srt_h1024,49,16,71.42857142857143,133,95,15.78947368421052,-15.78947368421052
srt_h1024,49,17,83.33333333333333,126,105,10.317460317460316,-10.317460317460316
srt_h1024,49,18,90.56603773584905,106,96,6.603773584905667,-6.603773584905667
srt_h1024,49,19,75.22935779816514,109,82,17.43119266055045,-17.43119266055045
srt_h1024,49,20,68.31683168316832,101,69,18.811881188118818,-18.811881188118818
srt_h1024,49,21,87.5,144,126,5.555555555555557,-5.555555555555557
srt_h1024,49,22,84.16666666666667,120,101,6.666666666666657,-6.666666666666657
srt_h1024,49,23,71.7948717948718,117,84,17.09401709401709,-17.09401709401709
srt_h1024,49,24,65.11627906976744,86,56,23.25581395348837,-23.25581395348837
srt_h1024,49,25,70.76923076923077,65,46,16.92307692307692,-16.92307692307692
srt_h1024,49,26,78.04878048780488,123,96,15.44715447154472,-15.44715447154472
srt_h1024,49,27,77.87610619469027,113,88,15.929203539823007,-15.929203539823007
srt_h1024,49,28,82.3529411764706,102,84,10.784313725490193,-10.784313725490193
srt_h1024,49,29,73.6842105263158,114,84,14.035087719298247,-14.035087719298247
srt_h1024,49,30,84.57943925233644,214,181,4.205607476635521,-4.205607476635521
srt_h1024,49,31,81.57894736842105,114,93,13.15789473684211,-13.15789473684211
srt_h1024,49,32,79.6116504854369,103,82,11.650485436893206,-11.650485436893206
srt_h1024,49,33,82.88288288288288,111,92,6.306306306306311,-6.306306306306311
srt_h1024,49,34,77.14285714285714,70,54,18.57142857142857,-18.57142857142857
srt_h1024,49,35,84.39716312056737,141,119,4.255319148936181,-4.255319148936181
srt_h1024,49,36,88.96103896103897,154,137,9.74025974025973,-9.74025974025973
srt_h1024,49,37,76.43312101910828,157,120,13.375796178343947,-13.375796178343947
srt_h1024,49,38,90.20979020979021,143,129,6.993006993006986,-6.993006993006986
srt_h1024,49,39,81.57894736842105,114,93,11.403508771929822,-11.403508771929822
srt_h1024,49,40,80.43478260869566,138,111,12.318840579710141,-12.318840579710141
srt_h1024,49,41,75.67567567567568,74,56,12.162162162162161,-12.162162162162161
srt_h1024,49,42,77.20588235294117,136,105,10.294117647058826,-10.294117647058826
srt_h1024,49,43,76.04166666666667,96,73,13.541666666666657,-13.541666666666657
srt_h1024,49,44,71.23287671232876,73,52,21.917808219178085,-21.917808219178085
srt_h1024,49,45,90.47619047619048,105,95,6.666666666666657,-6.666666666666657
srt_h1024,49,46,77.16535433070867,127,98,14.173228346456682,-14.173228346456682
srt_h1024,49,47,79.64601769911505,113,90,6.194690265486727,-6.194690265486727
srt_h1024,49,48,81.73913043478261,115,94,8.695652173913047,-8.695652173913047
srt_h1024,49,49,93.26923076923077,104,97,,
srt_h1024,50,1,72.88135593220339,118,86,16.949152542372886,-16.949152542372886
srt_h1024,50,2,81.53846153846153,130,106,11.538461538461547,-6.923076923076934
srt_h1024,50,3,73.97260273972603,146,108,18.493150684931507,-17.123287671232873
srt_h1024,50,4,76.13636363636364,176,134,17.61363636363636,-17.61363636363636
srt_h1024,50,5,72.65625,128,93,18.75,-18.75
srt_h1024,50,6,80.0,120,96,8.333333333333329,-8.333333333333329
srt_h1024,50,7,74.78260869565217,115,86,17.391304347826093,-17.391304347826093
srt_h1024,50,8,65.41353383458646,133,87,28.571428571428584,-28.571428571428584
srt_h1024,50,9,82.08955223880596,134,110,7.462686567164184,-5.97014925373135
srt_h1024,50,10,81.8840579710145,138,113,5.79710144927536,-3.6231884057970944
srt_h1024,50,11,80.0,100,80,14.0,-14.0
srt_h1024,50,12,71.55172413793103,116,83,18.10344827586208,-18.10344827586208
srt_h1024,50,13,81.10236220472441,127,103,11.02362204724409,-10.236220472440934
srt_h1024,50,14,79.54545454545455,132,105,11.36363636363636,-11.36363636363636
srt_h1024,50,15,79.3103448275862,116,92,8.620689655172413,-8.620689655172413
srt_h1024,50,16,68.42105263157895,133,91,18.796992481203006,-18.796992481203006
srt_h1024,50,17,83.33333333333333,126,105,10.317460317460316,-10.317460317460316
srt_h1024,50,18,85.84905660377359,106,91,11.320754716981128,-11.320754716981128
srt_h1024,50,19,74.31192660550458,109,81,18.34862385321101,-18.34862385321101
srt_h1024,50,20,72.27722772277228,101,73,14.851485148514854,-14.851485148514854
srt_h1024,50,21,86.11111111111111,144,124,6.944444444444443,-6.944444444444443
srt_h1024,50,22,83.33333333333333,120,100,7.5,-7.5
srt_h1024,50,23,76.92307692307692,117,90,11.965811965811966,-11.965811965811966
srt_h1024,50,24,62.7906976744186,86,54,25.581395348837212,-25.581395348837212
srt_h1024,50,25,72.3076923076923,65,47,15.384615384615387,-15.384615384615387
srt_h1024,50,26,82.92682926829268,123,102,10.569105691056919,-10.569105691056919
srt_h1024,50,27,79.64601769911505,113,90,14.159292035398224,-14.159292035398224
srt_h1024,50,28,80.3921568627451,102,82,12.74509803921569,-12.74509803921569
srt_h1024,50,29,73.6842105263158,114,84,14.035087719298247,-14.035087719298247
srt_h1024,50,30,83.17757009345794,214,178,5.607476635514018,-5.607476635514018
srt_h1024,50,31,84.21052631578948,114,96,10.526315789473685,-10.526315789473685
srt_h1024,50,32,76.69902912621359,103,79,14.563106796116514,-14.563106796116514
srt_h1024,50,33,77.47747747747748,111,86,11.711711711711715,-11.711711711711715
srt_h1024,50,34,81.42857142857143,70,57,14.285714285714278,-14.285714285714278
srt_h1024,50,35,82.97872340425532,141,117,5.673758865248232,-5.673758865248232
srt_h1024,50,36,92.85714285714286,154,143,5.844155844155836,-5.844155844155836
srt_h1024,50,37,77.70700636942675,157,122,12.101910828025481,-12.101910828025481
srt_h1024,50,38,88.81118881118881,143,127,8.391608391608386,-8.391608391608386
srt_h1024,50,39,86.84210526315789,114,99,6.1403508771929864,-6.1403508771929864
srt_h1024,50,40,80.43478260869566,138,111,12.318840579710141,-12.318840579710141
srt_h1024,50,41,74.32432432432432,74,55,13.513513513513516,-13.513513513513516
srt_h1024,50,42,63.23529411764706,136,86,24.264705882352942,-24.264705882352942
srt_h1024,50,43,72.91666666666667,96,70,16.666666666666657,-16.666666666666657
srt_h1024,50,44,80.82191780821918,73,59,12.328767123287662,-12.328767123287662
srt_h1024,50,45,89.52380952380952,105,94,7.61904761904762,-7.61904761904762
srt_h1024,50,46,81.88976377952756,127,104,9.448818897637793,-9.448818897637793
srt_h1024,50,47,79.64601769911505,113,90,6.194690265486727,-6.194690265486727
srt_h1024,50,48,80.8695652173913,115,93,9.565217391304358,-9.565217391304358
srt_h1024,50,49,85.57692307692308,104,89,7.692307692307693,-7.692307692307693
srt_h1024,50,50,95.45454545454545,110,105,,
srt_h4096,1,1,94.91525423728814,118,112,,
srt_h4096,2,1,94.0677966101695,118,111,0.8474576271186436,-0.8474576271186436
srt_h4096,2,2,87.6923076923077,130,114,,
srt_h4096,3,1,88.13559322033899,118,104,6.779661016949149,-6.779661016949149
srt_h4096,3,2,87.6923076923077,130,114,0.0,0.0
srt_h4096,3,3,88.35616438356165,146,129,,
srt_h4096,4,1,88.98305084745763,118,105,5.932203389830505,-5.932203389830505
srt_h4096,4,2,89.23076923076923,130,116,-1.538461538461533,1.538461538461533
srt_h4096,4,3,85.61643835616438,146,125,2.7397260273972677,-2.7397260273972677
srt_h4096,4,4,93.18181818181819,176,164,,
srt_h4096,5,1,89.83050847457628,118,106,5.0847457627118615,-5.0847457627118615
srt_h4096,5,2,89.23076923076923,130,116,0.0,1.538461538461533
srt_h4096,5,3,82.1917808219178,146,120,6.164383561643845,-6.164383561643845
srt_h4096,5,4,90.3409090909091,176,159,2.8409090909090935,-2.8409090909090935
srt_h4096,5,5,90.625,128,116,,
srt_h4096,6,1,90.67796610169492,118,107,4.237288135593218,-4.237288135593218
srt_h4096,6,2,89.23076923076923,130,116,0.0,1.538461538461533
srt_h4096,6,3,87.67123287671232,146,128,0.684931506849324,-0.684931506849324
srt_h4096,6,4,89.77272727272727,176,158,3.4090909090909207,-3.4090909090909207
srt_h4096,6,5,88.28125,128,113,2.34375,-2.34375
srt_h4096,6,6,88.33333333333333,120,106,,
srt_h4096,7,1,90.67796610169492,118,107,4.237288135593218,-4.237288135593218
srt_h4096,7,2,86.15384615384616,130,112,3.076923076923066,-1.538461538461533
srt_h4096,7,3,86.3013698630137,146,126,2.0547945205479436,-2.0547945205479436
srt_h4096,7,4,89.77272727272727,176,158,3.4090909090909207,-3.4090909090909207
srt_h4096,7,5,89.0625,128,114,1.5625,-1.5625
srt_h4096,7,6,85.0,120,102,3.3333333333333286,-3.3333333333333286
srt_h4096,7,7,89.56521739130434,115,103,,
srt_h4096,8,1,87.28813559322033,118,103,7.6271186440678065,-7.6271186440678065
srt_h4096,8,2,88.46153846153847,130,115,0.7692307692307594,0.7692307692307736
srt_h4096,8,3,85.61643835616438,146,125,2.7397260273972677,-2.7397260273972677
srt_h4096,8,4,88.06818181818181,176,155,5.113636363636374,-5.113636363636374
srt_h4096,8,5,86.71875,128,111,3.90625,-3.90625
srt_h4096,8,6,82.5,120,99,5.833333333333329,-5.833333333333329
srt_h4096,8,7,89.56521739130434,115,103,0.0,0.0
srt_h4096,8,8,93.23308270676692,133,124,,
srt_h4096,9,1,86.44067796610169,118,102,8.47457627118645,-8.47457627118645
srt_h4096,9,2,89.23076923076923,130,116,0.0,1.538461538461533
srt_h4096,9,3,86.98630136986301,146,127,1.3698630136986338,-1.3698630136986338
srt_h4096,9,4,87.5,176,154,5.681818181818187,-5.681818181818187
srt_h4096,9,5,87.5,128,112,3.125,-3.125
srt_h4096,9,6,81.66666666666667,120,98,6.666666666666657,-6.666666666666657
srt_h4096,9,7,88.69565217391305,115,102,0.8695652173912976,-0.8695652173912976
srt_h4096,9,8,89.47368421052632,133,119,3.759398496240607,-3.759398496240607
srt_h4096,9,9,90.29850746268657,134,121,,
srt_h4096,10,1,87.28813559322033,118,103,7.6271186440678065,-7.6271186440678065
srt_h4096,10,2,85.38461538461539,130,111,3.8461538461538396,-2.3076923076923066
srt_h4096,10,3,84.24657534246575,146,123,4.1095890410959015,-4.1095890410959015
srt_h4096,10,4,85.22727272727273,176,150,7.954545454545453,-7.954545454545453
srt_h4096,10,5,86.71875,128,111,3.90625,-3.90625
srt_h4096,10,6,82.5,120,99,5.833333333333329,-5.833333333333329
srt_h4096,10,7,88.69565217391305,115,102,0.8695652173912976,-0.8695652173912976
srt_h4096,10,8,90.22556390977444,133,120,3.0075187969924855,-3.0075187969924855
srt_h4096,10,9,85.07462686567165,134,114,5.223880597014926,-5.223880597014926
srt_h4096,10,10,85.5072463768116,138,118,,
srt_h4096,11,1,84.7457627118644,118,100,10.169491525423737,-10.169491525423737
srt_h4096,11,2,82.3076923076923,130,107,6.92307692307692,-5.384615384615387
srt_h4096,11,3,86.98630136986301,146,127,1.3698630136986338,-1.3698630136986338
srt_h4096,11,4,85.79545454545455,176,151,7.38636363636364,-7.38636363636364
srt_h4096,11,5,85.15625,128,109,5.46875,-5.46875
srt_h4096,11,6,81.66666666666667,120,98,6.666666666666657,-6.666666666666657
srt_h4096,11,7,87.82608695652173,115,101,1.7391304347826093,-1.7391304347826093
srt_h4096,11,8,89.47368421052632,133,119,3.759398496240607,-3.759398496240607
srt_h4096,11,9,85.82089552238806,134,115,4.477611940298516,-4.477611940298516
srt_h4096,11,10,82.6086956521739,138,114,2.898550724637687,-2.898550724637687
srt_h4096,11,11,89.0,100,89,,
srt_h4096,12,1,85.59322033898304,118,101,9.322033898305094,-9.322033898305094
srt_h4096,12,2,87.6923076923077,130,114,1.538461538461533,0.0
srt_h4096,12,3,82.87671232876713,146,121,5.479452054794521,-5.479452054794521
srt_h4096,12,4,89.20454545454545,176,157,3.9772727272727337,-3.9772727272727337
srt_h4096,12,5,85.15625,128,109,5.46875,-5.46875
srt_h4096,12,6,80.83333333333333,120,97,7.5,-7.5
srt_h4096,12,7,84.34782608695652,115,97,5.217391304347828,-5.217391304347828
srt_h4096,12,8,88.7218045112782,133,118,4.511278195488728,-4.511278195488728
srt_h4096,12,9,77.61194029850746,134,104,12.68656716417911,-12.68656716417911
srt_h4096,12,10,82.6086956521739,138,114,2.898550724637687,-2.898550724637687
srt_h4096,12,11,79.0,100,79,10.0,-10.0
srt_h4096,12,12,89.65517241379311,116,104,,
srt_h4096,13,1,83.89830508474576,118,99,11.01694915254238,-11.01694915254238
srt_h4096,13,2,86.15384615384616,130,112,3.076923076923066,-1.538461538461533
srt_h4096,13,3,85.61643835616438,146,125,2.7397260273972677,-2.7397260273972677
srt_h4096,13,4,87.5,176,154,5.681818181818187,-5.681818181818187
srt_h4096,13,5,85.15625,128,109,5.46875,-5.46875
srt_h4096,13,6,80.83333333333333,120,97,7.5,-7.5
srt_h4096,13,7,82.6086956521739,115,95,6.956521739130437,-6.956521739130437
srt_h4096,13,8,90.22556390977444,133,120,3.0075187969924855,-3.0075187969924855
srt_h4096,13,9,80.59701492537313,134,108,9.701492537313442,-9.701492537313442
srt_h4096,13,10,81.8840579710145,138,113,3.6231884057970944,-3.6231884057970944
srt_h4096,13,11,84.0,100,84,5.0,-5.0
srt_h4096,13,12,87.06896551724138,116,101,2.5862068965517295,-2.5862068965517295
srt_h4096,13,13,90.55118110236221,127,115,,
srt_h4096,14,1,80.50847457627118,118,95,14.406779661016955,-14.406779661016955
srt_h4096,14,2,86.15384615384616,130,112,3.076923076923066,-1.538461538461533
srt_h4096,14,3,84.24657534246575,146,123,4.1095890410959015,-4.1095890410959015
srt_h4096,14,4,86.93181818181819,176,153,6.25,-6.25
srt_h4096,14,5,82.03125,128,105,8.59375,-8.59375
srt_h4096,14,6,80.83333333333333,120,97,7.5,-7.5
srt_h4096,14,7,83.47826086956522,115,96,6.0869565217391255,-6.0869565217391255
srt_h4096,14,8,84.9624060150376,133,113,8.27067669172932,-8.27067669172932
srt_h4096,14,9,84.32835820895522,134,113,5.97014925373135,-5.97014925373135
srt_h4096,14,10,78.26086956521739,138,108,7.246376811594203,-7.246376811594203
srt_h4096,14,11,77.0,100,77,12.0,-12.0
srt_h4096,14,12,80.17241379310344,116,93,9.482758620689665,-9.482758620689665
srt_h4096,14,13,87.4015748031496,127,111,3.149606299212607,-3.149606299212607
srt_h4096,14,14,90.15151515151516,132,119,,
srt_h4096,15,1,86.44067796610169,118,102,8.47457627118645,-8.47457627118645
srt_h4096,15,2,89.23076923076923,130,116,0.0,1.538461538461533
srt_h4096,15,3,81.5068493150685,146,119,6.849315068493155,-6.849315068493155
srt_h4096,15,4,85.79545454545455,176,151,7.38636363636364,-7.38636363636364
srt_h4096,15,5,82.8125,128,106,7.8125,-7.8125
srt_h4096,15,6,80.0,120,96,8.333333333333329,-8.333333333333329
srt_h4096,15,7,84.34782608695652,115,97,5.217391304347828,-5.217391304347828
srt_h4096,15,8,89.47368421052632,133,119,3.759398496240607,-3.759398496240607
srt_h4096,15,9,79.85074626865672,134,107,10.447761194029852,-10.447761194029852
srt_h4096,15,10,81.15942028985508,138,112,4.347826086956516,-4.347826086956516
srt_h4096,15,11,79.0,100,79,10.0,-10.0
srt_h4096,15,12,81.89655172413794,116,95,7.758620689655174,-7.758620689655174
srt_h4096,15,13,87.4015748031496,127,111,3.149606299212607,-3.149606299212607
srt_h4096,15,14,82.57575757575758,132,109,7.575757575757578,-7.575757575757578
srt_h4096,15,15,87.06896551724138,116,101,,
srt_h4096,16,1,83.05084745762711,118,98,11.864406779661024,-11.864406779661024
srt_h4096,16,2,86.15384615384616,130,112,3.076923076923066,-1.538461538461533
srt_h4096,16,3,83.56164383561644,146,122,4.794520547945211,-4.794520547945211
srt_h4096,16,4,84.6590909090909,176,149,8.52272727272728,-8.52272727272728
srt_h4096,16,5,82.03125,128,105,8.59375,-8.59375
srt_h4096,16,6,80.83333333333333,120,97,7.5,-7.5
srt_h4096,16,7,84.34782608695652,115,97,5.217391304347828,-5.217391304347828
srt_h4096,16,8,87.96992481203007,133,117,5.26315789473685,-5.26315789473685
srt_h4096,16,9,81.34328358208955,134,109,8.955223880597018,-8.955223880597018
srt_h4096,16,10,81.15942028985508,138,112,4.347826086956516,-4.347826086956516
srt_h4096,16,11,81.0,100,81,8.0,-8.0
srt_h4096,16,12,80.17241379310344,116,93,9.482758620689665,-9.482758620689665
srt_h4096,16,13,85.03937007874016,127,108,5.511811023622045,-5.511811023622045
srt_h4096,16,14,85.60606060606061,132,113,4.545454545454547,-4.545454545454547
srt_h4096,16,15,79.3103448275862,116,92,7.758620689655174,-7.758620689655174
srt_h4096,16,16,84.9624060150376,133,113,,
srt_h4096,17,1,83.05084745762711,118,98,11.864406779661024,-11.864406779661024
srt_h4096,17,2,84.61538461538461,130,110,4.615384615384613,-3.07692307692308
srt_h4096,17,3,78.76712328767124,146,115,9.589041095890408,-9.589041095890408
srt_h4096,17,4,86.36363636363636,176,152,6.818181818181827,-6.818181818181827
srt_h4096,17,5,82.03125,128,105,8.59375,-8.59375
srt_h4096,17,6,81.66666666666667,120,98,6.666666666666657,-6.666666666666657
srt_h4096,17,7,81.73913043478261,115,94,7.826086956521735,-7.826086956521735
srt_h4096,17,8,87.96992481203007,133,117,5.26315789473685,-5.26315789473685
srt_h4096,17,9,80.59701492537313,134,108,9.701492537313442,-9.701492537313442
srt_h4096,17,10,80.43478260869566,138,111,5.072463768115938,-5.072463768115938
srt_h4096,17,11,84.0,100,84,5.0,-5.0
srt_h4096,17,12,81.89655172413794,116,95,7.758620689655174,-7.758620689655174
srt_h4096,17,13,83.46456692913385,127,106,7.086614173228355,-7.086614173228355
srt_h4096,17,14,87.12121212121212,132,115,3.030303030303031,-3.030303030303031
srt_h4096,17,15,80.17241379310344,116,93,6.896551724137936,-6.896551724137936
srt_h4096,17,16,77.44360902255639,133,103,7.518796992481214,-7.518796992481214
srt_h4096,17,17,90.47619047619048,126,114,,
srt_h4096,18,1,83.89830508474576,118,99,11.01694915254238,-11.01694915254238
srt_h4096,18,2,85.38461538461539,130,111,3.8461538461538396,-2.3076923076923066
srt_h4096,18,3,77.3972602739726,146,113,10.958904109589042,-10.958904109589042
srt_h4096,18,4,84.6590909090909,176,149,8.52272727272728,-8.52272727272728
srt_h4096,18,5,82.8125,128,106,7.8125,-7.8125
srt_h4096,18,6,77.5,120,93,10.833333333333329,-10.833333333333329
srt_h4096,18,7,83.47826086956522,115,96,6.0869565217391255,-6.0869565217391255
srt_h4096,18,8,87.21804511278195,133,116,6.015037593984971,-6.015037593984971
srt_h4096,18,9,78.35820895522389,134,105,11.940298507462686,-11.940298507462686
srt_h4096,18,10,81.15942028985508,138,112,4.347826086956516,-4.347826086956516
srt_h4096,18,11,77.0,100,77,12.0,-12.0
srt_h4096,18,12,77.58620689655173,116,90,12.06896551724138,-12.06896551724138
srt_h4096,18,13,84.25196850393701,127,107,6.2992125984252,-6.2992125984252
srt_h4096,18,14,87.87878787878788,132,116,2.2727272727272805,-2.2727272727272805
srt_h4096,18,15,81.03448275862068,116,94,6.0344827586206975,-6.0344827586206975
srt_h4096,18,16,79.69924812030075,133,106,5.26315789473685,-5.26315789473685
srt_h4096,18,17,88.0952380952381,126,111,2.3809523809523796,-2.3809523809523796
srt_h4096,18,18,94.33962264150944,106,100,,
srt_h4096,19,1,79.66101694915254,118,94,15.254237288135599,-15.254237288135599
srt_h4096,19,2,83.07692307692308,130,108,6.153846153846146,-4.615384615384613
srt_h4096,19,3,79.45205479452055,146,116,8.904109589041099,-8.904109589041099
srt_h4096,19,4,85.22727272727273,176,150,7.954545454545453,-7.954545454545453
