job,seed,phase,epoch,lora_learning_rate,head_learning_rate,training_accuracy,training_nll,training_presentations,optimizer_steps,training_batch_wall_seconds,evaluation_wall_seconds,fit_probe_accuracy,fit_probe_nll,validation_accuracy,validation_nll,stale_epochs,rate_reductions,model_sha256,epoch_hash
development,1993,development,46,4.000000000000001e-06,8.000000000000002e-05,89.14583333333333,0.45761658921837806,19200,300,55.953659573569894,16.667657727375627,99.609375,0.022352138589920856,76.72916666666667,1.1882417661554312,11,3,a486569cb57234eeaabe09bf85e0861ffc51b09365e4ad67cd5a7cf72dae437e,e732919b4bbacc2ee73542dcdd669e4f9fc3f9a91581483b24675eb222615b75
development,1993,development,47,4.000000000000001e-06,8.000000000000002e-05,89.42708333333333,0.43921999506652354,19200,300,56.843481762334704,16.542405921965837,99.70703125,0.022230619458832448,76.625,1.1872889508653122,12,3,a67db7e685d027945b0cf3bfd2c4145bc6454183e54fb5fef5613a7eaa9c7062,02bb2bdf93e4598a91edb64e84e24798eac8535b2dd2e9c0668fada4199159d0
seed_1993,1993,full_data_refit,1,0.0005,0.01,49.025,2.5123827015558877,24000,375,72.02274063788354,5.352776048704982,80.517578125,0.8087542904577794,,,0,0,18ce8e8b5364d438aa626564bd85adc493b0643704af04afb938d2e7bccc18a7,40bfd77cd76c41e6705df728fbefe937246eb3d5af9023b7a983df200ff82df1
seed_1993,1993,full_data_refit,2,0.0005,0.01,69.43333333333334,1.3628934812545777,24000,375,70.02365757897496,5.309219490736723,87.939453125,0.5000895802192594,,,0,0,51ac624e196872bc27c114a153cf2b2ef3646f0b179bd226a54eca33ce3bd546,5654cac31ccfca6d77233417a556200b16f11b472a3bb57702a57a9455573eb3
seed_1993,1993,full_data_refit,3,0.0005,0.01,74.11666666666666,1.1268822577794393,24000,375,69.41483918018639,5.511583613231778,91.259765625,0.34170554948174653,,,0,0,fe7978f527dbffb78b69df515b954adf6e52da9e795e870eb77f9207d5917489,ff7486d2460369aff03800807975a6b0e53c9032b13b39c4cb44c1f8acef8aca
seed_1993,1993,full_data_refit,4,0.0005,0.01,76.77916666666667,0.9948206872145335,24000,375,71.71969236247241,5.456449268385768,92.96875,0.2732535875742963,,,0,0,fef2a473fae9a709f65b53cf431b4f8df77fdcffee3527789e7b22e15ba8962f,d10ac5206dfe2d62066dfb3ee4a06504910b1446ce3dc87903486899b8848f30
seed_1993,1993,full_data_refit,5,0.0005,0.01,78.77916666666667,0.9023307711283366,24000,375,72.8161002509296,5.317765295505524,94.189453125,0.21335789325477728,,,0,0,3039ebcebe353e3cd34c499dfdd32b59743726f8d167180cc2614c3b6b273244,55ceb6c1b480f6bb18c8e6846607bb422e57e9fba539e234dbe60e4fff292cf6
seed_1993,1993,full_data_refit,6,0.0005,0.01,79.6625,0.856306623061498,24000,375,71.66057433001697,5.36770461127162,95.703125,0.1683145723016811,,,0,0,8e2f665e155b4b557f66c9c0513bbefab9f8fcb60080d604607f1668c249e022,a06dab9a82d94762f425d2db749cfd436ecb70257132c54a75de32eb460a3382
seed_1993,1993,full_data_refit,7,0.0005,0.01,81.29583333333333,0.7904734346071879,24000,375,72.11063743941486,5.5530846696347,95.8984375,0.1503513387414417,,,0,0,4ea19bfad141eadc4d35aee37d63aabcc0d04259a7f256315ef073911c79b164,70a4017ec18fe864ae9b252ad7b3619ce2c44658f2fd7aa55e504bfe3369ab71
seed_1993,1993,full_data_refit,8,0.0005,0.01,82.00416666666666,0.7515008696715038,24000,375,66.46778475120664,4.991225926205516,96.435546875,0.12444441583115243,,,0,0,b331c48767d53b7085e18c1bf86f1ac8f0fa178c1114d073109e601ece7f0f30,7ccff83388c33045f927eca2e763034ed9be450abad9d634750e13afd0f224f1
seed_1993,1993,full_data_refit,9,0.0005,0.01,82.58333333333333,0.7261496824820837,24000,375,63.10433712229133,5.008883843198419,97.16796875,0.10510745601270564,,,0,0,3f08cbbb5537072ab2a9923bdaa16ce8fbb436da5160dee81148f7b617e4ba88,38b716d5c3fce740c0c2181c5fc5ef7c5bfb3249b8c72a374bfeaf6e63b4c4d3
seed_1993,1993,full_data_refit,10,0.0005,0.01,83.22916666666667,0.7021431849002838,24000,375,62.396146308630705,4.886892408132553,97.119140625,0.1093395739895502,,,0,0,eab5cb0b944b6413d37bdc527e17994aaf1303a415f63e6a47719d20935d39a4,91455d268b04a6b81d5d245c7269a6dcc62999cdd037121f78e7c2cdedf1a1e8
seed_1993,1993,full_data_refit,11,0.0005,0.01,83.86666666666666,0.673955716808637,24000,375,70.90913259424269,5.257923811674118,97.021484375,0.10747189938242373,,,0,0,c69c60f637b6d57579a0680f2815bc8d98779ea7f78e64a78cdf2b3caa4c9386,13e44ba4309a1ebdd8a49c560ac992b16ccfe1ac5a47cc9c380121e021924355
seed_1993,1993,full_data_refit,12,0.0001,0.002,85.5125,0.6087671434481938,24000,375,71.48733221553266,5.375476939603686,97.65625,0.07675716645435482,,,0,0,71cb388fe8ea7c875a1dcad72c4a69c111bd74c80d84b4bf1bd7c270857e1679,dbcf5271877fbce2cbe9edb05171809c909df16aa9b69270d3c252792e797d1b
seed_1993,1993,full_data_refit,13,0.0001,0.002,86.175,0.581022235194842,24000,375,71.83445904776454,5.484066538512707,98.046875,0.06601654979105065,,,0,0,8ac96ce31197add0d2437fe2dce33ee346cf44c90cbc2170a2f4e1ab97a3c3c2,968be2756700f96531ec8cbc7ba84847559c17528c3adcf3890006b028fb3a1c
seed_1993,1993,full_data_refit,14,0.0001,0.002,86.25416666666666,0.57742278500398,24000,375,72.0735462680459,5.435534480959177,98.2421875,0.05972297033537148,,,0,0,fc7bbf977c4ee05a99329697dd7a4d217b71257800e90c9b182b16bbbdf28da4,8e12254ccfd9770bc1dd9796232107cc42158248d63300a02933027e853305eb
seed_1993,1993,full_data_refit,15,0.0001,0.002,86.85,0.5573610449632009,24000,375,72.38989457115531,5.219020035117865,98.291015625,0.06014723983468066,,,0,0,ea4b9005ea4c398d11b83224e8f75e9bef2e5802c8fcde88174ee62fd18ba314,bbd83ce9742b64d7bb46261a4669a4a67793b8f7e6dae92fb567c3b3f9b80b23
seed_1993,1993,full_data_refit,16,0.0001,0.002,86.525,0.5622664261658986,24000,375,71.59493531472981,5.352777034044266,98.486328125,0.05595113374393815,,,0,0,75b0ae5f8151b765de88a38cd92808b0e3806a00f563f4dfb01fbcb44c454500,c44e1ef94a51f9c566f541013ed264fc53b42bef7f96c62adf8114532465e76a
seed_1993,1993,full_data_refit,17,0.0001,0.002,87.1125,0.545290148417155,24000,375,72.74455684423447,5.3056930154562,98.53515625,0.05103580897696104,,,0,0,a973bb815ad1000d16537bbbab2b796d2ca355879e94650976be114f5139c6ee,82c07babbca329b63b5b427d62e2453e57388c5984ee23db5312226921667079
seed_1993,1993,full_data_refit,18,0.0001,0.002,87.30416666666666,0.5358595374425252,24000,375,62.98115988448262,4.992135789245367,98.828125,0.04646272069439779,,,0,0,2863688964d2bc9cfe892ff14fcab50fb3b4f50b86ad341cac1124e62d386a46,1b419ea770fb48dec6d1fcacafa3d1381243f55f5f6e26a3b2d439da71cb9b4e
seed_1993,1993,full_data_refit,19,0.0001,0.002,87.0875,0.5468682789206505,24000,375,64.13676741719246,5.1448396276682615,98.779296875,0.04411992732623274,,,0,0,7d6299c2af75daa0d71857554a50a73aa17363d36fb5b118dded5c28ac360d3f,2f866e3ed58fff50cd7a9980b23e7c3cc58dc7a46d455450f8440d07b5600753
seed_1993,1993,full_data_refit,20,0.0001,0.002,87.325,0.529494761188825,24000,375,68.1149780806154,5.376774679869413,98.876953125,0.04350517018062512,,,0,0,2d21c15b14bede5c6198f6cc30e93f8d6b62bc29f00e0b9ca693c14db5b0dd22,1da3312aeef2b719ef1722cf13d559fc717819d3317e566971b87517327371e4
seed_1993,1993,full_data_refit,21,0.0001,0.002,87.24166666666666,0.5374721860885621,24000,375,72.1787138916552,5.242269761860371,98.876953125,0.043192959170953685,,,0,0,c5d873e8dfc0907e0529c52483c2d33efba701007d65a498ce0311456e2893aa,2d92b5908c12297e1e48f11f9a8edb8747cc785e769119e19298865e0604a330
seed_1993,1993,full_data_refit,22,0.0001,0.002,87.4875,0.5254984741210937,24000,375,71.70899405516684,5.3809458669275045,98.779296875,0.04224053465761434,,,0,0,b8463b13de990adbe5d48e48032a3a4676f2e4c3c95c80f81dddac53def97a1f,35a80bf7fdd9b42fd7bc72b75a62d448a181e8dc466aab1ec27856f1ac8d3dc0
seed_1993,1993,full_data_refit,23,0.0001,0.002,87.39166666666667,0.5252290663719177,24000,375,73.06655808724463,5.279024060815573,99.12109375,0.04224583736480875,,,0,0,3ba06b411cd2e37050c28261cd80c1938b2e115fe71dc93f30e29c85e03eb67e,cb6a0611167a9856dba5a1d1cfd3b144950ac7a10a7401c3bf0064e0a4378264
seed_1993,1993,full_data_refit,24,0.0001,0.002,87.37083333333334,0.5222296961545945,24000,375,71.77699697576463,5.411698324605823,99.0234375,0.039599696495774606,,,0,0,f16c910d800008f8fbebf3c8e7be7dd7a1bec4de503f38805ab38243592d6ff1,6748c9ded1babbe3b0edb56a012c137f29e9379ab0db0645027a0ed0764671b4
seed_1993,1993,full_data_refit,25,0.0001,0.002,87.5875,0.5204481204748154,24000,375,72.89609861373901,5.430417498573661,99.51171875,0.034704590624452886,,,0,0,60dbd08ee76dc9a6d9d9f9275f1681258383ed20391ec8fc5cf352a9004ef841,6896ffdfd10a6072fadb183ce6bcee636caade3ee071e07b9901e9e59d9f301c
seed_1993,1993,full_data_refit,26,0.0001,0.002,87.68333333333334,0.5178585206270218,24000,375,71.4436956923455,5.486839050427079,99.365234375,0.03596981426521897,,,0,0,cb50249f27fb2d45b1b99a11cefe928c4a4f39aaa2c4b7c931754a6636ee3153,d1e699fdd6279d3da2fa253e15ae4aaeaa8a3815f1d8f3ee3c630f74ffb80596
seed_1993,1993,full_data_refit,27,0.0001,0.002,87.72916666666667,0.512938447256883,24000,375,72.8566102925688,5.393114531412721,99.51171875,0.03514591405595492,,,0,0,2e52729b45e93ca471b776986e117e37dd10e0c0214f7160d9ce2831141a6662,2211cae16b1d47bbbdc8c24ffe3ea95f91bf9b6ccde66251314d7fa15f1567bb
seed_1993,1993,full_data_refit,28,2.0000000000000005e-05,0.0004000000000000001,87.99166666666666,0.5063280200958252,24000,375,71.3489887882024,5.053642984479666,99.560546875,0.033048269357523065,,,0,0,77aef39ea7786a849529c9c9ef9d80fc175aa97719ca81090d1477a859314bba,7703cf735eb81276898bb365afaf65fa3b902fbb60ddee932206d367ff024075
