live_nodes,persistent_logt_accuracy,persistent_minus_joint_iid_pp,stage,stage_matched_joint_iid_accuracy,true_node_minus_joint_iid_pp,true_node_oracle_accuracy
1,90.72580933570862,2.0161330699920654,2,88.70967626571655,0.0,88.70967626571655
1,86.49122714996338,0.8771896362304688,4,85.61403751373291,0.0,85.61403751373291
1,85.08442640304565,0.28142333030700684,8,84.80300307273865,0.0,84.80300307273865
1,81.32880926132202,-1.0669231414794922,16,82.39573240280151,0.0,82.39573240280151
1,79.84179854393005,-0.43378472328186035,32,80.27558326721191,0.0,80.27558326721191
