effective_batch_size,epoch,family,gradient_norm_mean,image_presentations,learning_rate,optimizer_steps,peak_learning_rate,role,schedule,seed,train_objective_accuracy,train_objective_nll,validation_accuracy,validation_nll,wall_seconds
512,23,macro,0.06418156363846113,280462,0.00018340241951134598,552,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.003734426008045859,76.77927189242375,1.13640952931345,876.680568035692
512,24,macro,0.06759866028248022,292656,0.0001737388469528936,576,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.00393365957276712,76.54968842243359,1.1389215043350376,914.5653485693038
512,25,macro,0.05761175777297467,304850,0.000163977858807811,600,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.003101557722947276,76.68087897671367,1.1397519147603306,953.0760602746159
512,26,macro,0.06229621218517423,317044,0.0001541622123462145,624,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.0036872575884082776,76.5824860610036,1.140797729842504,991.332878228277
512,27,macro,0.059026962999875345,329238,0.0001443349042648412,648,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.0034767465159719806,76.7136766152837,1.138475391191512,1029.2820824570954
512,28,macro,0.061857438956697784,341432,0.00013453898234327112,672,0.0003,screening,warmup_cosine,1993,99.86878792848943,0.0033153436390008814,76.7136766152837,1.1426822803731276,1066.499329380691
512,29,macro,0.05714236964316418,353626,0.00012481735687638575,696,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.003111699037284407,76.74647425385372,1.1434600106924626,1103.1005824003369
512,30,macro,0.06063294759951532,365820,0.00011521261270906778,720,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.0030330288150143543,76.77927189242375,1.1446620769757214,1140.8656614590436
512,31,macro,0.05134487284036974,378014,0.0001057668226965096,744,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.0027087736720234836,76.61528369957362,1.1441789253612704,1178.0261959005147
512,32,macro,0.05044690507929772,390208,9.652136340725387e-05,768,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.002580168962048491,76.81206953099377,1.1442625371695894,1214.9411526676267
512,33,macro,0.05025359101515884,402402,8.751673387626589e-05,792,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.00237215896776627,76.68087897671367,1.145720896309577,1252.5856636036187
512,34,macro,0.0546303924638778,414596,7.879237820197431e-05,816,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.0025313956455576708,76.61528369957362,1.148670904673135,1289.9756977949291
512,35,macro,0.057929192727897316,426790,7.038651276438212e-05,840,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.0027081773420699565,76.7136766152837,1.1488699758197487,1327.505983941257
512,36,macro,0.05257564965480318,438984,6.233595882110561e-05,864,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.0026531674264786143,76.8448671695638,1.14782453232337,1364.4983934797347
512,37,macro,0.052443332717909165,451178,5.467598121464052e-05,888,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.002364975850426097,76.7136766152837,1.1492784286804298,1401.3760910332203
512,38,macro,0.04081976667900259,463372,4.744013389738787e-05,912,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.0021175496770218395,76.81206953099377,1.148532244368591,1438.9997825324535
512,39,macro,0.047524731140583754,475566,4.066011295110356e-05,936,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.002092328358228351,76.77927189242375,1.1494998813027357,1476.6355668921024
512,40,macro,0.04592399811372161,487760,3.436561774461048e-05,960,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.0021269803499225242,76.77927189242375,1.1493303768749743,1513.5039837397635
512,41,macro,0.05303836730308831,499954,2.858422083795997e-05,984,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.0022154567338256185,76.64808133814365,1.1507508517797362,1551.5909048523754
512,42,macro,0.0414696167766427,512148,2.334124720291866e-05,1008,0.0003,screening,warmup_cosine,1993,99.9261932097753,0.0019666919830257194,76.77927189242375,1.1510633429217314,1589.1603993847966
512,43,macro,0.044941376972322665,524342,1.865966328884548e-05,1032,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.002074608015626967,76.77927189242375,1.1515871124918167,1626.3601097036153
512,44,macro,0.04139526461949572,536536,1.4559976419897768e-05,1056,0.0003,screening,warmup_cosine,1993,99.91799245530589,0.002047184355555743,76.7136766152837,1.1512149449214266,1663.3119100481272
512,45,macro,0.04014221935843428,548730,1.1060144964249296e-05,1080,0.0003,screening,warmup_cosine,1993,99.91799245530589,0.0019259127081467007,76.7136766152837,1.151445999971254,1700.348069280386
512,46,macro,0.04661234458520388,560924,8.175499668816953e-06,1104,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.002060727885810786,76.77927189242375,1.1513124042434668,1737.8643248565495
512,47,macro,0.04409198856834943,573118,5.918676504083856e-06,1128,0.0003,screening,warmup_cosine,1993,99.9261932097753,0.0019488990824985488,76.77927189242375,1.1518106970407018,1775.5195089597255
512,48,macro,0.04025705090801542,585312,4.2995613131865e-06,1152,0.0003,screening,warmup_cosine,1993,99.94259471871412,0.0018760002556835723,76.74647425385372,1.1517887822367316,1812.495527273044
512,49,macro,0.04778790667963525,597506,3.3252465077268985e-06,1176,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.0019750113132959196,76.81206953099377,1.1515455224076894,1850.4162502456456
512,50,macro,0.03400253314369669,609700,2.9999999999999997e-06,1200,0.0003,screening,warmup_cosine,1993,99.95899622765295,0.0018220458907417846,76.81206953099377,1.1519699772290224,1887.60890593566
64,1,macro,10.341402927618375,12194,1.198744769874477e-05,191,3e-05,replication,warmup_cosine,1994,4.453009676890274,4.985867633416024,19.38340439488357,3.958800208572483,37.415227353572845
64,2,macro,8.965992612988536,24388,2.397489539748954e-05,382,3e-05,replication,warmup_cosine,1994,41.80744628505823,2.8289145190774057,56.60872417185963,1.9952369457231112,75.15517865121365
64,3,macro,7.398242361258462,36582,2.9992131295810863e-05,573,3e-05,replication,warmup_cosine,1994,68.12366737739872,1.4517560082614394,67.66152836995737,1.3853291542501127,112.59109650552273
64,4,macro,6.364485895446458,48776,2.992771919828529e-05,764,3e-05,replication,warmup_cosine,1994,79.50631458094145,0.9058322201053569,71.33486388979993,1.198924736806157,147.98137188702822
64,5,macro,5.592424431396404,60970,2.9798666529598673e-05,955,3e-05,replication,warmup_cosine,1994,86.71477775955388,0.6117703678843739,72.84355526402099,1.1356359977884816,185.33234302140772
64,6,macro,4.862454987321224,73164,2.960553779081519e-05,1146,3e-05,replication,warmup_cosine,1994,91.70903723142528,0.41768853469268014,73.17153164972122,1.0995766629387644,222.7985185496509
64,7,macro,4.084224825130083,85358,2.934917776398917e-05,1337,3e-05,replication,warmup_cosine,1994,95.5223880597015,0.278410930173679,73.30272220400131,1.1005718898053793,260.1515978127718
64,8,macro,3.2920605515310277,97552,2.903070781692674e-05,1528,3e-05,replication,warmup_cosine,1994,97.77759553878957,0.18082869716681516,73.8602820596917,1.0900957377162594,298.0338548962027
64,9,macro,2.4423734530104393,109746,2.865152099810848e-05,1719,3e-05,replication,warmup_cosine,1994,98.98310644579301,0.11245317777414995,74.54903246966218,1.088198694646378,334.4505820386112
64,10,macro,1.734064122769221,121940,2.821327594322887e-05,1910,3e-05,replication,warmup_cosine,1994,99.61456453993767,0.06917429014329189,74.74581830108232,1.0979981639808263,371.4391217920929
64,11,macro,1.2197050017680173,134134,2.771788962000639e-05,2101,3e-05,replication,warmup_cosine,1994,99.7867803837953,0.04361810138895411,75.17218760249263,1.113513964049032,409.40943910740316
64,12,macro,0.8285271258566392,146328,2.7167528942999975e-05,2292,3e-05,replication,warmup_cosine,1994,99.86878792848943,0.028140000061693985,75.10659232535258,1.1229213465624617,446.17352912016213
64,13,macro,0.5925052980477897,158522,2.6564601295110107e-05,2483,3e-05,replication,warmup_cosine,1994,99.8523864195506,0.019350763674894474,75.20498524106264,1.11994669968357,483.49556159228086
64,14,macro,0.43239313496657067,170716,2.591174399722545e-05,2674,3e-05,replication,warmup_cosine,1994,99.86058717402001,0.01538494894577672,75.53296162676287,1.1224465762720455,520.6940855439752
64,15,macro,0.3583428256252673,182910,2.521181277207667e-05,2865,3e-05,replication,warmup_cosine,1994,99.87698868295884,0.012643946787167988,75.27058051820269,1.1262311550702138,556.924475248903
64,16,macro,0.3122264982752151,195104,2.4467869252758838e-05,3056,3e-05,replication,warmup_cosine,1994,99.89339019189765,0.01069171492811381,75.76254509675303,1.1298189535419367,594.6536155566573
64,17,macro,0.2988795559677778,207298,2.368316759056248e-05,3247,3e-05,replication,warmup_cosine,1994,99.88518943742824,0.010752384958256263,75.46736634962282,1.1387773265444516,631.3096326235682
64,18,macro,0.28987689456702526,219492,2.2861140220693262e-05,3438,3e-05,replication,warmup_cosine,1994,99.86058717402001,0.009590547789075794,75.53296162676287,1.1400709818448735,668.6453760545701
64,19,macro,0.2624711338528164,231686,2.2005382848143616e-05,3629,3e-05,replication,warmup_cosine,1994,99.86878792848943,0.009670737817362916,75.72974745818301,1.1446362711555178,706.0554014891386
64,20,macro,0.22925553322618544,243880,2.1119638719391226e-05,3820,3e-05,replication,warmup_cosine,1994,99.86878792848943,0.006995070385350269,75.59855690390292,1.1493481692035459,743.0017192494124
64,21,macro,0.21116437618645073,256074,2.0207782248722674e-05,4011,3e-05,replication,warmup_cosine,1994,99.8523864195506,0.007062346696345282,75.50016398819285,1.1460289697093469,780.3117773123085
64,22,macro,0.18516287400694417,268268,1.9273802070804118e-05,4202,3e-05,replication,warmup_cosine,1994,99.89339019189765,0.005981911014724564,75.76254509675303,1.153369692123378,817.7479118816555
64,23,macro,0.18168744460450417,280462,1.8321783593630093e-05,4393,3e-05,replication,warmup_cosine,1994,99.89339019189765,0.005997597604222585,75.79534273532306,1.1534729429290662,854.0186931490898
64,24,macro,0.20432484163585757,292656,1.735589112816732e-05,4584,3e-05,replication,warmup_cosine,1994,99.8523864195506,0.006680999072786431,75.79534273532306,1.1680011442740577,891.0827992688864
64,25,macro,0.16061916116488542,304850,1.6380349672861747e-05,4775,3e-05,replication,warmup_cosine,1994,99.90979170083648,0.005244443509272519,75.59855690390292,1.1586892555564612,927.5579310711473
64,26,macro,0.1577757189528168,317044,1.5399426432687053e-05,4966,3e-05,replication,warmup_cosine,1994,99.88518943742824,0.005289867029085264,75.66415218104297,1.1703423587327395,964.7814347241074
64,27,macro,0.1669207932476286,329238,1.4417412153573582e-05,5157,3e-05,replication,warmup_cosine,1994,99.89339019189765,0.005581297160016136,75.46736634962282,1.1678246335148146,1002.1430356279016
64,28,macro,0.14011169195721287,341432,1.3438602353864769e-05,5348,3e-05,replication,warmup_cosine,1994,99.90159094636707,0.004326775198356624,75.50016398819285,1.177027446162548,1039.0299531370401
64,29,macro,0.13489709367380717,353626,1.246727853489801e-05,5539,3e-05,replication,warmup_cosine,1994,99.89339019189765,0.003836799414798786,75.63135454247295,1.1771813152109298,1076.0439072400331
64,30,macro,0.1324945142911991,365820,1.1507689452898662e-05,5730,3e-05,replication,warmup_cosine,1994,99.89339019189765,0.004311298393354624,75.69694981961298,1.1814751654775388,1112.672294549644
64,31,macro,0.13086800305514124,378014,1.0564032534107421e-05,5921,3e-05,replication,warmup_cosine,1994,99.88518943742824,0.003714257055410542,75.59855690390292,1.1823316281957679,1149.7920882534236
64,32,macro,0.13222471415918535,390208,9.640435514434826e-06,6112,3e-05,replication,warmup_cosine,1994,99.87698868295884,0.004148506856226659,75.89373565103313,1.1862453149161833,1186.9836015067995
64,33,macro,0.11195078365387717,402402,8.740938383954665e-06,6303,3e-05,replication,warmup_cosine,1994,99.90979170083648,0.00358095417574857,75.5657592653329,1.1881509645136117,1224.0967152472585
64,34,macro,0.12955551950446287,414596,7.86947571521442e-06,6494,3e-05,replication,warmup_cosine,1994,99.86878792848943,0.00398287807153017,75.59855690390292,1.1873796887771542,1260.838525885716
64,35,macro,0.1291403696038492,426790,7.02985945266216e-06,6685,3e-05,replication,warmup_cosine,1994,99.87698868295884,0.0036546500839325998,75.5657592653329,1.1951684398156925,1298.0949112474918
64,36,macro,0.11388785568558421,438984,6.225762238472163e-06,6876,3e-05,replication,warmup_cosine,1994,99.89339019189765,0.0031590177345338444,75.5657592653329,1.1943854635056608,1335.4349040612578
64,37,macro,0.11739781123454346,451178,5.460701347705414e-06,7067,3e-05,replication,warmup_cosine,1994,99.87698868295884,0.003258558048544232,75.66415218104297,1.1942392175961574,1372.4880777485669
64,38,macro,0.11330337937511699,463372,4.738023303075506e-06,7258,3e-05,replication,warmup_cosine,1994,99.87698868295884,0.0030339181335202704,75.82814037389308,1.1935752888670434,1410.0316837094724
64,39,macro,0.11273185800546438,475566,4.06088923661802e-06,7449,3e-05,replication,warmup_cosine,1994,99.87698868295884,0.002944831879818969,75.76254509675303,1.1938809213109702,1446.7974712215364
64,40,macro,0.1116313077606924,487760,3.4322610622941696e-06,7640,3e-05,replication,warmup_cosine,1994,99.86878792848943,0.0029959552343192405,75.66415218104297,1.197682300291127,1484.7060052454472
64,41,macro,0.10198908487422616,499954,2.8548885200124567e-06,7831,3e-05,replication,warmup_cosine,1994,99.86878792848943,0.0025125903752430045,75.66415218104297,1.1968857429581965,1521.7818812113255
64,42,macro,0.10290488370094468,512148,2.331297147740224e-06,8022,3e-05,replication,warmup_cosine,1994,99.89339019189765,0.0025260284413504606,75.63135454247295,1.1985392096629883,1559.4483763892204
64,43,macro,0.1041472070309192,524342,1.8637772343173416e-06,8213,3e-05,replication,warmup_cosine,1994,99.90159094636707,0.00256688030348345,75.66415218104297,1.1981088244825084,1598.0281696897
64,44,macro,0.10294046377792408,536536,1.454373801294651e-06,8404,3e-05,replication,warmup_cosine,1994,99.87698868295884,0.002476585875266064,75.69694981961298,1.1985074547166783,1635.2882759161294
64,45,macro,0.0948717418999572,548730,1.1048776576184352e-06,8595,3e-05,replication,warmup_cosine,1994,99.91799245530589,0.0022196380529361454,75.69694981961298,1.1987790338873434,1672.3631409648806
64,46,macro,0.10174865495042963,560924,8.168175662894446e-07,8786,3e-05,replication,warmup_cosine,1994,99.86878792848943,0.002450768607785433,75.69694981961298,1.1987049744613212,1708.7129537947476
64,47,macro,0.09418306656727927,573118,5.914535572610407e-07,8977,3e-05,replication,warmup_cosine,1994,99.88518943742824,0.002203087337841768,75.63135454247295,1.1995162113098365,1746.0528509188443
64,48,macro,0.09535451853618572,585312,4.2977141582710116e-07,9168,3e-05,replication,warmup_cosine,1994,99.90159094636707,0.0022269397147937115,75.5657592653329,1.1995464411279184,1783.3131396640092
64,49,macro,0.09182936609454492,597506,3.324783706085385e-07,9359,3e-05,replication,warmup_cosine,1994,99.91799245530589,0.002128678295325701,75.66415218104297,1.1996179532519948,1820.2569271735847
64,50,macro,0.09291760662463323,609700,3.0000000000000004e-07,9550,3e-05,replication,warmup_cosine,1994,99.88518943742824,0.002201982105249496,75.66415218104297,1.200181761504236,1858.8048379048705
64,1,macro,10.378543004939694,12194,1.198744769874477e-05,191,3e-05,replication,warmup_cosine,1995,4.379202886665573,5.02693819706413,18.268284683502788,3.983566589455559,37.177823048084974
64,2,macro,9.04041695469961,24388,2.397489539748954e-05,382,3e-05,replication,warmup_cosine,1995,41.36460554371002,2.8439579432335607,57.035093473269924,2.006052749748893,74.82282010279596
64,3,macro,7.424026918660908,36582,2.9992131295810863e-05,573,3e-05,replication,warmup_cosine,1995,67.94325077907168,1.462051732590575,67.75992128566743,1.4151684106393265,112.29104614257812
64,4,macro,6.391738889105033,48776,2.992771919828529e-05,764,3e-05,replication,warmup_cosine,1995,78.99786780383795,0.9209879866893006,70.97408986552968,1.2398993484932463,150.3382753301412
64,5,macro,5.612403737312836,60970,2.9798666529598673e-05,955,3e-05,replication,warmup_cosine,1995,86.38674758077744,0.6220689874917772,73.0075434568711,1.154099369017794,187.78670042939484
64,6,macro,4.888650298118591,73164,2.960553779081519e-05,1146,3e-05,replication,warmup_cosine,1995,91.52862063309824,0.4234297810880321,73.69629386684159,1.1171527248243693,225.02055541798472
64,7,macro,4.070095743808447,85358,2.934917776398917e-05,1337,3e-05,replication,warmup_cosine,1995,95.25176316221092,0.2800855177903891,73.9914726139718,1.1001522668505075,262.4354108069092
64,8,macro,3.2092493229511523,97552,2.903070781692674e-05,1528,3e-05,replication,warmup_cosine,1995,97.91700836476956,0.17807464241218973,73.9914726139718,1.108180554353358,299.40091792307794
64,9,macro,2.396858599173461,109746,2.865152099810848e-05,1719,3e-05,replication,warmup_cosine,1995,99.08971625389536,0.1096795875947554,74.68022302394228,1.1036529428413868,336.7811596095562
64,10,macro,1.663993442401836,121940,2.821327594322887e-05,1910,3e-05,replication,warmup_cosine,1995,99.6391668033459,0.0670281366694261,74.81141357822237,1.1148016564609107,374.2222743500024
64,11,macro,1.154010283697338,134134,2.771788962000639e-05,2101,3e-05,replication,warmup_cosine,1995,99.73757585697884,0.0425735371062379,74.64742538537226,1.12439703386156,411.1790674701333
64,12,macro,0.7709388029200869,146328,2.7167528942999975e-05,2292,3e-05,replication,warmup_cosine,1995,99.83598491061177,0.026835659673727398,75.04099704821253,1.1091895061228931,448.9387443866581
64,13,macro,0.554395473986396,158522,2.6564601295110107e-05,2483,3e-05,replication,warmup_cosine,1995,99.86058717402001,0.019033024247325756,75.27058051820269,1.1169002479160368,486.2633333802223
64,14,macro,0.42515884277396176,170716,2.591174399722545e-05,2674,3e-05,replication,warmup_cosine,1995,99.86878792848943,0.015344078020324507,75.30337815677271,1.115829489042658,523.6026918180287
64,15,macro,0.3491638484971686,182910,2.521181277207667e-05,2865,3e-05,replication,warmup_cosine,1995,99.89339019189765,0.012216391202874393,75.76254509675303,1.1194726187661266,560.9029224421829
64,16,macro,0.30829517742258095,195104,2.4467869252758838e-05,3056,3e-05,replication,warmup_cosine,1995,99.87698868295884,0.010253153903886727,75.89373565103313,1.126664076292464,597.9111568387598
64,17,macro,0.332033434736479,207298,2.368316759056248e-05,3247,3e-05,replication,warmup_cosine,1995,99.81958340167296,0.011211504608915734,75.50016398819285,1.1261863370690826,636.1231455858797
64,18,macro,0.26180576677409767,219492,2.2861140220693262e-05,3438,3e-05,replication,warmup_cosine,1995,99.8523864195506,0.00956463202777917,75.82814037389308,1.136210157895487,673.940753897652
64,19,macro,0.2568414307623634,231686,2.2005382848143616e-05,3629,3e-05,replication,warmup_cosine,1995,99.86058717402001,0.008194662331166142,75.95933092817317,1.1319418256890386,712.1937437281013
64,20,macro,0.1907752701983402,243880,2.1119638719391226e-05,3820,3e-05,replication,warmup_cosine,1995,99.90979170083648,0.006477901549227456,76.02492620531322,1.1505514228097646,750.6085493844002
64,21,macro,0.20364887359020598,256074,2.0207782248722674e-05,4011,3e-05,replication,warmup_cosine,1995,99.90159094636707,0.007187262028382413,75.82814037389308,1.1440826333441003,787.3575329426676
64,22,macro,0.18876082368234065,268268,1.9273802070804118e-05,4202,3e-05,replication,warmup_cosine,1995,99.89339019189765,0.0065870891932055305,76.05772384388324,1.1493708259279747,824.8305185139179
64,23,macro,0.19951221653070125,280462,1.8321783593630093e-05,4393,3e-05,replication,warmup_cosine,1995,99.86878792848943,0.0067812071308769786,76.02492620531322,1.1445349908805589,862.3727572597563
64,24,macro,0.17308040398187663,292656,1.735589112816732e-05,4584,3e-05,replication,warmup_cosine,1995,99.89339019189765,0.0056868538184695425,76.25450967530338,1.1588717442178147,899.7832372616976
64,25,macro,0.15880694339802753,304850,1.6380349672861747e-05,4775,3e-05,replication,warmup_cosine,1995,99.88518943742824,0.0058931312014357815,76.1561167595933,1.1621965362658928,937.4505996461958
64,26,macro,0.17572154497717998,317044,1.5399426432687053e-05,4966,3e-05,replication,warmup_cosine,1995,99.86058717402001,0.006528470268674966,76.35290259101345,1.1610582313525086,975.0882909409702
64,27,macro,0.1669687653711329,329238,1.4417412153573582e-05,5157,3e-05,replication,warmup_cosine,1995,99.86878792848943,0.005104251615293733,76.05772384388324,1.1604226607500667,1012.4903929457068
64,28,macro,0.14020616605058703,341432,1.3438602353864769e-05,5348,3e-05,replication,warmup_cosine,1995,99.87698868295884,0.004479318295069478,76.02492620531322,1.1760731637966597,1050.8006134014577
64,29,macro,0.13602067673510593,353626,1.246727853489801e-05,5539,3e-05,replication,warmup_cosine,1995,99.89339019189765,0.004217977570337762,75.95933092817317,1.1704942434879553,1087.810289742425
64,30,macro,0.13063103684190056,365820,1.1507689452898662e-05,5730,3e-05,replication,warmup_cosine,1995,99.90159094636707,0.0041159369602581895,76.18891439816333,1.167857411885973,1126.1417276058346
64,31,macro,0.1211278675933471,378014,1.0564032534107421e-05,5921,3e-05,replication,warmup_cosine,1995,99.88518943742824,0.0037488794158633976,75.92653328960314,1.1752122332909805,1163.446100473404
64,32,macro,0.12687778940024488,390208,9.640435514434826e-06,6112,3e-05,replication,warmup_cosine,1995,99.87698868295884,0.003798332197931686,76.32010495244343,1.1731144675820646,1200.3752995468676
64,33,macro,0.13083852626656362,402402,8.740938383954665e-06,6303,3e-05,replication,warmup_cosine,1995,99.87698868295884,0.00421153967236229,76.1561167595933,1.1716179326934164,1237.663526058197
64,34,macro,0.11200520262629261,414596,7.86947571521442e-06,6494,3e-05,replication,warmup_cosine,1995,99.90979170083648,0.0036036358791549654,76.18891439816333,1.174878406618493,1275.6053149495274
64,35,macro,0.12430296715407471,426790,7.02985945266216e-06,6685,3e-05,replication,warmup_cosine,1995,99.86878792848943,0.003844348596748376,76.02492620531322,1.1785056745079394,1312.4064431693405
64,36,macro,0.09902331698198281,438984,6.225762238472163e-06,6876,3e-05,replication,warmup_cosine,1995,99.90159094636707,0.002999060453499695,76.22171203673335,1.1804109625286179,1350.4284395780414
64,37,macro,0.10349062773647733,451178,5.460701347705414e-06,7067,3e-05,replication,warmup_cosine,1995,99.90159094636707,0.0029362172147417063,76.18891439816333,1.1784396185645043,1387.7040989398956
64,38,macro,0.10404311333105203,463372,4.738023303075506e-06,7258,3e-05,replication,warmup_cosine,1995,99.90159094636707,0.003090429036210986,76.25450967530338,1.1827417538180904,1425.599617594853
64,39,macro,0.0967855795593786,475566,4.06088923661802e-06,7449,3e-05,replication,warmup_cosine,1995,99.90979170083648,0.0026627830331279,75.99212856674319,1.1806336525191086,1462.7402455620468
64,40,macro,0.11333123949497782,487760,3.4322610622941696e-06,7640,3e-05,replication,warmup_cosine,1995,99.8523864195506,0.0031654327760783692,76.1561167595933,1.1838489693866554,1499.7521111294627
64,41,macro,0.09804340637732707,499954,2.8548885200124567e-06,7831,3e-05,replication,warmup_cosine,1995,99.90159094636707,0.0025394476201077926,76.22171203673335,1.1839547599875055,1537.8317250944674
64,42,macro,0.09537253612701181,512148,2.331297147740224e-06,8022,3e-05,replication,warmup_cosine,1995,99.90159094636707,0.0024213232484942325,76.18891439816333,1.184924332420722,1574.765999643132
64,43,macro,0.10092056151577003,524342,1.8637772343173416e-06,8213,3e-05,replication,warmup_cosine,1995,99.88518943742824,0.002583334274676778,76.18891439816333,1.1862078035178831,1611.3692600298673
64,44,macro,0.09314243107331985,536536,1.454373801294651e-06,8404,3e-05,replication,warmup_cosine,1995,99.89339019189765,0.002315858827177689,76.18891439816333,1.1865038485478556,1648.928073918447
64,45,macro,0.08944222927873671,548730,1.1048776576184352e-06,8595,3e-05,replication,warmup_cosine,1995,99.89339019189765,0.002155331034767485,76.18891439816333,1.1879891332699535,1686.6703581307083
64,46,macro,0.09334062723472168,560924,8.168175662894446e-07,8786,3e-05,replication,warmup_cosine,1995,99.89339019189765,0.0022887571612322587,76.18891439816333,1.187488139281706,1725.1288648582995
64,47,macro,0.08819495572060035,573118,5.914535572610407e-07,8977,3e-05,replication,warmup_cosine,1995,99.9343939642447,0.002154229282452979,76.22171203673335,1.1875680289764254,1762.871662253514
64,48,macro,0.08556812574004471,585312,4.2977141582710116e-07,9168,3e-05,replication,warmup_cosine,1995,99.88518943742824,0.002049365121066541,76.1561167595933,1.1879706152856213,1800.5908503029495
64,49,macro,0.08503031975428783,597506,3.324783706085385e-07,9359,3e-05,replication,warmup_cosine,1995,99.91799245530589,0.0020564273280825247,76.12331912102329,1.1877113735140172,1837.9128574542701
64,50,macro,0.08650605135758198,609700,3.0000000000000004e-07,9550,3e-05,replication,warmup_cosine,1995,99.90979170083648,0.0021020365539527004,76.18891439816333,1.1881835389504787,1876.10464945063
,1,joint_iid,,12194,0.0005,191,,joint_iid,fixed_joint_recipe,1993,47.908807610300144,2.4839623068832504,69.76057723843883,1.2828801431277417,22.483205936849117
,2,joint_iid,,24388,0.0005,382,,joint_iid,fixed_joint_recipe,1993,68.97654584221749,1.3236912781046084,74.31944899967202,1.0684730689929876,44.25678243674338
,3,joint_iid,,36582,0.0005,573,,joint_iid,fixed_joint_recipe,1993,75.13531244874528,1.0356192231686638,76.7136766152837,0.9479056083401448,66.37600188702345
,4,joint_iid,,48776,0.0005,764,,joint_iid,fixed_joint_recipe,1993,78.12858783008036,0.8857150970374207,78.15677271236471,0.9502542082228869,88.31930073723197
,5,joint_iid,,60970,0.0005,955,,joint_iid,fixed_joint_recipe,1993,80.77743152370019,0.7845576362021736,77.8615939652345,0.9424650568225494,110.2947258669883
