fit_accuracy_at_min_nll,fit_minus_validation_accuracy_at_min_nll,max_accuracy_epoch,max_validation_accuracy,min_nll_epoch,min_validation_nll,seed,validation_accuracy_at_min_nll,validation_nll_at_max_accuracy
98.67147777595538,24.18804058343325,47,76.45129550672351,7,1.0903440396017072,1993,74.48343719252213,1.1905491529585457
99.83598491061177,25.28695244094959,32,75.89373565103313,9,1.088198694646378,1994,74.54903246966218,1.1862453149161833
98.76988682958832,24.77841421561652,26,76.35290259101345,7,1.1001522668505075,1995,73.9914726139718,1.1610582313525086
