condition,count,route,selected_candidate_id,task_id
round_robin_log_t,7,full,interval-185-188-l2,princess
round_robin_log_t,7,full,interval-189-190-l1,princess
round_robin_log_t,4,full,base,plane
round_robin_log_t,21,full,interval-001-064-l6,plane
round_robin_log_t,31,full,interval-065-128-l6,plane
round_robin_log_t,5,full,interval-129-160-l5,plane
round_robin_log_t,12,full,interval-161-176-l4,plane
round_robin_log_t,2,full,interval-177-184-l3,plane
round_robin_log_t,19,full,interval-185-188-l2,plane
round_robin_log_t,4,full,base,elephant
round_robin_log_t,20,full,interval-001-064-l6,elephant
round_robin_log_t,32,full,interval-065-128-l6,elephant
round_robin_log_t,7,full,interval-129-160-l5,elephant
round_robin_log_t,18,full,interval-161-176-l4,elephant
round_robin_log_t,15,full,interval-185-188-l2,elephant
round_robin_log_t,1,full,interval-191-191-l0,elephant
round_robin_log_t,6,full,base,neighbor
round_robin_log_t,13,full,interval-001-064-l6,neighbor
round_robin_log_t,27,full,interval-065-128-l6,neighbor
round_robin_log_t,10,full,interval-129-160-l5,neighbor
round_robin_log_t,13,full,interval-161-176-l4,neighbor
round_robin_log_t,3,full,interval-177-184-l3,neighbor
round_robin_log_t,15,full,interval-185-188-l2,neighbor
round_robin_log_t,1,full,interval-189-190-l1,neighbor
round_robin_log_t,19,full,interval-001-064-l6,dragon
round_robin_log_t,18,full,interval-065-128-l6,dragon
round_robin_log_t,5,full,interval-129-160-l5,dragon
round_robin_log_t,11,full,interval-161-176-l4,dragon
round_robin_log_t,31,full,interval-189-190-l1,dragon
round_robin_log_t,5,full,base,queen
round_robin_log_t,8,full,interval-001-064-l6,queen
round_robin_log_t,21,full,interval-065-128-l6,queen
round_robin_log_t,7,full,interval-129-160-l5,queen
round_robin_log_t,11,full,interval-161-176-l4,queen
round_robin_log_t,2,full,interval-185-188-l2,queen
round_robin_log_t,27,full,interval-189-190-l1,queen
round_robin_log_t,12,full,interval-001-064-l6,horse
round_robin_log_t,20,full,interval-065-128-l6,horse
round_robin_log_t,10,full,interval-129-160-l5,horse
round_robin_log_t,7,full,interval-161-176-l4,horse
round_robin_log_t,1,full,interval-177-184-l3,horse
round_robin_log_t,1,full,interval-189-190-l1,horse
round_robin_log_t,28,full,interval-191-191-l0,horse
round_robin_log_t,7,full,interval-001-064-l6,bus
round_robin_log_t,12,full,interval-065-128-l6,bus
round_robin_log_t,2,full,interval-129-160-l5,bus
round_robin_log_t,6,full,interval-161-176-l4,bus
round_robin_log_t,40,full,interval-192-192-l0,bus
independent_noun,35,midpoint,base,mouse
independent_noun,254,midpoint,noun-mouse,mouse
independent_noun,38,midpoint,noun-rabbit,mouse
independent_noun,1,midpoint,noun-boat,mouse
independent_noun,3,midpoint,noun-brother,mouse
independent_noun,2,midpoint,noun-duck,mouse
independent_noun,3,midpoint,noun-sister,mouse
independent_noun,3,midpoint,noun-pet,mouse
independent_noun,1,midpoint,noun-bicycle,mouse
independent_noun,3,midpoint,noun-grandma,mouse
independent_noun,7,midpoint,noun-lion,mouse
independent_noun,9,midpoint,noun-fairy,mouse
independent_noun,3,midpoint,noun-train,mouse
independent_noun,2,midpoint,noun-cow,mouse
independent_noun,2,midpoint,noun-wheel,mouse
independent_noun,10,midpoint,noun-monkey,mouse
independent_noun,1,midpoint,noun-princess,mouse
independent_noun,1,midpoint,noun-plane,mouse
independent_noun,9,midpoint,noun-elephant,mouse
independent_noun,2,midpoint,noun-neighbor,mouse
independent_noun,4,midpoint,noun-dragon,mouse
independent_noun,3,midpoint,noun-queen,mouse
independent_noun,8,midpoint,noun-horse,mouse
independent_noun,15,midpoint,base,rabbit
independent_noun,39,midpoint,noun-mouse,rabbit
independent_noun,273,midpoint,noun-rabbit,rabbit
independent_noun,3,midpoint,noun-boat,rabbit
independent_noun,2,midpoint,noun-brother,rabbit
independent_noun,4,midpoint,noun-parent,rabbit
independent_noun,1,midpoint,noun-duck,rabbit
independent_noun,15,midpoint,noun-lion,rabbit
independent_noun,7,midpoint,noun-fairy,rabbit
independent_noun,16,midpoint,noun-monkey,rabbit
independent_noun,3,midpoint,noun-princess,rabbit
independent_noun,4,midpoint,noun-plane,rabbit
independent_noun,12,midpoint,noun-elephant,rabbit
independent_noun,5,midpoint,noun-neighbor,rabbit
independent_noun,1,midpoint,noun-dragon,rabbit
independent_noun,2,midpoint,noun-queen,rabbit
independent_noun,11,midpoint,noun-horse,rabbit
independent_noun,16,midpoint,base,boat
independent_noun,2,midpoint,noun-mouse,boat
independent_noun,3,midpoint,noun-rabbit,boat
independent_noun,283,midpoint,noun-boat,boat
independent_noun,3,midpoint,noun-brother,boat
independent_noun,1,midpoint,noun-parent,boat
independent_noun,2,midpoint,noun-duck,boat
independent_noun,2,midpoint,noun-sister,boat
independent_noun,5,midpoint,noun-bicycle,boat
independent_noun,1,midpoint,noun-grandma,boat
independent_noun,1,midpoint,noun-lion,boat
independent_noun,1,midpoint,noun-fairy,boat
independent_noun,4,midpoint,noun-train,boat
independent_noun,2,midpoint,noun-wheel,boat
independent_noun,3,midpoint,noun-monkey,boat
independent_noun,2,midpoint,noun-princess,boat
independent_noun,3,midpoint,noun-plane,boat
independent_noun,2,midpoint,noun-elephant,boat
independent_noun,1,midpoint,noun-dragon,boat
independent_noun,2,midpoint,noun-queen,boat
independent_noun,4,midpoint,noun-horse,boat
independent_noun,41,midpoint,base,brother
independent_noun,3,midpoint,noun-mouse,brother
independent_noun,1,midpoint,noun-rabbit,brother
independent_noun,218,midpoint,noun-brother,brother
independent_noun,7,midpoint,noun-parent,brother
independent_noun,2,midpoint,noun-duck,brother
independent_noun,26,midpoint,noun-sister,brother
independent_noun,2,midpoint,noun-bicycle,brother
independent_noun,5,midpoint,noun-grandma,brother
independent_noun,2,midpoint,noun-lion,brother
independent_noun,2,midpoint,noun-fairy,brother
independent_noun,1,midpoint,noun-train,brother
independent_noun,2,midpoint,noun-cow,brother
independent_noun,3,midpoint,noun-princess,brother
independent_noun,2,midpoint,noun-elephant,brother
independent_noun,6,midpoint,noun-neighbor,brother
independent_noun,3,midpoint,noun-dragon,brother
independent_noun,1,midpoint,noun-queen,brother
independent_noun,2,midpoint,noun-horse,brother
independent_noun,64,midpoint,base,parent
independent_noun,1,midpoint,noun-mouse,parent
independent_noun,1,midpoint,noun-rabbit,parent
independent_noun,8,midpoint,noun-brother,parent
independent_noun,147,midpoint,noun-parent,parent
independent_noun,4,midpoint,noun-sister,parent
independent_noun,5,midpoint,noun-pet,parent
independent_noun,1,midpoint,noun-bicycle,parent
independent_noun,13,midpoint,noun-grandma,parent
independent_noun,1,midpoint,noun-lion,parent
independent_noun,3,midpoint,noun-fairy,parent
independent_noun,3,midpoint,noun-train,parent
independent_noun,5,midpoint,noun-wheel,parent
independent_noun,1,midpoint,noun-monkey,parent
independent_noun,4,midpoint,noun-princess,parent
independent_noun,1,midpoint,noun-plane,parent
independent_noun,3,midpoint,noun-elephant,parent
independent_noun,11,midpoint,noun-neighbor,parent
independent_noun,2,midpoint,noun-dragon,parent
independent_noun,3,midpoint,noun-queen,parent
independent_noun,1,midpoint,noun-horse,parent
independent_noun,5,midpoint,noun-bus,parent
independent_noun,13,midpoint,base,duck
independent_noun,1,midpoint,noun-mouse,duck
independent_noun,2,midpoint,noun-rabbit,duck
independent_noun,5,midpoint,noun-boat,duck
independent_noun,231,midpoint,noun-duck,duck
independent_noun,1,midpoint,noun-sister,duck
independent_noun,1,midpoint,noun-lion,duck
independent_noun,2,midpoint,noun-fairy,duck
independent_noun,2,midpoint,noun-train,duck
independent_noun,3,midpoint,noun-cow,duck
independent_noun,1,midpoint,noun-wheel,duck
independent_noun,2,midpoint,noun-princess,duck
independent_noun,1,midpoint,noun-elephant,duck
independent_noun,3,midpoint,noun-neighbor,duck
independent_noun,2,midpoint,noun-queen,duck
independent_noun,1,midpoint,noun-horse,duck
independent_noun,1,midpoint,noun-bus,duck
independent_noun,39,midpoint,base,sister
independent_noun,1,midpoint,noun-mouse,sister
independent_noun,1,midpoint,noun-rabbit,sister
independent_noun,1,midpoint,noun-boat,sister
independent_noun,24,midpoint,noun-brother,sister
independent_noun,5,midpoint,noun-parent,sister
independent_noun,1,midpoint,noun-duck,sister
independent_noun,177,midpoint,noun-sister,sister
independent_noun,2,midpoint,noun-pet,sister
independent_noun,5,midpoint,noun-grandma,sister
independent_noun,1,midpoint,noun-fairy,sister
independent_noun,1,midpoint,noun-train,sister
independent_noun,5,midpoint,noun-wheel,sister
independent_noun,1,midpoint,noun-monkey,sister
independent_noun,1,midpoint,noun-princess,sister
independent_noun,1,midpoint,noun-plane,sister
independent_noun,7,midpoint,noun-neighbor,sister
independent_noun,3,midpoint,noun-dragon,sister
independent_noun,1,midpoint,noun-queen,sister
independent_noun,29,midpoint,base,pet
independent_noun,1,midpoint,noun-mouse,pet
independent_noun,1,midpoint,noun-rabbit,pet
independent_noun,3,midpoint,noun-brother,pet
independent_noun,8,midpoint,noun-parent,pet
independent_noun,2,midpoint,noun-duck,pet
independent_noun,2,midpoint,noun-sister,pet
independent_noun,197,midpoint,noun-pet,pet
independent_noun,1,midpoint,noun-bicycle,pet
independent_noun,2,midpoint,noun-grandma,pet
independent_noun,2,midpoint,noun-lion,pet
independent_noun,2,midpoint,noun-fairy,pet
independent_noun,1,midpoint,noun-wheel,pet
independent_noun,1,midpoint,noun-princess,pet
independent_noun,3,midpoint,noun-neighbor,pet
independent_noun,4,midpoint,noun-dragon,pet
independent_noun,1,midpoint,noun-horse,pet
independent_noun,2,midpoint,noun-bus,pet
independent_noun,16,midpoint,base,bicycle
independent_noun,1,midpoint,noun-mouse,bicycle
independent_noun,3,midpoint,noun-boat,bicycle
independent_noun,1,midpoint,noun-duck,bicycle
independent_noun,1,midpoint,noun-sister,bicycle
independent_noun,132,midpoint,noun-bicycle,bicycle
independent_noun,1,midpoint,noun-lion,bicycle
independent_noun,3,midpoint,noun-train,bicycle
independent_noun,3,midpoint,noun-wheel,bicycle
independent_noun,1,midpoint,noun-monkey,bicycle
independent_noun,1,midpoint,noun-princess,bicycle
independent_noun,1,midpoint,noun-plane,bicycle
independent_noun,3,midpoint,noun-elephant,bicycle
independent_noun,1,midpoint,noun-neighbor,bicycle
independent_noun,1,midpoint,noun-dragon,bicycle
independent_noun,2,midpoint,noun-horse,bicycle
independent_noun,1,midpoint,noun-bus,bicycle
independent_noun,15,midpoint,base,grandma
independent_noun,1,midpoint,noun-boat,grandma
independent_noun,4,midpoint,noun-brother,grandma
independent_noun,5,midpoint,noun-parent,grandma
independent_noun,7,midpoint,noun-sister,grandma
independent_noun,1,midpoint,noun-pet,grandma
independent_noun,126,midpoint,noun-grandma,grandma
independent_noun,1,midpoint,noun-lion,grandma
independent_noun,2,midpoint,noun-fairy,grandma
independent_noun,3,midpoint,noun-princess,grandma
independent_noun,3,midpoint,noun-neighbor,grandma
independent_noun,1,midpoint,noun-horse,grandma
independent_noun,13,midpoint,base,lion
independent_noun,2,midpoint,noun-mouse,lion
independent_noun,3,midpoint,noun-rabbit,lion
independent_noun,1,midpoint,noun-boat,lion
independent_noun,2,midpoint,noun-brother,lion
independent_noun,1,midpoint,noun-duck,lion
independent_noun,1,midpoint,noun-sister,lion
independent_noun,2,midpoint,noun-grandma,lion
independent_noun,115,midpoint,noun-lion,lion
independent_noun,1,midpoint,noun-fairy,lion
independent_noun,1,midpoint,noun-wheel,lion
independent_noun,4,midpoint,noun-monkey,lion
independent_noun,2,midpoint,noun-princess,lion
independent_noun,1,midpoint,noun-plane,lion
independent_noun,6,midpoint,noun-elephant,lion
independent_noun,1,midpoint,noun-neighbor,lion
independent_noun,2,midpoint,noun-horse,lion
independent_noun,2,midpoint,noun-bus,lion
independent_noun,43,midpoint,base,fairy
independent_noun,2,midpoint,noun-mouse,fairy
independent_noun,5,midpoint,noun-rabbit,fairy
independent_noun,1,midpoint,noun-boat,fairy
independent_noun,2,midpoint,noun-brother,fairy
independent_noun,6,midpoint,noun-parent,fairy
independent_noun,2,midpoint,noun-sister,fairy
independent_noun,2,midpoint,noun-pet,fairy
independent_noun,3,midpoint,noun-bicycle,fairy
independent_noun,1,midpoint,noun-grandma,fairy
independent_noun,2,midpoint,noun-lion,fairy
independent_noun,78,midpoint,noun-fairy,fairy
independent_noun,1,midpoint,noun-train,fairy
independent_noun,1,midpoint,noun-cow,fairy
independent_noun,1,midpoint,noun-wheel,fairy
independent_noun,5,midpoint,noun-princess,fairy
independent_noun,1,midpoint,noun-elephant,fairy
independent_noun,1,midpoint,noun-neighbor,fairy
independent_noun,6,midpoint,noun-dragon,fairy
independent_noun,4,midpoint,noun-queen,fairy
independent_noun,2,midpoint,noun-horse,fairy
independent_noun,4,midpoint,base,train
independent_noun,2,midpoint,noun-boat,train
independent_noun,2,midpoint,noun-brother,train
independent_noun,1,midpoint,noun-parent,train
independent_noun,1,midpoint,noun-pet,train
independent_noun,3,midpoint,noun-bicycle,train
independent_noun,1,midpoint,noun-grandma,train
independent_noun,115,midpoint,noun-train,train
independent_noun,1,midpoint,noun-wheel,train
independent_noun,1,midpoint,noun-monkey,train
independent_noun,5,midpoint,noun-plane,train
independent_noun,2,midpoint,noun-elephant,train
independent_noun,1,midpoint,noun-dragon,train
independent_noun,2,midpoint,noun-bus,train
independent_noun,2,midpoint,base,cow
independent_noun,1,midpoint,noun-parent,cow
independent_noun,2,midpoint,noun-duck,cow
independent_noun,2,midpoint,noun-fairy,cow
independent_noun,1,midpoint,noun-train,cow
independent_noun,108,midpoint,noun-cow,cow
independent_noun,1,midpoint,noun-horse,cow
independent_noun,6,midpoint,base,wheel
independent_noun,1,midpoint,noun-mouse,wheel
independent_noun,1,midpoint,noun-boat,wheel
independent_noun,1,midpoint,noun-brother,wheel
independent_noun,2,midpoint,noun-parent,wheel
independent_noun,2,midpoint,noun-duck,wheel
independent_noun,2,midpoint,noun-sister,wheel
independent_noun,1,midpoint,noun-bicycle,wheel
independent_noun,1,midpoint,noun-train,wheel
independent_noun,1,midpoint,noun-cow,wheel
independent_noun,114,midpoint,noun-wheel,wheel
independent_noun,1,midpoint,noun-plane,wheel
independent_noun,1,midpoint,noun-neighbor,wheel
independent_noun,1,midpoint,noun-dragon,wheel
independent_noun,2,midpoint,noun-horse,wheel
independent_noun,1,midpoint,noun-bus,wheel
independent_noun,3,midpoint,base,monkey
independent_noun,1,midpoint,noun-mouse,monkey
independent_noun,3,midpoint,noun-rabbit,monkey
independent_noun,3,midpoint,noun-brother,monkey
independent_noun,1,midpoint,noun-parent,monkey
independent_noun,6,midpoint,noun-lion,monkey
independent_noun,1,midpoint,noun-fairy,monkey
independent_noun,88,midpoint,noun-monkey,monkey
independent_noun,3,midpoint,noun-princess,monkey
independent_noun,3,midpoint,noun-elephant,monkey
independent_noun,1,midpoint,noun-neighbor,monkey
independent_noun,2,midpoint,noun-dragon,monkey
independent_noun,6,midpoint,base,princess
independent_noun,1,midpoint,noun-rabbit,princess
independent_noun,1,midpoint,noun-brother,princess
independent_noun,2,midpoint,noun-parent,princess
independent_noun,2,midpoint,noun-grandma,princess
independent_noun,4,midpoint,noun-fairy,princess
independent_noun,1,midpoint,noun-train,princess
independent_noun,1,midpoint,noun-monkey,princess
independent_noun,50,midpoint,noun-princess,princess
independent_noun,1,midpoint,noun-plane,princess
independent_noun,1,midpoint,noun-neighbor,princess
independent_noun,10,midpoint,noun-queen,princess
independent_noun,2,midpoint,noun-horse,princess
independent_noun,4,midpoint,base,plane
independent_noun,1,midpoint,noun-boat,plane
independent_noun,3,midpoint,noun-parent,plane
independent_noun,1,midpoint,noun-sister,plane
independent_noun,3,midpoint,noun-grandma,plane
independent_noun,4,midpoint,noun-train,plane
independent_noun,1,midpoint,noun-cow,plane
independent_noun,1,midpoint,noun-monkey,plane
independent_noun,1,midpoint,noun-princess,plane
independent_noun,73,midpoint,noun-plane,plane
independent_noun,1,midpoint,noun-neighbor,plane
independent_noun,1,midpoint,noun-dragon,plane
independent_noun,6,midpoint,base,elephant
independent_noun,1,midpoint,noun-mouse,elephant
independent_noun,5,midpoint,noun-rabbit,elephant
independent_noun,1,midpoint,noun-parent,elephant
independent_noun,1,midpoint,noun-pet,elephant
independent_noun,6,midpoint,noun-lion,elephant
independent_noun,1,midpoint,noun-fairy,elephant
independent_noun,1,midpoint,noun-train,elephant
independent_noun,1,midpoint,noun-cow,elephant
independent_noun,2,midpoint,noun-wheel,elephant
independent_noun,6,midpoint,noun-monkey,elephant
independent_noun,62,midpoint,noun-elephant,elephant
independent_noun,1,midpoint,noun-neighbor,elephant
independent_noun,1,midpoint,noun-horse,elephant
independent_noun,2,midpoint,noun-bus,elephant
independent_noun,14,midpoint,base,neighbor
independent_noun,1,midpoint,noun-rabbit,neighbor
independent_noun,1,midpoint,noun-boat,neighbor
independent_noun,3,midpoint,noun-brother,neighbor
independent_noun,1,midpoint,noun-parent,neighbor
independent_noun,3,midpoint,noun-sister,neighbor
independent_noun,2,midpoint,noun-pet,neighbor
independent_noun,1,midpoint,noun-bicycle,neighbor
independent_noun,3,midpoint,noun-grandma,neighbor
independent_noun,2,midpoint,noun-fairy,neighbor
independent_noun,1,midpoint,noun-train,neighbor
independent_noun,1,midpoint,noun-princess,neighbor
independent_noun,2,midpoint,noun-plane,neighbor
independent_noun,50,midpoint,noun-neighbor,neighbor
independent_noun,2,midpoint,noun-dragon,neighbor
independent_noun,1,midpoint,noun-bus,neighbor
independent_noun,12,midpoint,base,dragon
independent_noun,1,midpoint,noun-brother,dragon
independent_noun,2,midpoint,noun-parent,dragon
independent_noun,2,midpoint,noun-lion,dragon
independent_noun,1,midpoint,noun-princess,dragon
independent_noun,2,midpoint,noun-neighbor,dragon
independent_noun,63,midpoint,noun-dragon,dragon
independent_noun,1,midpoint,noun-queen,dragon
independent_noun,9,midpoint,base,queen
independent_noun,1,midpoint,noun-boat,queen
independent_noun,1,midpoint,noun-brother,queen
independent_noun,1,midpoint,noun-grandma,queen
independent_noun,1,midpoint,noun-fairy,queen
independent_noun,8,midpoint,noun-princess,queen
independent_noun,59,midpoint,noun-queen,queen
independent_noun,1,midpoint,noun-horse,queen
independent_noun,1,midpoint,base,horse
independent_noun,4,midpoint,noun-boat,horse
independent_noun,1,midpoint,noun-brother,horse
independent_noun,4,midpoint,noun-pet,horse
independent_noun,1,midpoint,noun-bicycle,horse
independent_noun,2,midpoint,noun-lion,horse
independent_noun,1,midpoint,noun-fairy,horse
independent_noun,1,midpoint,noun-train,horse
independent_noun,1,midpoint,noun-cow,horse
independent_noun,1,midpoint,noun-wheel,horse
independent_noun,1,midpoint,noun-plane,horse
independent_noun,1,midpoint,noun-elephant,horse
independent_noun,1,midpoint,noun-queen,horse
independent_noun,59,midpoint,noun-horse,horse
independent_noun,1,midpoint,base,bus
independent_noun,66,midpoint,noun-bus,bus
independent_noun,7,full,base,mouse
independent_noun,290,full,noun-mouse,mouse
independent_noun,48,full,noun-rabbit,mouse
independent_noun,2,full,noun-brother,mouse
independent_noun,1,full,noun-parent,mouse
independent_noun,1,full,noun-duck,mouse
independent_noun,2,full,noun-sister,mouse
independent_noun,1,full,noun-pet,mouse
independent_noun,2,full,noun-bicycle,mouse
independent_noun,9,full,noun-lion,mouse
independent_noun,3,full,noun-fairy,mouse
independent_noun,1,full,noun-train,mouse
independent_noun,1,full,noun-cow,mouse
independent_noun,15,full,noun-monkey,mouse
independent_noun,1,full,noun-princess,mouse
independent_noun,1,full,noun-plane,mouse
independent_noun,10,full,noun-elephant,mouse
independent_noun,1,full,noun-dragon,mouse
independent_noun,6,full,noun-horse,mouse
independent_noun,2,full,noun-bus,mouse
independent_noun,11,full,base,rabbit
independent_noun,49,full,noun-mouse,rabbit
independent_noun,263,full,noun-rabbit,rabbit
independent_noun,2,full,noun-boat,rabbit
independent_noun,1,full,noun-brother,rabbit
independent_noun,1,full,noun-parent,rabbit
independent_noun,2,full,noun-duck,rabbit
independent_noun,1,full,noun-sister,rabbit
independent_noun,1,full,noun-pet,rabbit
independent_noun,13,full,noun-lion,rabbit
independent_noun,3,full,noun-fairy,rabbit
independent_noun,2,full,noun-cow,rabbit
independent_noun,20,full,noun-monkey,rabbit
independent_noun,4,full,noun-princess,rabbit
independent_noun,1,full,noun-plane,rabbit
independent_noun,15,full,noun-elephant,rabbit
independent_noun,2,full,noun-neighbor,rabbit
independent_noun,2,full,noun-dragon,rabbit
independent_noun,20,full,noun-horse,rabbit
independent_noun,19,full,base,boat
independent_noun,1,full,noun-mouse,boat
independent_noun,2,full,noun-rabbit,boat
independent_noun,290,full,noun-boat,boat
independent_noun,2,full,noun-brother,boat
independent_noun,2,full,noun-parent,boat
independent_noun,7,full,noun-bicycle,boat
independent_noun,6,full,noun-train,boat
independent_noun,3,full,noun-wheel,boat
independent_noun,1,full,noun-monkey,boat
independent_noun,3,full,noun-princess,boat
independent_noun,3,full,noun-plane,boat
independent_noun,1,full,noun-elephant,boat
independent_noun,3,full,noun-horse,boat
independent_noun,19,full,base,brother
independent_noun,1,full,noun-mouse,brother
independent_noun,1,full,noun-rabbit,brother
independent_noun,245,full,noun-brother,brother
independent_noun,6,full,noun-parent,brother
independent_noun,1,full,noun-duck,brother
independent_noun,36,full,noun-sister,brother
independent_noun,1,full,noun-pet,brother
independent_noun,1,full,noun-bicycle,brother
independent_noun,3,full,noun-grandma,brother
independent_noun,2,full,noun-lion,brother
independent_noun,1,full,noun-fairy,brother
independent_noun,1,full,noun-princess,brother
independent_noun,3,full,noun-elephant,brother
independent_noun,6,full,noun-neighbor,brother
independent_noun,1,full,noun-queen,brother
independent_noun,1,full,noun-bus,brother
independent_noun,26,full,base,parent
independent_noun,4,full,noun-brother,parent
independent_noun,219,full,noun-parent,parent
independent_noun,3,full,noun-sister,parent
independent_noun,2,full,noun-pet,parent
independent_noun,2,full,noun-bicycle,parent
independent_noun,11,full,noun-grandma,parent
independent_noun,2,full,noun-fairy,parent
independent_noun,1,full,noun-wheel,parent
independent_noun,2,full,noun-princess,parent
independent_noun,12,full,noun-neighbor,parent
independent_noun,1,full,noun-horse,parent
independent_noun,2,full,noun-bus,parent
independent_noun,12,full,base,duck
independent_noun,3,full,noun-mouse,duck
independent_noun,6,full,noun-rabbit,duck
independent_noun,3,full,noun-boat,duck
independent_noun,1,full,noun-parent,duck
independent_noun,241,full,noun-duck,duck
independent_noun,1,full,noun-sister,duck
independent_noun,1,full,noun-lion,duck
independent_noun,1,full,noun-monkey,duck
independent_noun,2,full,noun-horse,duck
independent_noun,1,full,noun-bus,duck
independent_noun,23,full,base,sister
independent_noun,24,full,noun-brother,sister
independent_noun,4,full,noun-parent,sister
independent_noun,215,full,noun-sister,sister
independent_noun,3,full,noun-grandma,sister
independent_noun,1,full,noun-monkey,sister
independent_noun,2,full,noun-princess,sister
independent_noun,2,full,noun-neighbor,sister
independent_noun,2,full,noun-queen,sister
independent_noun,1,full,noun-horse,sister
independent_noun,15,full,base,pet
independent_noun,2,full,noun-parent,pet
independent_noun,241,full,noun-pet,pet
independent_noun,1,full,noun-grandma,pet
independent_noun,1,full,noun-neighbor,pet
independent_noun,1,full,noun-horse,pet
independent_noun,1,full,noun-bus,pet
independent_noun,13,full,base,bicycle
independent_noun,3,full,noun-rabbit,bicycle
independent_noun,3,full,noun-boat,bicycle
independent_noun,1,full,noun-duck,bicycle
independent_noun,1,full,noun-sister,bicycle
independent_noun,144,full,noun-bicycle,bicycle
independent_noun,2,full,noun-train,bicycle
independent_noun,2,full,noun-monkey,bicycle
independent_noun,2,full,noun-plane,bicycle
independent_noun,1,full,noun-horse,bicycle
independent_noun,6,full,base,grandma
independent_noun,1,full,noun-boat,grandma
independent_noun,1,full,noun-brother,grandma
independent_noun,4,full,noun-parent,grandma
independent_noun,1,full,noun-sister,grandma
independent_noun,148,full,noun-grandma,grandma
independent_noun,1,full,noun-lion,grandma
independent_noun,1,full,noun-wheel,grandma
independent_noun,1,full,noun-princess,grandma
independent_noun,1,full,noun-plane,grandma
independent_noun,1,full,noun-elephant,grandma
independent_noun,2,full,noun-neighbor,grandma
independent_noun,1,full,noun-queen,grandma
independent_noun,7,full,base,lion
independent_noun,1,full,noun-mouse,lion
independent_noun,1,full,noun-rabbit,lion
independent_noun,1,full,noun-brother,lion
independent_noun,1,full,noun-pet,lion
independent_noun,132,full,noun-lion,lion
independent_noun,3,full,noun-fairy,lion
independent_noun,1,full,noun-train,lion
independent_noun,4,full,noun-monkey,lion
independent_noun,1,full,noun-princess,lion
independent_noun,7,full,noun-elephant,lion
independent_noun,1,full,noun-horse,lion
independent_noun,9,full,base,fairy
independent_noun,2,full,noun-parent,fairy
independent_noun,2,full,noun-sister,fairy
independent_noun,1,full,noun-pet,fairy
independent_noun,2,full,noun-grandma,fairy
independent_noun,2,full,noun-lion,fairy
independent_noun,139,full,noun-fairy,fairy
independent_noun,3,full,noun-monkey,fairy
independent_noun,4,full,noun-princess,fairy
independent_noun,3,full,noun-elephant,fairy
independent_noun,1,full,noun-queen,fairy
independent_noun,1,full,noun-horse,fairy
independent_noun,6,full,base,train
independent_noun,1,full,noun-mouse,train
independent_noun,1,full,noun-rabbit,train
independent_noun,3,full,noun-boat,train
independent_noun,1,full,noun-brother,train
independent_noun,2,full,noun-duck,train
independent_noun,1,full,noun-bicycle,train
independent_noun,119,full,noun-train,train
independent_noun,1,full,noun-princess,train
independent_noun,3,full,noun-plane,train
independent_noun,3,full,noun-horse,train
independent_noun,1,full,base,cow
independent_noun,2,full,noun-duck,cow
independent_noun,1,full,noun-train,cow
independent_noun,110,full,noun-cow,cow
independent_noun,1,full,noun-plane,cow
independent_noun,1,full,noun-elephant,cow
independent_noun,1,full,noun-horse,cow
independent_noun,12,full,base,wheel
independent_noun,1,full,noun-sister,wheel
independent_noun,1,full,noun-pet,wheel
independent_noun,1,full,noun-bicycle,wheel
independent_noun,1,full,noun-train,wheel
independent_noun,1,full,noun-cow,wheel
independent_noun,120,full,noun-wheel,wheel
independent_noun,1,full,noun-dragon,wheel
independent_noun,3,full,base,monkey
independent_noun,4,full,noun-mouse,monkey
independent_noun,8,full,noun-rabbit,monkey
independent_noun,3,full,noun-brother,monkey
independent_noun,3,full,noun-lion,monkey
independent_noun,1,full,noun-train,monkey
independent_noun,86,full,noun-monkey,monkey
independent_noun,1,full,noun-plane,monkey
independent_noun,3,full,noun-elephant,monkey
independent_noun,1,full,noun-queen,monkey
independent_noun,2,full,noun-horse,monkey
independent_noun,6,full,base,princess
independent_noun,1,full,noun-rabbit,princess
independent_noun,1,full,noun-brother,princess
independent_noun,1,full,noun-lion,princess
independent_noun,1,full,noun-fairy,princess
independent_noun,1,full,noun-train,princess
independent_noun,57,full,noun-princess,princess
independent_noun,1,full,noun-elephant,princess
independent_noun,1,full,noun-neighbor,princess
independent_noun,11,full,noun-queen,princess
independent_noun,1,full,noun-horse,princess
independent_noun,9,full,base,plane
independent_noun,2,full,noun-boat,plane
independent_noun,1,full,noun-grandma,plane
independent_noun,2,full,noun-train,plane
independent_noun,1,full,noun-monkey,plane
independent_noun,77,full,noun-plane,plane
independent_noun,1,full,noun-neighbor,plane
independent_noun,1,full,noun-dragon,plane
independent_noun,3,full,base,elephant
independent_noun,1,full,noun-mouse,elephant
independent_noun,2,full,noun-rabbit,elephant
independent_noun,1,full,noun-boat,elephant
independent_noun,1,full,noun-parent,elephant
independent_noun,1,full,noun-duck,elephant
independent_noun,2,full,noun-lion,elephant
independent_noun,1,full,noun-fairy,elephant
independent_noun,7,full,noun-monkey,elephant
independent_noun,74,full,noun-elephant,elephant
independent_noun,2,full,noun-dragon,elephant
independent_noun,2,full,noun-horse,elephant
independent_noun,8,full,base,neighbor
independent_noun,1,full,noun-mouse,neighbor
independent_noun,1,full,noun-rabbit,neighbor
independent_noun,5,full,noun-brother,neighbor
