policy,max_nodes_per_level,run_seed,learned_permutation_count,created_node_count,shared_forward_example_passes,shared_backward_example_passes,shared_forward_calls,shared_backward_calls
two_nodes_per_level,2,0,24,1,5120,5120,80,80
two_nodes_per_level,2,0,25,2,15360,15360,240,240
two_nodes_per_level,2,0,26,1,5120,5120,80,80
two_nodes_per_level,2,0,27,3,35840,35840,560,560
two_nodes_per_level,2,0,28,1,5120,5120,80,80
two_nodes_per_level,2,0,29,2,15360,15360,240,240
two_nodes_per_level,2,0,30,1,5120,5120,80,80
two_nodes_per_level,2,0,31,5,158720,158720,2480,2480
two_nodes_per_level,2,0,32,1,5120,5120,80,80
two_nodes_per_level,2,0,33,2,15360,15360,240,240
two_nodes_per_level,2,0,34,1,5120,5120,80,80
two_nodes_per_level,2,0,35,3,35840,35840,560,560
two_nodes_per_level,2,0,36,1,5120,5120,80,80
two_nodes_per_level,2,0,37,2,15360,15360,240,240
two_nodes_per_level,2,0,38,1,5120,5120,80,80
two_nodes_per_level,2,0,39,4,76800,76800,1200,1200
two_nodes_per_level,2,0,40,1,5120,5120,80,80
two_nodes_per_level,2,0,41,2,15360,15360,240,240
two_nodes_per_level,2,0,42,1,5120,5120,80,80
two_nodes_per_level,2,0,43,3,35840,35840,560,560
two_nodes_per_level,2,0,44,1,5120,5120,80,80
two_nodes_per_level,2,0,45,2,15360,15360,240,240
two_nodes_per_level,2,0,46,1,5120,5120,80,80
two_nodes_per_level,2,0,47,5,158720,158720,2480,2480
two_nodes_per_level,2,0,48,1,5120,5120,80,80
two_nodes_per_level,2,0,49,2,15360,15360,240,240
two_nodes_per_level,2,0,50,1,5120,5120,80,80
two_nodes_per_level,2,0,51,3,35840,35840,560,560
two_nodes_per_level,2,0,52,1,5120,5120,80,80
two_nodes_per_level,2,0,53,2,15360,15360,240,240
two_nodes_per_level,2,0,54,1,5120,5120,80,80
two_nodes_per_level,2,0,55,4,76800,76800,1200,1200
two_nodes_per_level,2,0,56,1,5120,5120,80,80
two_nodes_per_level,2,0,57,2,15360,15360,240,240
two_nodes_per_level,2,0,58,1,5120,5120,80,80
two_nodes_per_level,2,0,59,3,35840,35840,560,560
two_nodes_per_level,2,0,60,1,5120,5120,80,80
two_nodes_per_level,2,0,61,2,15360,15360,240,240
two_nodes_per_level,2,0,62,1,5120,5120,80,80
two_nodes_per_level,2,0,63,6,322560,322560,5040,5040
two_nodes_per_level,2,0,64,1,5120,5120,80,80
two_nodes_per_level,2,0,65,2,15360,15360,240,240
two_nodes_per_level,2,0,66,1,5120,5120,80,80
two_nodes_per_level,2,0,67,3,35840,35840,560,560
two_nodes_per_level,2,0,68,1,5120,5120,80,80
two_nodes_per_level,2,0,69,2,15360,15360,240,240
two_nodes_per_level,2,0,70,1,5120,5120,80,80
two_nodes_per_level,2,0,71,4,76800,76800,1200,1200
two_nodes_per_level,2,0,72,1,5120,5120,80,80
two_nodes_per_level,2,0,73,2,15360,15360,240,240
two_nodes_per_level,2,0,74,1,5120,5120,80,80
two_nodes_per_level,2,0,75,3,35840,35840,560,560
two_nodes_per_level,2,0,76,1,5120,5120,80,80
two_nodes_per_level,2,0,77,2,15360,15360,240,240
two_nodes_per_level,2,0,78,1,5120,5120,80,80
two_nodes_per_level,2,0,79,5,158720,158720,2480,2480
two_nodes_per_level,2,0,80,1,5120,5120,80,80
two_nodes_per_level,2,0,81,2,15360,15360,240,240
two_nodes_per_level,2,0,82,1,5120,5120,80,80
two_nodes_per_level,2,0,83,3,35840,35840,560,560
two_nodes_per_level,2,0,84,1,5120,5120,80,80
two_nodes_per_level,2,0,85,2,15360,15360,240,240
two_nodes_per_level,2,0,86,1,5120,5120,80,80
two_nodes_per_level,2,0,87,4,76800,76800,1200,1200
two_nodes_per_level,2,0,88,1,5120,5120,80,80
two_nodes_per_level,2,0,89,2,15360,15360,240,240
two_nodes_per_level,2,0,90,1,5120,5120,80,80
two_nodes_per_level,2,0,91,3,35840,35840,560,560
two_nodes_per_level,2,0,92,1,5120,5120,80,80
two_nodes_per_level,2,0,93,2,15360,15360,240,240
two_nodes_per_level,2,0,94,1,5120,5120,80,80
two_nodes_per_level,2,0,95,6,322560,322560,5040,5040
two_nodes_per_level,2,0,96,1,5120,5120,80,80
two_nodes_per_level,2,0,97,2,15360,15360,240,240
two_nodes_per_level,2,0,98,1,5120,5120,80,80
two_nodes_per_level,2,0,99,3,35840,35840,560,560
two_nodes_per_level,2,0,100,1,5120,5120,80,80
two_nodes_per_level,2,1,1,1,5120,5120,80,80
two_nodes_per_level,2,1,2,1,5120,5120,80,80
two_nodes_per_level,2,1,3,2,15360,15360,240,240
two_nodes_per_level,2,1,4,1,5120,5120,80,80
two_nodes_per_level,2,1,5,2,15360,15360,240,240
two_nodes_per_level,2,1,6,1,5120,5120,80,80
two_nodes_per_level,2,1,7,3,35840,35840,560,560
two_nodes_per_level,2,1,8,1,5120,5120,80,80
two_nodes_per_level,2,1,9,2,15360,15360,240,240
two_nodes_per_level,2,1,10,1,5120,5120,80,80
two_nodes_per_level,2,1,11,3,35840,35840,560,560
two_nodes_per_level,2,1,12,1,5120,5120,80,80
two_nodes_per_level,2,1,13,2,15360,15360,240,240
two_nodes_per_level,2,1,14,1,5120,5120,80,80
two_nodes_per_level,2,1,15,4,76800,76800,1200,1200
two_nodes_per_level,2,1,16,1,5120,5120,80,80
two_nodes_per_level,2,1,17,2,15360,15360,240,240
two_nodes_per_level,2,1,18,1,5120,5120,80,80
two_nodes_per_level,2,1,19,3,35840,35840,560,560
two_nodes_per_level,2,1,20,1,5120,5120,80,80
two_nodes_per_level,2,1,21,2,15360,15360,240,240
two_nodes_per_level,2,1,22,1,5120,5120,80,80
two_nodes_per_level,2,1,23,4,76800,76800,1200,1200
two_nodes_per_level,2,1,24,1,5120,5120,80,80
two_nodes_per_level,2,1,25,2,15360,15360,240,240
two_nodes_per_level,2,1,26,1,5120,5120,80,80
two_nodes_per_level,2,1,27,3,35840,35840,560,560
two_nodes_per_level,2,1,28,1,5120,5120,80,80
two_nodes_per_level,2,1,29,2,15360,15360,240,240
two_nodes_per_level,2,1,30,1,5120,5120,80,80
two_nodes_per_level,2,1,31,5,158720,158720,2480,2480
two_nodes_per_level,2,1,32,1,5120,5120,80,80
two_nodes_per_level,2,1,33,2,15360,15360,240,240
two_nodes_per_level,2,1,34,1,5120,5120,80,80
two_nodes_per_level,2,1,35,3,35840,35840,560,560
two_nodes_per_level,2,1,36,1,5120,5120,80,80
two_nodes_per_level,2,1,37,2,15360,15360,240,240
two_nodes_per_level,2,1,38,1,5120,5120,80,80
two_nodes_per_level,2,1,39,4,76800,76800,1200,1200
two_nodes_per_level,2,1,40,1,5120,5120,80,80
two_nodes_per_level,2,1,41,2,15360,15360,240,240
two_nodes_per_level,2,1,42,1,5120,5120,80,80
two_nodes_per_level,2,1,43,3,35840,35840,560,560
two_nodes_per_level,2,1,44,1,5120,5120,80,80
two_nodes_per_level,2,1,45,2,15360,15360,240,240
two_nodes_per_level,2,1,46,1,5120,5120,80,80
two_nodes_per_level,2,1,47,5,158720,158720,2480,2480
two_nodes_per_level,2,1,48,1,5120,5120,80,80
two_nodes_per_level,2,1,49,2,15360,15360,240,240
two_nodes_per_level,2,1,50,1,5120,5120,80,80
two_nodes_per_level,2,1,51,3,35840,35840,560,560
two_nodes_per_level,2,1,52,1,5120,5120,80,80
two_nodes_per_level,2,1,53,2,15360,15360,240,240
two_nodes_per_level,2,1,54,1,5120,5120,80,80
two_nodes_per_level,2,1,55,4,76800,76800,1200,1200
two_nodes_per_level,2,1,56,1,5120,5120,80,80
two_nodes_per_level,2,1,57,2,15360,15360,240,240
two_nodes_per_level,2,1,58,1,5120,5120,80,80
two_nodes_per_level,2,1,59,3,35840,35840,560,560
two_nodes_per_level,2,1,60,1,5120,5120,80,80
two_nodes_per_level,2,1,61,2,15360,15360,240,240
two_nodes_per_level,2,1,62,1,5120,5120,80,80
two_nodes_per_level,2,1,63,6,322560,322560,5040,5040
two_nodes_per_level,2,1,64,1,5120,5120,80,80
two_nodes_per_level,2,1,65,2,15360,15360,240,240
two_nodes_per_level,2,1,66,1,5120,5120,80,80
two_nodes_per_level,2,1,67,3,35840,35840,560,560
two_nodes_per_level,2,1,68,1,5120,5120,80,80
two_nodes_per_level,2,1,69,2,15360,15360,240,240
two_nodes_per_level,2,1,70,1,5120,5120,80,80
two_nodes_per_level,2,1,71,4,76800,76800,1200,1200
two_nodes_per_level,2,1,72,1,5120,5120,80,80
two_nodes_per_level,2,1,73,2,15360,15360,240,240
two_nodes_per_level,2,1,74,1,5120,5120,80,80
two_nodes_per_level,2,1,75,3,35840,35840,560,560
two_nodes_per_level,2,1,76,1,5120,5120,80,80
two_nodes_per_level,2,1,77,2,15360,15360,240,240
two_nodes_per_level,2,1,78,1,5120,5120,80,80
two_nodes_per_level,2,1,79,5,158720,158720,2480,2480
two_nodes_per_level,2,1,80,1,5120,5120,80,80
two_nodes_per_level,2,1,81,2,15360,15360,240,240
two_nodes_per_level,2,1,82,1,5120,5120,80,80
two_nodes_per_level,2,1,83,3,35840,35840,560,560
two_nodes_per_level,2,1,84,1,5120,5120,80,80
two_nodes_per_level,2,1,85,2,15360,15360,240,240
two_nodes_per_level,2,1,86,1,5120,5120,80,80
two_nodes_per_level,2,1,87,4,76800,76800,1200,1200
two_nodes_per_level,2,1,88,1,5120,5120,80,80
two_nodes_per_level,2,1,89,2,15360,15360,240,240
two_nodes_per_level,2,1,90,1,5120,5120,80,80
two_nodes_per_level,2,1,91,3,35840,35840,560,560
two_nodes_per_level,2,1,92,1,5120,5120,80,80
two_nodes_per_level,2,1,93,2,15360,15360,240,240
two_nodes_per_level,2,1,94,1,5120,5120,80,80
two_nodes_per_level,2,1,95,6,322560,322560,5040,5040
two_nodes_per_level,2,1,96,1,5120,5120,80,80
two_nodes_per_level,2,1,97,2,15360,15360,240,240
two_nodes_per_level,2,1,98,1,5120,5120,80,80
two_nodes_per_level,2,1,99,3,35840,35840,560,560
two_nodes_per_level,2,1,100,1,5120,5120,80,80
two_nodes_per_level,2,2,1,1,5120,5120,80,80
two_nodes_per_level,2,2,2,1,5120,5120,80,80
two_nodes_per_level,2,2,3,2,15360,15360,240,240
two_nodes_per_level,2,2,4,1,5120,5120,80,80
two_nodes_per_level,2,2,5,2,15360,15360,240,240
two_nodes_per_level,2,2,6,1,5120,5120,80,80
two_nodes_per_level,2,2,7,3,35840,35840,560,560
two_nodes_per_level,2,2,8,1,5120,5120,80,80
two_nodes_per_level,2,2,9,2,15360,15360,240,240
two_nodes_per_level,2,2,10,1,5120,5120,80,80
two_nodes_per_level,2,2,11,3,35840,35840,560,560
two_nodes_per_level,2,2,12,1,5120,5120,80,80
two_nodes_per_level,2,2,13,2,15360,15360,240,240
two_nodes_per_level,2,2,14,1,5120,5120,80,80
two_nodes_per_level,2,2,15,4,76800,76800,1200,1200
two_nodes_per_level,2,2,16,1,5120,5120,80,80
two_nodes_per_level,2,2,17,2,15360,15360,240,240
two_nodes_per_level,2,2,18,1,5120,5120,80,80
two_nodes_per_level,2,2,19,3,35840,35840,560,560
two_nodes_per_level,2,2,20,1,5120,5120,80,80
two_nodes_per_level,2,2,21,2,15360,15360,240,240
two_nodes_per_level,2,2,22,1,5120,5120,80,80
two_nodes_per_level,2,2,23,4,76800,76800,1200,1200
two_nodes_per_level,2,2,24,1,5120,5120,80,80
two_nodes_per_level,2,2,25,2,15360,15360,240,240
two_nodes_per_level,2,2,26,1,5120,5120,80,80
two_nodes_per_level,2,2,27,3,35840,35840,560,560
two_nodes_per_level,2,2,28,1,5120,5120,80,80
two_nodes_per_level,2,2,29,2,15360,15360,240,240
two_nodes_per_level,2,2,30,1,5120,5120,80,80
two_nodes_per_level,2,2,31,5,158720,158720,2480,2480
two_nodes_per_level,2,2,32,1,5120,5120,80,80
two_nodes_per_level,2,2,33,2,15360,15360,240,240
two_nodes_per_level,2,2,34,1,5120,5120,80,80
two_nodes_per_level,2,2,35,3,35840,35840,560,560
two_nodes_per_level,2,2,36,1,5120,5120,80,80
two_nodes_per_level,2,2,37,2,15360,15360,240,240
two_nodes_per_level,2,2,38,1,5120,5120,80,80
two_nodes_per_level,2,2,39,4,76800,76800,1200,1200
two_nodes_per_level,2,2,40,1,5120,5120,80,80
two_nodes_per_level,2,2,41,2,15360,15360,240,240
two_nodes_per_level,2,2,42,1,5120,5120,80,80
two_nodes_per_level,2,2,43,3,35840,35840,560,560
two_nodes_per_level,2,2,44,1,5120,5120,80,80
two_nodes_per_level,2,2,45,2,15360,15360,240,240
two_nodes_per_level,2,2,46,1,5120,5120,80,80
two_nodes_per_level,2,2,47,5,158720,158720,2480,2480
two_nodes_per_level,2,2,48,1,5120,5120,80,80
two_nodes_per_level,2,2,49,2,15360,15360,240,240
two_nodes_per_level,2,2,50,1,5120,5120,80,80
two_nodes_per_level,2,2,51,3,35840,35840,560,560
two_nodes_per_level,2,2,52,1,5120,5120,80,80
two_nodes_per_level,2,2,53,2,15360,15360,240,240
two_nodes_per_level,2,2,54,1,5120,5120,80,80
two_nodes_per_level,2,2,55,4,76800,76800,1200,1200
two_nodes_per_level,2,2,56,1,5120,5120,80,80
two_nodes_per_level,2,2,57,2,15360,15360,240,240
two_nodes_per_level,2,2,58,1,5120,5120,80,80
two_nodes_per_level,2,2,59,3,35840,35840,560,560
two_nodes_per_level,2,2,60,1,5120,5120,80,80
two_nodes_per_level,2,2,61,2,15360,15360,240,240
two_nodes_per_level,2,2,62,1,5120,5120,80,80
two_nodes_per_level,2,2,63,6,322560,322560,5040,5040
two_nodes_per_level,2,2,64,1,5120,5120,80,80
two_nodes_per_level,2,2,65,2,15360,15360,240,240
two_nodes_per_level,2,2,66,1,5120,5120,80,80
two_nodes_per_level,2,2,67,3,35840,35840,560,560
two_nodes_per_level,2,2,68,1,5120,5120,80,80
two_nodes_per_level,2,2,69,2,15360,15360,240,240
two_nodes_per_level,2,2,70,1,5120,5120,80,80
two_nodes_per_level,2,2,71,4,76800,76800,1200,1200
two_nodes_per_level,2,2,72,1,5120,5120,80,80
two_nodes_per_level,2,2,73,2,15360,15360,240,240
two_nodes_per_level,2,2,74,1,5120,5120,80,80
two_nodes_per_level,2,2,75,3,35840,35840,560,560
two_nodes_per_level,2,2,76,1,5120,5120,80,80
two_nodes_per_level,2,2,77,2,15360,15360,240,240
two_nodes_per_level,2,2,78,1,5120,5120,80,80
two_nodes_per_level,2,2,79,5,158720,158720,2480,2480
two_nodes_per_level,2,2,80,1,5120,5120,80,80
two_nodes_per_level,2,2,81,2,15360,15360,240,240
two_nodes_per_level,2,2,82,1,5120,5120,80,80
two_nodes_per_level,2,2,83,3,35840,35840,560,560
two_nodes_per_level,2,2,84,1,5120,5120,80,80
two_nodes_per_level,2,2,85,2,15360,15360,240,240
two_nodes_per_level,2,2,86,1,5120,5120,80,80
two_nodes_per_level,2,2,87,4,76800,76800,1200,1200
two_nodes_per_level,2,2,88,1,5120,5120,80,80
two_nodes_per_level,2,2,89,2,15360,15360,240,240
two_nodes_per_level,2,2,90,1,5120,5120,80,80
two_nodes_per_level,2,2,91,3,35840,35840,560,560
two_nodes_per_level,2,2,92,1,5120,5120,80,80
two_nodes_per_level,2,2,93,2,15360,15360,240,240
two_nodes_per_level,2,2,94,1,5120,5120,80,80
two_nodes_per_level,2,2,95,6,322560,322560,5040,5040
two_nodes_per_level,2,2,96,1,5120,5120,80,80
two_nodes_per_level,2,2,97,2,15360,15360,240,240
two_nodes_per_level,2,2,98,1,5120,5120,80,80
two_nodes_per_level,2,2,99,3,35840,35840,560,560
two_nodes_per_level,2,2,100,1,5120,5120,80,80
two_nodes_per_level,2,3,1,1,5120,5120,80,80
two_nodes_per_level,2,3,2,1,5120,5120,80,80
two_nodes_per_level,2,3,3,2,15360,15360,240,240
two_nodes_per_level,2,3,4,1,5120,5120,80,80
two_nodes_per_level,2,3,5,2,15360,15360,240,240
two_nodes_per_level,2,3,6,1,5120,5120,80,80
two_nodes_per_level,2,3,7,3,35840,35840,560,560
two_nodes_per_level,2,3,8,1,5120,5120,80,80
two_nodes_per_level,2,3,9,2,15360,15360,240,240
two_nodes_per_level,2,3,10,1,5120,5120,80,80
two_nodes_per_level,2,3,11,3,35840,35840,560,560
two_nodes_per_level,2,3,12,1,5120,5120,80,80
two_nodes_per_level,2,3,13,2,15360,15360,240,240
two_nodes_per_level,2,3,14,1,5120,5120,80,80
two_nodes_per_level,2,3,15,4,76800,76800,1200,1200
two_nodes_per_level,2,3,16,1,5120,5120,80,80
two_nodes_per_level,2,3,17,2,15360,15360,240,240
two_nodes_per_level,2,3,18,1,5120,5120,80,80
two_nodes_per_level,2,3,19,3,35840,35840,560,560
two_nodes_per_level,2,3,20,1,5120,5120,80,80
two_nodes_per_level,2,3,21,2,15360,15360,240,240
two_nodes_per_level,2,3,22,1,5120,5120,80,80
two_nodes_per_level,2,3,23,4,76800,76800,1200,1200
two_nodes_per_level,2,3,24,1,5120,5120,80,80
two_nodes_per_level,2,3,25,2,15360,15360,240,240
two_nodes_per_level,2,3,26,1,5120,5120,80,80
two_nodes_per_level,2,3,27,3,35840,35840,560,560
two_nodes_per_level,2,3,28,1,5120,5120,80,80
two_nodes_per_level,2,3,29,2,15360,15360,240,240
two_nodes_per_level,2,3,30,1,5120,5120,80,80
two_nodes_per_level,2,3,31,5,158720,158720,2480,2480
two_nodes_per_level,2,3,32,1,5120,5120,80,80
two_nodes_per_level,2,3,33,2,15360,15360,240,240
two_nodes_per_level,2,3,34,1,5120,5120,80,80
two_nodes_per_level,2,3,35,3,35840,35840,560,560
two_nodes_per_level,2,3,36,1,5120,5120,80,80
two_nodes_per_level,2,3,37,2,15360,15360,240,240
two_nodes_per_level,2,3,38,1,5120,5120,80,80
two_nodes_per_level,2,3,39,4,76800,76800,1200,1200
two_nodes_per_level,2,3,40,1,5120,5120,80,80
two_nodes_per_level,2,3,41,2,15360,15360,240,240
two_nodes_per_level,2,3,42,1,5120,5120,80,80
two_nodes_per_level,2,3,43,3,35840,35840,560,560
two_nodes_per_level,2,3,44,1,5120,5120,80,80
two_nodes_per_level,2,3,45,2,15360,15360,240,240
two_nodes_per_level,2,3,46,1,5120,5120,80,80
two_nodes_per_level,2,3,47,5,158720,158720,2480,2480
two_nodes_per_level,2,3,48,1,5120,5120,80,80
two_nodes_per_level,2,3,49,2,15360,15360,240,240
two_nodes_per_level,2,3,50,1,5120,5120,80,80
two_nodes_per_level,2,3,51,3,35840,35840,560,560
two_nodes_per_level,2,3,52,1,5120,5120,80,80
two_nodes_per_level,2,3,53,2,15360,15360,240,240
two_nodes_per_level,2,3,54,1,5120,5120,80,80
two_nodes_per_level,2,3,55,4,76800,76800,1200,1200
two_nodes_per_level,2,3,56,1,5120,5120,80,80
two_nodes_per_level,2,3,57,2,15360,15360,240,240
two_nodes_per_level,2,3,58,1,5120,5120,80,80
two_nodes_per_level,2,3,59,3,35840,35840,560,560
two_nodes_per_level,2,3,60,1,5120,5120,80,80
two_nodes_per_level,2,3,61,2,15360,15360,240,240
two_nodes_per_level,2,3,62,1,5120,5120,80,80
two_nodes_per_level,2,3,63,6,322560,322560,5040,5040
two_nodes_per_level,2,3,64,1,5120,5120,80,80
two_nodes_per_level,2,3,65,2,15360,15360,240,240
two_nodes_per_level,2,3,66,1,5120,5120,80,80
two_nodes_per_level,2,3,67,3,35840,35840,560,560
two_nodes_per_level,2,3,68,1,5120,5120,80,80
two_nodes_per_level,2,3,69,2,15360,15360,240,240
two_nodes_per_level,2,3,70,1,5120,5120,80,80
two_nodes_per_level,2,3,71,4,76800,76800,1200,1200
two_nodes_per_level,2,3,72,1,5120,5120,80,80
two_nodes_per_level,2,3,73,2,15360,15360,240,240
two_nodes_per_level,2,3,74,1,5120,5120,80,80
two_nodes_per_level,2,3,75,3,35840,35840,560,560
two_nodes_per_level,2,3,76,1,5120,5120,80,80
two_nodes_per_level,2,3,77,2,15360,15360,240,240
two_nodes_per_level,2,3,78,1,5120,5120,80,80
two_nodes_per_level,2,3,79,5,158720,158720,2480,2480
two_nodes_per_level,2,3,80,1,5120,5120,80,80
two_nodes_per_level,2,3,81,2,15360,15360,240,240
two_nodes_per_level,2,3,82,1,5120,5120,80,80
two_nodes_per_level,2,3,83,3,35840,35840,560,560
two_nodes_per_level,2,3,84,1,5120,5120,80,80
two_nodes_per_level,2,3,85,2,15360,15360,240,240
two_nodes_per_level,2,3,86,1,5120,5120,80,80
two_nodes_per_level,2,3,87,4,76800,76800,1200,1200
two_nodes_per_level,2,3,88,1,5120,5120,80,80
two_nodes_per_level,2,3,89,2,15360,15360,240,240
two_nodes_per_level,2,3,90,1,5120,5120,80,80
two_nodes_per_level,2,3,91,3,35840,35840,560,560
two_nodes_per_level,2,3,92,1,5120,5120,80,80
two_nodes_per_level,2,3,93,2,15360,15360,240,240
two_nodes_per_level,2,3,94,1,5120,5120,80,80
two_nodes_per_level,2,3,95,6,322560,322560,5040,5040
two_nodes_per_level,2,3,96,1,5120,5120,80,80
two_nodes_per_level,2,3,97,2,15360,15360,240,240
two_nodes_per_level,2,3,98,1,5120,5120,80,80
two_nodes_per_level,2,3,99,3,35840,35840,560,560
two_nodes_per_level,2,3,100,1,5120,5120,80,80
two_nodes_per_level,2,4,1,1,5120,5120,80,80
two_nodes_per_level,2,4,2,1,5120,5120,80,80
two_nodes_per_level,2,4,3,2,15360,15360,240,240
two_nodes_per_level,2,4,4,1,5120,5120,80,80
two_nodes_per_level,2,4,5,2,15360,15360,240,240
two_nodes_per_level,2,4,6,1,5120,5120,80,80
two_nodes_per_level,2,4,7,3,35840,35840,560,560
two_nodes_per_level,2,4,8,1,5120,5120,80,80
two_nodes_per_level,2,4,9,2,15360,15360,240,240
two_nodes_per_level,2,4,10,1,5120,5120,80,80
two_nodes_per_level,2,4,11,3,35840,35840,560,560
two_nodes_per_level,2,4,12,1,5120,5120,80,80
two_nodes_per_level,2,4,13,2,15360,15360,240,240
two_nodes_per_level,2,4,14,1,5120,5120,80,80
two_nodes_per_level,2,4,15,4,76800,76800,1200,1200
two_nodes_per_level,2,4,16,1,5120,5120,80,80
two_nodes_per_level,2,4,17,2,15360,15360,240,240
two_nodes_per_level,2,4,18,1,5120,5120,80,80
two_nodes_per_level,2,4,19,3,35840,35840,560,560
two_nodes_per_level,2,4,20,1,5120,5120,80,80
two_nodes_per_level,2,4,21,2,15360,15360,240,240
two_nodes_per_level,2,4,22,1,5120,5120,80,80
two_nodes_per_level,2,4,23,4,76800,76800,1200,1200
two_nodes_per_level,2,4,24,1,5120,5120,80,80
two_nodes_per_level,2,4,25,2,15360,15360,240,240
two_nodes_per_level,2,4,26,1,5120,5120,80,80
two_nodes_per_level,2,4,27,3,35840,35840,560,560
two_nodes_per_level,2,4,28,1,5120,5120,80,80
two_nodes_per_level,2,4,29,2,15360,15360,240,240
two_nodes_per_level,2,4,30,1,5120,5120,80,80
two_nodes_per_level,2,4,31,5,158720,158720,2480,2480
two_nodes_per_level,2,4,32,1,5120,5120,80,80
two_nodes_per_level,2,4,33,2,15360,15360,240,240
two_nodes_per_level,2,4,34,1,5120,5120,80,80
two_nodes_per_level,2,4,35,3,35840,35840,560,560
two_nodes_per_level,2,4,36,1,5120,5120,80,80
two_nodes_per_level,2,4,37,2,15360,15360,240,240
two_nodes_per_level,2,4,38,1,5120,5120,80,80
two_nodes_per_level,2,4,39,4,76800,76800,1200,1200
two_nodes_per_level,2,4,40,1,5120,5120,80,80
two_nodes_per_level,2,4,41,2,15360,15360,240,240
two_nodes_per_level,2,4,42,1,5120,5120,80,80
two_nodes_per_level,2,4,43,3,35840,35840,560,560
two_nodes_per_level,2,4,44,1,5120,5120,80,80
two_nodes_per_level,2,4,45,2,15360,15360,240,240
two_nodes_per_level,2,4,46,1,5120,5120,80,80
two_nodes_per_level,2,4,47,5,158720,158720,2480,2480
two_nodes_per_level,2,4,48,1,5120,5120,80,80
two_nodes_per_level,2,4,49,2,15360,15360,240,240
two_nodes_per_level,2,4,50,1,5120,5120,80,80
two_nodes_per_level,2,4,51,3,35840,35840,560,560
two_nodes_per_level,2,4,52,1,5120,5120,80,80
two_nodes_per_level,2,4,53,2,15360,15360,240,240
two_nodes_per_level,2,4,54,1,5120,5120,80,80
two_nodes_per_level,2,4,55,4,76800,76800,1200,1200
two_nodes_per_level,2,4,56,1,5120,5120,80,80
two_nodes_per_level,2,4,57,2,15360,15360,240,240
two_nodes_per_level,2,4,58,1,5120,5120,80,80
two_nodes_per_level,2,4,59,3,35840,35840,560,560
two_nodes_per_level,2,4,60,1,5120,5120,80,80
two_nodes_per_level,2,4,61,2,15360,15360,240,240
two_nodes_per_level,2,4,62,1,5120,5120,80,80
two_nodes_per_level,2,4,63,6,322560,322560,5040,5040
two_nodes_per_level,2,4,64,1,5120,5120,80,80
two_nodes_per_level,2,4,65,2,15360,15360,240,240
two_nodes_per_level,2,4,66,1,5120,5120,80,80
two_nodes_per_level,2,4,67,3,35840,35840,560,560
two_nodes_per_level,2,4,68,1,5120,5120,80,80
two_nodes_per_level,2,4,69,2,15360,15360,240,240
two_nodes_per_level,2,4,70,1,5120,5120,80,80
two_nodes_per_level,2,4,71,4,76800,76800,1200,1200
two_nodes_per_level,2,4,72,1,5120,5120,80,80
two_nodes_per_level,2,4,73,2,15360,15360,240,240
two_nodes_per_level,2,4,74,1,5120,5120,80,80
two_nodes_per_level,2,4,75,3,35840,35840,560,560
two_nodes_per_level,2,4,76,1,5120,5120,80,80
two_nodes_per_level,2,4,77,2,15360,15360,240,240
two_nodes_per_level,2,4,78,1,5120,5120,80,80
two_nodes_per_level,2,4,79,5,158720,158720,2480,2480
two_nodes_per_level,2,4,80,1,5120,5120,80,80
two_nodes_per_level,2,4,81,2,15360,15360,240,240
two_nodes_per_level,2,4,82,1,5120,5120,80,80
two_nodes_per_level,2,4,83,3,35840,35840,560,560
two_nodes_per_level,2,4,84,1,5120,5120,80,80
two_nodes_per_level,2,4,85,2,15360,15360,240,240
two_nodes_per_level,2,4,86,1,5120,5120,80,80
two_nodes_per_level,2,4,87,4,76800,76800,1200,1200
two_nodes_per_level,2,4,88,1,5120,5120,80,80
two_nodes_per_level,2,4,89,2,15360,15360,240,240
two_nodes_per_level,2,4,90,1,5120,5120,80,80
two_nodes_per_level,2,4,91,3,35840,35840,560,560
two_nodes_per_level,2,4,92,1,5120,5120,80,80
two_nodes_per_level,2,4,93,2,15360,15360,240,240
two_nodes_per_level,2,4,94,1,5120,5120,80,80
two_nodes_per_level,2,4,95,6,322560,322560,5040,5040
two_nodes_per_level,2,4,96,1,5120,5120,80,80
two_nodes_per_level,2,4,97,2,15360,15360,240,240
two_nodes_per_level,2,4,98,1,5120,5120,80,80
two_nodes_per_level,2,4,99,3,35840,35840,560,560
two_nodes_per_level,2,4,100,1,5120,5120,80,80
