accuracy,condition,partition,stage,task
81.31868243217468,rotating__example_uniform__reset_each_stage,validation,31,27
85.18518805503845,rotating__example_uniform__reset_each_stage,validation,31,28
67.3913061618805,rotating__example_uniform__reset_each_stage,validation,31,29
89.74359035491943,rotating__example_uniform__reset_each_stage,validation,31,3
77.19298005104065,rotating__example_uniform__reset_each_stage,validation,31,30
73.62637519836426,rotating__example_uniform__reset_each_stage,validation,31,31
83.4532380104065,rotating__example_uniform__reset_each_stage,validation,31,4
82.52426981925964,rotating__example_uniform__reset_each_stage,validation,31,5
86.3157868385315,rotating__example_uniform__reset_each_stage,validation,31,6
91.30434989929199,rotating__example_uniform__reset_each_stage,validation,31,7
84.112149477005,rotating__example_uniform__reset_each_stage,validation,31,8
84.76190567016602,rotating__example_uniform__reset_each_stage,validation,31,9
97.11285829544067,rotating__task_uniform__carry,fit_population,31,1
98.85844588279724,rotating__task_uniform__carry,fit_population,31,10
99.6835470199585,rotating__task_uniform__carry,fit_population,31,11
99.1847813129425,rotating__task_uniform__carry,fit_population,31,12
98.53300452232361,rotating__task_uniform__carry,fit_population,31,13
98.57142567634583,rotating__task_uniform__carry,fit_population,31,14
98.38709831237793,rotating__task_uniform__carry,fit_population,31,15
99.29078221321106,rotating__task_uniform__carry,fit_population,31,16
98.74686598777771,rotating__task_uniform__carry,fit_population,31,17
98.52070808410645,rotating__task_uniform__carry,fit_population,31,18
97.68785834312439,rotating__task_uniform__carry,fit_population,31,19
97.81553149223328,rotating__task_uniform__carry,fit_population,31,2
98.14814925193787,rotating__task_uniform__carry,fit_population,31,20
98.70410561561584,rotating__task_uniform__carry,fit_population,31,21
100.0,rotating__task_uniform__carry,fit_population,31,22
98.66310358047485,rotating__task_uniform__carry,fit_population,31,23
98.1751799583435,rotating__task_uniform__carry,fit_population,31,24
99.02912378311157,rotating__task_uniform__carry,fit_population,31,25
98.47715497016907,rotating__task_uniform__carry,fit_population,31,26
98.32869172096252,rotating__task_uniform__carry,fit_population,31,27
96.90402746200562,rotating__task_uniform__carry,fit_population,31,28
94.2307710647583,rotating__task_uniform__carry,fit_population,31,29
98.93389940261841,rotating__task_uniform__carry,fit_population,31,3
87.73722648620605,rotating__task_uniform__carry,fit_population,31,30
89.91825580596924,rotating__task_uniform__carry,fit_population,31,31
97.8761076927185,rotating__task_uniform__carry,fit_population,31,4
98.0629563331604,rotating__task_uniform__carry,fit_population,31,5
98.9664077758789,rotating__task_uniform__carry,fit_population,31,6
100.0,rotating__task_uniform__carry,fit_population,31,7
98.36448431015015,rotating__task_uniform__carry,fit_population,31,8
100.0,rotating__task_uniform__carry,fit_population,31,9
89.3617033958435,rotating__task_uniform__carry,validation,31,1
89.90825414657593,rotating__task_uniform__carry,validation,31,10
86.07594966888428,rotating__task_uniform__carry,validation,31,11
89.24731016159058,rotating__task_uniform__carry,validation,31,12
91.17646813392639,rotating__task_uniform__carry,validation,31,13
94.33962106704712,rotating__task_uniform__carry,validation,31,14
86.02150678634644,rotating__task_uniform__carry,validation,31,15
82.07547068595886,rotating__task_uniform__carry,validation,31,16
78.78788113594055,rotating__task_uniform__carry,validation,31,17
81.17647171020508,rotating__task_uniform__carry,validation,31,18
78.16091775894165,rotating__task_uniform__carry,validation,31,19
84.3137264251709,rotating__task_uniform__carry,validation,31,2
73.17073345184326,rotating__task_uniform__carry,validation,31,20
79.31034564971924,rotating__task_uniform__carry,validation,31,21
75.0,rotating__task_uniform__carry,validation,31,22
78.72340679168701,rotating__task_uniform__carry,validation,31,23
74.28571581840515,rotating__task_uniform__carry,validation,31,24
73.58490824699402,rotating__task_uniform__carry,validation,31,25
82.82828330993652,rotating__task_uniform__carry,validation,31,26
76.92307829856873,rotating__task_uniform__carry,validation,31,27
82.71604776382446,rotating__task_uniform__carry,validation,31,28
72.826087474823,rotating__task_uniform__carry,validation,31,29
89.74359035491943,rotating__task_uniform__carry,validation,31,3
78.94737124443054,rotating__task_uniform__carry,validation,31,30
79.1208803653717,rotating__task_uniform__carry,validation,31,31
84.17266011238098,rotating__task_uniform__carry,validation,31,4
81.5533995628357,rotating__task_uniform__carry,validation,31,5
87.36842274665833,rotating__task_uniform__carry,validation,31,6
88.04348111152649,rotating__task_uniform__carry,validation,31,7
91.58878326416016,rotating__task_uniform__carry,validation,31,8
84.76190567016602,rotating__task_uniform__carry,validation,31,9
98.42519760131836,rotating__task_uniform__reset_each_stage,fit_population,31,1
98.85844588279724,rotating__task_uniform__reset_each_stage,fit_population,31,10
99.36708807945251,rotating__task_uniform__reset_each_stage,fit_population,31,11
99.728262424469,rotating__task_uniform__reset_each_stage,fit_population,31,12
99.5110034942627,rotating__task_uniform__reset_each_stage,fit_population,31,13
99.28571581840515,rotating__task_uniform__reset_each_stage,fit_population,31,14
98.92473220825195,rotating__task_uniform__reset_each_stage,fit_population,31,15
99.29078221321106,rotating__task_uniform__reset_each_stage,fit_population,31,16
98.74686598777771,rotating__task_uniform__reset_each_stage,fit_population,31,17
97.04142212867737,rotating__task_uniform__reset_each_stage,fit_population,31,18
96.53179049491882,rotating__task_uniform__reset_each_stage,fit_population,31,19
99.02912378311157,rotating__task_uniform__reset_each_stage,fit_population,31,2
98.14814925193787,rotating__task_uniform__reset_each_stage,fit_population,31,20
96.97624444961548,rotating__task_uniform__reset_each_stage,fit_population,31,21
98.17708134651184,rotating__task_uniform__reset_each_stage,fit_population,31,22
97.32620120048523,rotating__task_uniform__reset_each_stage,fit_population,31,23
98.1751799583435,rotating__task_uniform__reset_each_stage,fit_population,31,24
97.0873773097992,rotating__task_uniform__reset_each_stage,fit_population,31,25
95.43147087097168,rotating__task_uniform__reset_each_stage,fit_population,31,26
93.03621053695679,rotating__task_uniform__reset_each_stage,fit_population,31,27
93.49845051765442,rotating__task_uniform__reset_each_stage,fit_population,31,28
89.01098966598511,rotating__task_uniform__reset_each_stage,fit_population,31,29
99.36034083366394,rotating__task_uniform__reset_each_stage,fit_population,31,3
84.37955975532532,rotating__task_uniform__reset_each_stage,fit_population,31,30
82.28882551193237,rotating__task_uniform__reset_each_stage,fit_population,31,31
98.40707778930664,rotating__task_uniform__reset_each_stage,fit_population,31,4
