fresh_mean_accuracy,h1024_accuracy,h1024_minus_fresh_pp,h2048_accuracy,h2048_minus_fresh_pp,h512_accuracy,h512_minus_fresh_pp,raw_union_accuracy,stage,true_node_oracle_accuracy
88.26530612244898,88.26530575752258,-3.649263931038149e-07,88.26530575752258,-3.649263931038149e-07,88.26530575752258,-3.649263931038149e-07,85.71428656578064,2,85.71428656578064
83.55457227138643,82.74336457252502,-0.8112076988614092,84.07079577445984,0.5162235030734053,83.62832069396973,0.07374842258329295,83.18583965301514,4,83.18583965301514
80.95798979191206,79.97644543647766,-0.9815443554343943,80.80094456672668,-0.1570452251853709,79.26973104476929,-1.6882587471427684,79.50530052185059,8,79.50530052185059
77.99431587494924,76.85748934745789,-1.1368265274913512,77.1619975566864,-0.8323183182628355,76.85748934745789,-1.1368265274913512,77.28379964828491,16,77.28379964828491
