accuracy,condition,partition,stage,task
99.76359605789185,rotating__example_uniform__reset_each_stage,fit_population,31,16
99.74937438964844,rotating__example_uniform__reset_each_stage,fit_population,31,17
98.81656765937805,rotating__example_uniform__reset_each_stage,fit_population,31,18
98.84393215179443,rotating__example_uniform__reset_each_stage,fit_population,31,19
99.75728392601013,rotating__example_uniform__reset_each_stage,fit_population,31,2
97.22222089767456,rotating__example_uniform__reset_each_stage,fit_population,31,20
98.92008900642395,rotating__example_uniform__reset_each_stage,fit_population,31,21
99.73958134651184,rotating__example_uniform__reset_each_stage,fit_population,31,22
99.19785857200623,rotating__example_uniform__reset_each_stage,fit_population,31,23
97.81022071838379,rotating__example_uniform__reset_each_stage,fit_population,31,24
97.57281541824341,rotating__example_uniform__reset_each_stage,fit_population,31,25
98.22335243225098,rotating__example_uniform__reset_each_stage,fit_population,31,26
95.82172632217407,rotating__example_uniform__reset_each_stage,fit_population,31,27
95.66563367843628,rotating__example_uniform__reset_each_stage,fit_population,31,28
92.58241653442383,rotating__example_uniform__reset_each_stage,fit_population,31,29
100.0,rotating__example_uniform__reset_each_stage,fit_population,31,3
94.30657029151917,rotating__example_uniform__reset_each_stage,fit_population,31,30
93.18801164627075,rotating__example_uniform__reset_each_stage,fit_population,31,31
99.64601993560791,rotating__example_uniform__reset_each_stage,fit_population,31,4
99.27361011505127,rotating__example_uniform__reset_each_stage,fit_population,31,5
100.0,rotating__example_uniform__reset_each_stage,fit_population,31,6
100.0,rotating__example_uniform__reset_each_stage,fit_population,31,7
99.29906725883484,rotating__example_uniform__reset_each_stage,fit_population,31,8
99.76415038108826,rotating__example_uniform__reset_each_stage,fit_population,31,9
84.04255509376526,rotating__example_uniform__reset_each_stage,validation,31,1
86.23853325843811,rotating__example_uniform__reset_each_stage,validation,31,10
73.41772317886353,rotating__example_uniform__reset_each_stage,validation,31,11
77.4193525314331,rotating__example_uniform__reset_each_stage,validation,31,12
89.21568393707275,rotating__example_uniform__reset_each_stage,validation,31,13
87.73584961891174,rotating__example_uniform__reset_each_stage,validation,31,14
83.87096524238586,rotating__example_uniform__reset_each_stage,validation,31,15
74.52830076217651,rotating__example_uniform__reset_each_stage,validation,31,16
66.66666865348816,rotating__example_uniform__reset_each_stage,validation,31,17
76.47058963775635,rotating__example_uniform__reset_each_stage,validation,31,18
68.96551847457886,rotating__example_uniform__reset_each_stage,validation,31,19
77.45097875595093,rotating__example_uniform__reset_each_stage,validation,31,2
67.07317233085632,rotating__example_uniform__reset_each_stage,validation,31,20
78.44827771186829,rotating__example_uniform__reset_each_stage,validation,31,21
66.66666865348816,rotating__example_uniform__reset_each_stage,validation,31,22
69.14893388748169,rotating__example_uniform__reset_each_stage,validation,31,23
68.57143044471741,rotating__example_uniform__reset_each_stage,validation,31,24
75.47169923782349,rotating__example_uniform__reset_each_stage,validation,31,25
75.75757503509521,rotating__example_uniform__reset_each_stage,validation,31,26
79.1208803653717,rotating__example_uniform__reset_each_stage,validation,31,27
82.71604776382446,rotating__example_uniform__reset_each_stage,validation,31,28
72.826087474823,rotating__example_uniform__reset_each_stage,validation,31,29
82.90598392486572,rotating__example_uniform__reset_each_stage,validation,31,3
81.28654956817627,rotating__example_uniform__reset_each_stage,validation,31,30
80.2197813987732,rotating__example_uniform__reset_each_stage,validation,31,31
82.733815908432,rotating__example_uniform__reset_each_stage,validation,31,4
76.69903039932251,rotating__example_uniform__reset_each_stage,validation,31,5
86.3157868385315,rotating__example_uniform__reset_each_stage,validation,31,6
81.521737575531,rotating__example_uniform__reset_each_stage,validation,31,7
86.91588640213013,rotating__example_uniform__reset_each_stage,validation,31,8
79.04762029647827,rotating__example_uniform__reset_each_stage,validation,31,9
99.47506785392761,rotating__task_uniform__carry,fit_population,31,1
99.77169036865234,rotating__task_uniform__carry,fit_population,31,10
100.0,rotating__task_uniform__carry,fit_population,31,11
100.0,rotating__task_uniform__carry,fit_population,31,12
99.75550174713135,rotating__task_uniform__carry,fit_population,31,13
100.0,rotating__task_uniform__carry,fit_population,31,14
100.0,rotating__task_uniform__carry,fit_population,31,15
100.0,rotating__task_uniform__carry,fit_population,31,16
99.49874877929688,rotating__task_uniform__carry,fit_population,31,17
98.81656765937805,rotating__task_uniform__carry,fit_population,31,18
99.13294911384583,rotating__task_uniform__carry,fit_population,31,19
99.75728392601013,rotating__task_uniform__carry,fit_population,31,2
98.76543283462524,rotating__task_uniform__carry,fit_population,31,20
99.56803321838379,rotating__task_uniform__carry,fit_population,31,21
100.0,rotating__task_uniform__carry,fit_population,31,22
99.73261952400208,rotating__task_uniform__carry,fit_population,31,23
99.27007555961609,rotating__task_uniform__carry,fit_population,31,24
99.51456189155579,rotating__task_uniform__carry,fit_population,31,25
98.47715497016907,rotating__task_uniform__carry,fit_population,31,26
99.72144961357117,rotating__task_uniform__carry,fit_population,31,27
97.5232183933258,rotating__task_uniform__carry,fit_population,31,28
97.80219793319702,rotating__task_uniform__carry,fit_population,31,29
99.36034083366394,rotating__task_uniform__carry,fit_population,31,3
93.57663989067078,rotating__task_uniform__carry,fit_population,31,30
97.5476861000061,rotating__task_uniform__carry,fit_population,31,31
99.46902394294739,rotating__task_uniform__carry,fit_population,31,4
99.0314781665802,rotating__task_uniform__carry,fit_population,31,5
100.0,rotating__task_uniform__carry,fit_population,31,6
99.45799708366394,rotating__task_uniform__carry,fit_population,31,7
99.53271150588989,rotating__task_uniform__carry,fit_population,31,8
99.76415038108826,rotating__task_uniform__carry,fit_population,31,9
87.2340440750122,rotating__task_uniform__carry,validation,31,1
88.99082541465759,rotating__task_uniform__carry,validation,31,10
79.7468364238739,rotating__task_uniform__carry,validation,31,11
82.79569745063782,rotating__task_uniform__carry,validation,31,12
91.17646813392639,rotating__task_uniform__carry,validation,31,13
88.67924809455872,rotating__task_uniform__carry,validation,31,14
87.09677457809448,rotating__task_uniform__carry,validation,31,15
82.07547068595886,rotating__task_uniform__carry,validation,31,16
70.70707082748413,rotating__task_uniform__carry,validation,31,17
78.82353067398071,rotating__task_uniform__carry,validation,31,18
72.41379022598267,rotating__task_uniform__carry,validation,31,19
83.33333134651184,rotating__task_uniform__carry,validation,31,2
68.29268336296082,rotating__task_uniform__carry,validation,31,20
82.75862336158752,rotating__task_uniform__carry,validation,31,21
71.875,rotating__task_uniform__carry,validation,31,22
73.40425252914429,rotating__task_uniform__carry,validation,31,23
62.85714507102966,rotating__task_uniform__carry,validation,31,24
75.47169923782349,rotating__task_uniform__carry,validation,31,25
76.76767706871033,rotating__task_uniform__carry,validation,31,26
69.2307710647583,rotating__task_uniform__carry,validation,31,27
83.95061492919922,rotating__task_uniform__carry,validation,31,28
71.7391312122345,rotating__task_uniform__carry,validation,31,29
85.47008633613586,rotating__task_uniform__carry,validation,31,3
77.77777910232544,rotating__task_uniform__carry,validation,31,30
78.02197933197021,rotating__task_uniform__carry,validation,31,31
85.61151027679443,rotating__task_uniform__carry,validation,31,4
80.58252334594727,rotating__task_uniform__carry,validation,31,5
85.26315689086914,rotating__task_uniform__carry,validation,31,6
88.04348111152649,rotating__task_uniform__carry,validation,31,7
86.91588640213013,rotating__task_uniform__carry,validation,31,8
82.85714387893677,rotating__task_uniform__carry,validation,31,9
99.47506785392761,rotating__task_uniform__reset_each_stage,fit_population,31,1
100.0,rotating__task_uniform__reset_each_stage,fit_population,31,10
100.0,rotating__task_uniform__reset_each_stage,fit_population,31,11
100.0,rotating__task_uniform__reset_each_stage,fit_population,31,12
99.75550174713135,rotating__task_uniform__reset_each_stage,fit_population,31,13
99.52380657196045,rotating__task_uniform__reset_each_stage,fit_population,31,14
100.0,rotating__task_uniform__reset_each_stage,fit_population,31,15
100.0,rotating__task_uniform__reset_each_stage,fit_population,31,16
99.74937438964844,rotating__task_uniform__reset_each_stage,fit_population,31,17
97.92899489402771,rotating__task_uniform__reset_each_stage,fit_population,31,18
98.26589822769165,rotating__task_uniform__reset_each_stage,fit_population,31,19
100.0,rotating__task_uniform__reset_each_stage,fit_population,31,2
99.69135522842407,rotating__task_uniform__reset_each_stage,fit_population,31,20
99.56803321838379,rotating__task_uniform__reset_each_stage,fit_population,31,21
99.73958134651184,rotating__task_uniform__reset_each_stage,fit_population,31,22
99.73261952400208,rotating__task_uniform__reset_each_stage,fit_population,31,23
99.27007555961609,rotating__task_uniform__reset_each_stage,fit_population,31,24
99.51456189155579,rotating__task_uniform__reset_each_stage,fit_population,31,25
97.71573543548584,rotating__task_uniform__reset_each_stage,fit_population,31,26
97.77158498764038,rotating__task_uniform__reset_each_stage,fit_population,31,27
96.59442901611328,rotating__task_uniform__reset_each_stage,fit_population,31,28
94.7802186012268,rotating__task_uniform__reset_each_stage,fit_population,31,29
100.0,rotating__task_uniform__reset_each_stage,fit_population,31,3
91.8248176574707,rotating__task_uniform__reset_each_stage,fit_population,31,30
91.00817441940308,rotating__task_uniform__reset_each_stage,fit_population,31,31
99.64601993560791,rotating__task_uniform__reset_each_stage,fit_population,31,4
99.27361011505127,rotating__task_uniform__reset_each_stage,fit_population,31,5
100.0,rotating__task_uniform__reset_each_stage,fit_population,31,6
100.0,rotating__task_uniform__reset_each_stage,fit_population,31,7
