arm,arm_label,result_source,policy,max_nodes_per_level,run_seed,training_sample_multiplier,base_parameter_count,condition,learned_permutation_count,active_node_count,input_slot_count,integrator_parameter_count,accuracy,cross_entropy,training_examples,current_examples,historical_examples,epochs,total_training_wall_seconds,state_initialization_wall_seconds,data_preparation_wall_seconds,feature_wall_seconds,optimizer_wall_seconds,total_training_forward_example_passes,feature_forward_example_passes,integrator_forward_example_passes,integrator_backward_example_passes,feature_forward_calls,integrator_forward_calls,integrator_backward_calls,excluded_diagnostic_forward_example_passes,excluded_evaluation_examples,excluded_evaluation_feature_forward_example_passes,excluded_evaluation_integrator_forward_example_passes_per_condition
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,63,6,7,4411658,0.71645587682724,1.0455461740493774,512,256,256,4,0.15895781852304935,0.0,0.02077879197895527,0.07687035761773586,0.06130866892635822,5120,3072,2048,2048,12,32,16,1024,16128,96768,16128
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,64,1,7,4411658,0.7584228515625,0.923994779586792,512,256,256,4,0.11352884955704212,0.0,0.02468773163855076,0.02570442296564579,0.06313669495284557,2560,512,2048,2048,2,32,16,1024,16384,16384,16384
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,65,2,7,4411658,0.7567908763885498,0.9618586301803589,512,256,256,4,0.12172987684607506,0.0,0.022522982209920883,0.028675472363829613,0.07053142227232456,3072,1024,2048,2048,4,32,16,1024,16640,33280,16640
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,66,2,7,4411658,0.7907196879386902,0.8547738790512085,512,256,256,4,0.13031599298119545,0.0,0.025335481390357018,0.03952796943485737,0.06545254215598106,3072,1024,2048,2048,4,32,16,1024,16896,33792,16896
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,full_replay_integrator_20_epochs,66,2,7,4411658,0.7877012491226196,0.8597013354301453,16896,16896,0,20,7.275202950462699,0.029292037710547447,0.019252363592386246,0.31244892440736294,6.914209624752402,371712,33792,337920,337920,18,2640,2640,33792,16896,33792,16896
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,67,3,7,4411658,0.7592117786407471,0.9365608096122742,512,256,256,4,0.13223125971853733,0.0,0.026784315705299377,0.043334828689694405,0.06211211532354355,3584,1536,2048,2048,6,32,16,1024,17152,51456,17152
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,68,2,7,4411658,0.7827435731887817,0.9222578406333923,512,256,256,4,0.12139512971043587,0.0,0.02601546421647072,0.03011889010667801,0.06526077538728714,3072,1024,2048,2048,4,32,16,1024,17408,34816,17408
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,69,3,7,4411658,0.7631340622901917,0.9164388179779053,512,256,256,4,0.12520315311849117,0.0,0.02447705902159214,0.043317146599292755,0.05740894749760628,3584,1536,2048,2048,6,32,16,1024,17664,52992,17664
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,70,3,7,4411658,0.7613839507102966,0.8976009488105774,512,256,256,4,0.13530275039374828,0.0,0.025222845375537872,0.03922536224126816,0.07085454277694225,3584,1536,2048,2048,6,32,16,1024,17920,53760,17920
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,71,4,7,4411658,0.7480744123458862,0.9064401984214783,512,256,256,4,0.14713669382035732,0.0,0.022131575271487236,0.05978737585246563,0.06521774269640446,4096,2048,2048,2048,8,32,16,1024,18176,72704,18176
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,72,2,7,4411658,0.7732204794883728,0.921879768371582,512,256,256,4,0.13135284930467606,0.0,0.027824515476822853,0.0332945603877306,0.0702337734401226,3072,1024,2048,2048,4,32,16,1024,18432,36864,18432
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,73,3,7,4411658,0.7579195499420166,0.945967972278595,512,256,256,4,0.14169903844594955,0.0,0.027435967698693275,0.04387817159295082,0.07038489915430546,3584,1536,2048,2048,6,32,16,1024,18688,56064,18688
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,74,3,7,4411658,0.7533255815505981,0.9019100069999695,512,256,256,4,0.13879616558551788,0.0,0.027251068502664566,0.04624119959771633,0.06530389748513699,3584,1536,2048,2048,6,32,16,1024,18944,56832,18944
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,75,4,7,4411658,0.7595312595367432,0.8880862593650818,512,256,256,4,0.15295520424842834,0.0,0.03248746320605278,0.05603233352303505,0.06443540751934052,4096,2048,2048,2048,8,32,16,1024,19200,76800,19200
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,76,3,7,4411658,0.7518503069877625,0.9384456276893616,512,256,256,4,0.13075315579771996,0.0,0.02663840353488922,0.04180685989558697,0.06230789236724377,3584,1536,2048,2048,6,32,16,1024,19456,58368,19456
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,77,4,7,4411658,0.7578125,0.8891867399215698,512,256,256,4,0.1415773704648018,0.0,0.026621738448739052,0.05374700389802456,0.06120862811803818,4096,2048,2048,2048,8,32,16,1024,19712,78848,19712
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,78,4,7,4411658,0.7532051205635071,0.9273562431335449,512,256,256,4,0.13790024630725384,0.0,0.026437466964125633,0.052679114043712616,0.05878366529941559,4096,2048,2048,2048,8,32,16,1024,19968,79872,19968
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,79,5,7,4411658,0.7431269884109497,0.9400565028190613,512,256,256,4,0.15233600325882435,0.0,0.025718601420521736,0.06805540435016155,0.05856199748814106,4608,2560,2048,2048,10,32,16,1024,20224,101120,20224
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,80,2,7,4411658,0.75244140625,0.9129804372787476,512,256,256,4,0.1314897034317255,0.0,0.029053442180156708,0.029362652450799942,0.07307360880076885,3072,1024,2048,2048,4,32,16,1024,20480,40960,20480
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,81,3,7,4411658,0.7592592835426331,0.9353124499320984,512,256,256,4,0.14026546664536,0.0,0.030270908027887344,0.04333103448152542,0.06666352413594723,3584,1536,2048,2048,6,32,16,1024,20736,62208,20736
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,82,3,7,4411658,0.750285804271698,0.9551557302474976,512,256,256,4,0.13786795549094677,0.0,0.029398951679468155,0.04348512552678585,0.06498387828469276,3584,1536,2048,2048,6,32,16,1024,20992,62976,20992
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,83,4,7,4411658,0.7386106848716736,0.9638437628746033,512,256,256,4,0.1547332089394331,0.0,0.02971065416932106,0.05296093225479126,0.07206162251532078,4096,2048,2048,2048,8,32,16,1024,21248,84992,21248
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,84,3,7,4411658,0.7425130009651184,0.9322260618209839,512,256,256,4,0.1414936799556017,0.0,0.03251169063150883,0.04376105219125748,0.06522093713283539,3584,1536,2048,2048,6,32,16,1024,21504,64512,21504
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,85,4,7,4411658,0.7476562261581421,0.9283820390701294,512,256,256,4,0.1551381852477789,0.0,0.03193969093263149,0.0584578663110733,0.0647406280040741,4096,2048,2048,2048,8,32,16,1024,21760,87040,21760
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,86,4,7,4411658,0.743323028087616,0.9478209614753723,512,256,256,4,0.14885756745934486,0.0,0.028702275827527046,0.059351224452257156,0.06080406717956066,4096,2048,2048,2048,8,32,16,1024,22016,88064,22016
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,87,5,7,4411658,0.7404813170433044,0.9152436256408691,512,256,256,4,0.16987324133515358,0.0,0.02984468825161457,0.07279656827449799,0.06723198480904102,4608,2560,2048,2048,10,32,16,1024,22272,111360,22272
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,88,3,7,4411658,0.7600319385528564,0.9135608673095703,512,256,256,4,0.13557665422558784,0.0,0.03180982545018196,0.043578965589404106,0.06018786318600178,3584,1536,2048,2048,6,32,16,1024,22528,67584,22528
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,89,4,7,4411658,0.755574107170105,0.8991490006446838,512,256,256,4,0.1485134344547987,0.0,0.03038564883172512,0.05567573383450508,0.0624520517885685,4096,2048,2048,2048,8,32,16,1024,22784,91136,22784
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,90,4,7,4411658,0.7472222447395325,0.9407551288604736,512,256,256,4,0.15179834328591824,0.0,0.032729385420680046,0.05610458925366402,0.06296436861157417,4096,2048,2048,2048,8,32,16,1024,23040,92160,23040
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,91,5,7,4411658,0.7469522953033447,0.9373282194137573,512,256,256,4,0.1542221363633871,0.0,0.031173549592494965,0.0688832476735115,0.05416533909738064,4608,2560,2048,2048,10,32,16,1024,23296,116480,23296
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,92,4,7,4411658,0.747664749622345,0.9385048151016235,512,256,256,4,0.14499272778630257,0.0,0.03246056288480759,0.0523967370390892,0.06013542786240578,4096,2048,2048,2048,8,32,16,1024,23552,94208,23552
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,93,5,7,4411658,0.7441616058349609,0.92903071641922,512,256,256,4,0.1585374865680933,0.0,0.030566059052944183,0.06443458423018456,0.06353684328496456,4608,2560,2048,2048,10,32,16,1024,23808,119040,23808
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,94,5,7,4411658,0.7406083941459656,0.9710119366645813,512,256,256,4,0.160544840618968,0.0,0.03287498466670513,0.06187928281724453,0.06579057313501835,4608,2560,2048,2048,10,32,16,1024,24064,120320,24064
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,95,6,7,4411658,0.7237253189086914,0.9818690419197083,512,256,256,4,0.17602316662669182,0.0,0.03260985016822815,0.07856028340756893,0.06485303305089474,5120,3072,2048,2048,12,32,16,1024,24320,145920,24320
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,96,2,7,4411658,0.7552083134651184,0.9753305912017822,512,256,256,4,0.12611977756023407,0.0,0.03468608856201172,0.03329351544380188,0.05814017355442047,3072,1024,2048,2048,4,32,16,1024,24576,49152,24576
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,97,3,7,4411658,0.7461742758750916,0.9377908706665039,512,256,256,4,0.1442157905548811,0.0,0.03499400429427624,0.046219006180763245,0.06300278007984161,3584,1536,2048,2048,6,32,16,1024,24832,74496,24832
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,98,3,7,4411658,0.7496412396430969,0.9546350240707397,512,256,256,4,0.14332505501806736,0.0,0.03654419258236885,0.04389774985611439,0.06288311257958412,3584,1536,2048,2048,6,32,16,1024,25088,75264,25088
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,99,4,7,4411658,0.7209596037864685,1.0100436210632324,512,256,256,4,0.160353135317564,0.0,0.03554916940629482,0.055981624871492386,0.0688223410397768,4096,2048,2048,2048,8,32,16,1024,25344,101376,25344
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,integrator_uniform_replay,100,3,7,4411658,0.7563672065734863,0.9160126447677612,512,256,256,4,0.15554474852979183,0.0,0.035134801641106606,0.05088815651834011,0.06952179037034512,3584,1536,2048,2048,6,32,16,1024,25600,76800,25600
reference_model_standard_samples,"Reference model, standard samples",authenticated_predecessor,one_node_per_level,1,0,1,2383370,full_replay_integrator_20_epochs,100,3,7,4411658,0.7786328196525574,1.077337622642517,25600,25600,0,20,11.08616384677589,0.022399084642529488,0.03170320391654968,0.5281662605702877,10.503895297646523,588800,76800,512000,512000,39,4000,4000,51200,25600,76800,25600
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,1,1,7,17650160,0.8359375,0.9975530505180359,256,256,0,4,0.16939286142587662,0.09395173564553261,0.0,0.03554673679172993,0.03989438898861408,1280,256,1024,1024,1,8,8,512,256,256,256
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,full_replay_integrator_20_epochs,1,1,7,17650160,0.84765625,0.9280678629875183,256,256,0,20,0.3083645533770323,0.09188881516456604,0.00034004636108875275,0.03510306403040886,0.18103262782096863,5376,256,5120,5120,1,40,40,512,256,256,256
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,2,1,7,17650160,0.78515625,1.2444238662719727,512,256,256,4,0.16202906891703606,0.0,0.0006588734686374664,0.05744125507771969,0.1039289403706789,2560,512,2048,2048,2,32,16,1024,512,512,512
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,full_replay_integrator_20_epochs,2,1,7,17650160,0.779296875,0.9904434084892273,512,512,0,20,0.4719824492931366,0.08715897053480148,0.0004034750163555145,0.029735667631030083,0.3546843361109495,10752,512,10240,10240,1,80,80,1024,512,512,512
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,3,2,7,17650160,0.7018229365348816,1.1993581056594849,512,256,256,4,0.17905192077159882,0.0,0.0007025860249996185,0.08711407333612442,0.09123526141047478,3072,1024,2048,2048,4,32,16,1024,768,1536,768
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,4,1,7,17650160,0.802734375,0.9781948328018188,512,256,256,4,0.1531484704464674,0.0,0.0007761158049106598,0.06225329451262951,0.09011906012892723,2560,512,2048,2048,2,32,16,1024,1024,1024,1024
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,full_replay_integrator_20_epochs,4,1,7,17650160,0.765625,0.9643262624740601,1024,1024,0,20,0.8535355553030968,0.09386040270328522,0.0006541851907968521,0.03811653517186642,0.7209044322371483,21504,1024,20480,20480,1,160,160,2048,1024,1024,1024
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,5,2,7,17650160,0.74609375,1.1120376586914062,512,256,256,4,0.19668901897966862,0.0,0.0011719074100255966,0.0885152667760849,0.10700184479355812,3072,1024,2048,2048,4,32,16,1024,1280,2560,1280
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,6,2,7,17650160,0.720703125,1.1075541973114014,512,256,256,4,0.18553310818970203,0.0,0.0013172440230846405,0.08513032644987106,0.09908553771674633,3072,1024,2048,2048,4,32,16,1024,1536,3072,1536
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,7,3,7,17650160,0.6668526530265808,1.1930067539215088,512,256,256,4,0.21071587689220905,0.0,0.0013655070215463638,0.11323363706469536,0.09611673280596733,3584,1536,2048,2048,6,32,16,1024,1792,5376,1792
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,8,1,7,17650160,0.80419921875,0.9674243927001953,512,256,256,4,0.16083540953695774,0.0,0.0014818813651800156,0.057509252801537514,0.10184427537024021,2560,512,2048,2048,2,32,16,1024,2048,2048,2048
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,full_replay_integrator_20_epochs,8,1,7,17650160,0.8115234375,0.7719689607620239,2048,2048,0,20,1.6045185178518295,0.08850432932376862,0.0009759552776813507,0.07251753658056259,1.442520696669817,43008,2048,40960,40960,1,320,320,4096,2048,2048,2048
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,9,2,7,17650160,0.7404513955116272,1.064521312713623,512,256,256,4,0.18529454804956913,0.0,0.0017951633781194687,0.08454485610127449,0.09895452857017517,3072,1024,2048,2048,4,32,16,1024,2304,4608,2304
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,10,2,7,17650160,0.7425781488418579,1.0234259366989136,512,256,256,4,0.18925976939499378,0.0,0.001982400193810463,0.08497005328536034,0.10230731591582298,3072,1024,2048,2048,4,32,16,1024,2560,5120,2560
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,full_replay_integrator_20_epochs,10,2,7,17650160,0.805859386920929,1.1083076000213623,2560,2560,0,20,2.0518334209918976,0.07890783436596394,0.0011503566056489944,0.11060548573732376,1.861169744282961,56320,5120,51200,51200,4,400,400,5120,2560,5120,2560
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,11,3,7,17650160,0.6676136255264282,1.1229519844055176,512,256,256,4,0.22989701852202415,0.0,0.0021054930984973907,0.11390456929802895,0.11388695612549782,3584,1536,2048,2048,6,32,16,1024,2816,8448,2816
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,12,2,7,17650160,0.7633463740348816,0.9696893095970154,512,256,256,4,0.20138133876025677,0.0,0.002174273133277893,0.08656876534223557,0.11263830028474331,3072,1024,2048,2048,4,32,16,1024,3072,6144,3072
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,13,3,7,17650160,0.7208533883094788,1.0264474153518677,512,256,256,4,0.21701600775122643,0.0,0.0020774919539690018,0.11448781937360764,0.10045069642364979,3584,1536,2048,2048,6,32,16,1024,3328,9984,3328
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,14,3,7,17650160,0.7248883843421936,0.9956385493278503,512,256,256,4,0.20829561166465282,0.0,0.002579774707555771,0.11300746724009514,0.09270836971700191,3584,1536,2048,2048,6,32,16,1024,3584,10752,3584
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,15,4,7,17650160,0.6968749761581421,1.0528398752212524,512,256,256,4,0.2290507908910513,0.0,0.0028022099286317825,0.14082013629376888,0.08542844466865063,4096,2048,2048,2048,8,32,16,1024,3840,15360,3840
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,16,1,7,17650160,0.822509765625,0.8307622075080872,512,256,256,4,0.15165901742875576,0.0,0.0029411334544420242,0.06143653206527233,0.0872813519090414,2560,512,2048,2048,2,32,16,1024,4096,4096,4096
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,full_replay_integrator_20_epochs,16,1,7,17650160,0.826171875,0.6405274868011475,4096,4096,0,20,3.086197789758444,0.07683856226503849,0.0017843618988990784,0.11957765929400921,2.887997206300497,86016,4096,81920,81920,2,640,640,8192,4096,4096,4096
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,17,2,7,17650160,0.7474724054336548,0.951907217502594,512,256,256,4,0.1963931154459715,0.0,0.0034188199788331985,0.08896133676171303,0.10401295870542526,3072,1024,2048,2048,4,32,16,1024,4352,8704,4352
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,18,2,7,17650160,0.73046875,1.010263204574585,512,256,256,4,0.18568849936127663,0.0,0.0034238919615745544,0.0853213332593441,0.09694327414035797,3072,1024,2048,2048,4,32,16,1024,4608,9216,4608
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,19,3,7,17650160,0.7257401347160339,1.0099350214004517,512,256,256,4,0.21531267650425434,0.0,0.004141917452216148,0.11636387556791306,0.09480688348412514,3584,1536,2048,2048,6,32,16,1024,4864,14592,4864
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,20,2,7,17650160,0.754687488079071,0.9328826665878296,512,256,256,4,0.18923717364668846,0.0,0.0036798380315303802,0.0859107282012701,0.09964660741388798,3072,1024,2048,2048,4,32,16,1024,5120,10240,5120
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,21,3,7,17650160,0.7397693395614624,0.9775210618972778,512,256,256,4,0.2162429727613926,0.0,0.003818899393081665,0.11593644507229328,0.09648762829601765,3584,1536,2048,2048,6,32,16,1024,5376,16128,5376
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,22,3,7,17650160,0.7407670617103577,0.993747889995575,512,256,256,4,0.22334390319883823,0.0,0.0039629749953746796,0.11324768699705601,0.10613324120640755,3584,1536,2048,2048,6,32,16,1024,5632,16896,5632
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,23,4,7,17650160,0.729110062122345,0.9815225005149841,512,256,256,4,0.23927436210215092,0.0,0.004293523728847504,0.14138122275471687,0.09359961561858654,4096,2048,2048,2048,8,32,16,1024,5888,23552,5888
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,24,2,7,17650160,0.7862955927848816,0.8067306876182556,512,256,256,4,0.18576962128281593,0.0,0.004470419138669968,0.08483929745852947,0.0964599046856165,3072,1024,2048,2048,4,32,16,1024,6144,12288,6144
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,25,3,7,17650160,0.7749999761581421,0.8680477142333984,512,256,256,4,0.20972917042672634,0.0,0.004645766690373421,0.11287328042089939,0.09221012331545353,3584,1536,2048,2048,6,32,16,1024,6400,19200,6400
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,26,3,7,17650160,0.7578125,0.9257997274398804,512,256,256,4,0.21414323151111603,0.0,0.005021458491683006,0.11633294075727463,0.0927888322621584,3584,1536,2048,2048,6,32,16,1024,6656,19968,6656
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,full_replay_integrator_20_epochs,26,3,7,17650160,0.8051382303237915,1.029558539390564,6656,6656,0,20,5.0161078702658415,0.08479014411568642,0.003956623375415802,0.31071279384195805,4.616648308932781,153088,19968,133120,133120,12,1040,1040,13312,6656,19968,6656
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,27,4,7,17650160,0.7589699029922485,0.9066698551177979,512,256,256,4,0.23953943513333797,0.0,0.005481874570250511,0.14074966870248318,0.09330789186060429,4096,2048,2048,2048,8,32,16,1024,6912,27648,6912
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,28,3,7,17650160,0.75,0.9228323698043823,512,256,256,4,0.22152652963995934,0.0,0.005187423899769783,0.11884243972599506,0.09749666601419449,3584,1536,2048,2048,6,32,16,1024,7168,21504,7168
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,29,4,7,17650160,0.7367995977401733,0.9580576419830322,512,256,256,4,0.2400529533624649,0.0,0.005241489037871361,0.14139153994619846,0.09341992437839508,4096,2048,2048,2048,8,32,16,1024,7424,29696,7424
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,30,4,7,17650160,0.747265636920929,0.9256599545478821,512,256,256,4,0.24154447950422764,0.0,0.006247829645872116,0.14551005512475967,0.08978659473359585,4096,2048,2048,2048,8,32,16,1024,7680,30720,7680
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,31,5,7,17650160,0.7394153475761414,0.9701985120773315,512,256,256,4,0.2695372626185417,0.0,0.005794420838356018,0.16741331294178963,0.09632952883839607,4608,2560,2048,2048,10,32,16,1024,7936,39680,7936
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,32,1,7,17650160,0.7945556640625,0.8375623226165771,512,256,256,4,0.16560393385589123,0.0,0.006222913041710854,0.05903966352343559,0.10034135729074478,2560,512,2048,2048,2,32,16,1024,8192,8192,8192
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,33,2,7,17650160,0.76953125,0.9586553573608398,512,256,256,4,0.1908148005604744,0.0,0.00648072361946106,0.08558346331119537,0.09875061362981796,3072,1024,2048,2048,4,32,16,1024,8448,16896,8448
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,34,2,7,17650160,0.7790670990943909,0.9087797999382019,512,256,256,4,0.19380489364266396,0.0,0.006728343665599823,0.08837037347257137,0.09870617650449276,3072,1024,2048,2048,4,32,16,1024,8704,17408,8704
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,35,3,7,17650160,0.7247768044471741,1.0194785594940186,512,256,256,4,0.21111489087343216,0.0,0.006773620843887329,0.11287187412381172,0.09146939590573311,3584,1536,2048,2048,6,32,16,1024,8960,26880,8960
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,36,2,7,17650160,0.7807074785232544,0.8904745578765869,512,256,256,4,0.19264211878180504,0.0,0.007309660315513611,0.08499053306877613,0.1003419253975153,3072,1024,2048,2048,4,32,16,1024,9216,18432,9216
